"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"华建机器翻译有限公司; 深圳科智语言信息处理有限公司北京分公司; 华建电子有限责任公司","北京华建长河科技有限公司; 华建电子有限责任公司; 华建机器翻译有限公司","北京","北京市海淀区学院路30号科群大厦西楼207室  邮编 :  100083; 北京市海淀区紫竹院路116号嘉豪国际中心B座6层  邮编 :  100089","北京","北京"
"特尔科迪亚技术股份有限公司; 研究投资网络有限公司; 志奥获斯股份有限公司","志奥获斯股份有限公司; 乐天株式会社; 研究投资网络有限公司","美国","日本国东京都品川区东品川四丁目12番3号140-0002; 美国加利福尼亚州","美国","日本"
"西门子公司","费罗马托姆ANP有限责任公司","德国","德国埃朗根","德国","德国"
"北京哈德威四方保护与控制设备有限公司; 北京四方同创保护与控制设备有限公司; 北京四方继保自动化股份有限公司","北京四方同创保护与控制设备有限公司; 北京四方继保自动化股份有限公司; 国网浙江省电力公司科学研究院","北京","100085 北京市海淀区上地信息产业基地四街九号","北京","10"
"北京哈德威四方保护与控制设备有限公司; 北京四方同创保护与控制设备有限公司; 北京四方继保自动化股份有限公司","北京四方同创保护与控制设备有限公司; 北京四方继保自动化股份有限公司; 北京四方继保工程技术有限公司","北京","100085 北京市海淀区上地信息产业基地四街9号","北京","10"
"硅图像有限公司株式会社东芝; 跨线桥有限责任公司; 株式会社东芝; MIPS技术公司","MIPS技术公司株式会社东芝; ARM海外金融有限公司; 株式会社东芝; 跨线桥有限责任公司","美国","英国剑桥; 美国新泽西","美国","英国"
"株式会社东芝; 硅图像有限公司; MIPS技术公司; 跨线桥有限责任公司","株式会社东芝; MIPS技术公司; 跨线桥有限责任公司; ARM海外金融有限公司","日本","日本东京","日本","日本"
"硅图像有限公司; MIPS技术公司; 株式会社东芝; 跨线桥有限责任公司","MIPS技术公司; 跨线桥有限责任公司; 株式会社东芝; ARM海外金融有限公司","美国","美国新泽西; 英国剑桥","美国","美国"
"瑞士电信公司; 瑞士电信(瑞士)股份公司; 瑞士电信流动电话公司","瑞士电信流动电话公司; 瑞士电信公司; 瑞士电信固网公司","瑞士","瑞士伯恩; 瑞士伯尔尼","瑞士","瑞士"
"杭州富通集团有限公司; 杭州富通通信技术股份有限公司; 住电光纤光缆(深圳)有限公司","杭州富通昭和光通信股份有限公司; 住电光纤光缆(深圳)有限公司; 杭州富通通信技术股份有限公司","浙江","518057 广东省深圳市南山区高新科技北区住友光纤园; 311422 浙江省杭州市富阳市银湖开发区","浙江","51"
"西北工业大学; 湖州奥利金高性能计算技术有限公司","湖州奥利金高性能计算机技术有限公司; 杭州奥利金并行计算技术有限公司","浙江","浙江省杭州市西湖区万塘路30号高新东方科技园14幢310  邮编 :  310012","浙江","浙江"
"桑纳拉斯麦脱信托有限公司; 德国捷德有限公司; 斯麦脱信托系统有限公司","斯麦脱信托系统有限公司; 捷佳德移动安全有限公司; 德国捷德有限公司","芬兰","德国慕尼黑","芬兰","德国"
"王凌霄; 科胜讯系统有限责任公司; 克雷格·巴兰克张荣峰; 扎尔林克半导体V.N.股份有限公司; 莱克斯坦塞米有限公司","扎尔林克半导体V.N.股份有限公司; 西纳铁克斯股份有限公司; 科胜讯系统公司","美国","美国加利福尼亚州","美国","美国"
"大宇电子株式会社; 株式会社大宇电子","株式会社大宇电子; 枫叶视野技术公司","韩国","加拿大安大略","韩国","加拿"
"株式会社大宇电子; 大宇电子株式会社","枫叶视野技术公司; 株式会社大宇电子","韩国","加拿大安大略","韩国","加拿"
"立生半导体股份有限公司; 易亨电子股份有限公司","易亨电子股份有限公司; 达尔科技股份有限公司","台湾","中国台湾省台北县","台湾","中国"
"泛泰·科力特株式会社; 泛泰财产管理公司; 海尼克斯半导体公司","株式会社泛泰; 泛泰株式会社; 居里泰尔公司","韩国","韩国首尔","韩国","韩国"
"中国普天信息产业集团公司; 普天信息技术研究院有限公司; 中国普天信息产业股份有限公司","普天信息技术研究院; 中国普天信息产业股份有限公司; 普天信息技术研究院有限公司","北京","100080 北京市海淀区中关村科技园区上地二街2号; 100080 北京市海淀区海淀北二街6号","北京","10"
"旭丽股份有限公司; 光宝科技股份有限公司","光宝科技股份有限公司; 宇慕科技有限公司","台湾","美国特拉华州","台湾","美国"
"国际竞争力股份有限公司; 宇辰光电股份有限公司; 突破光电股份有限公司","突破光电股份有限公司; 宇辰光电股份有限公司; 纬创资通股份有限公司","英国","中国台湾桃园县中坜市南园路2号","英国","中国"
"深圳市中兴通讯股份有限公司上海第二研究所; 中兴通讯股份有限公司","深圳市中兴通讯股份有限公司; 海门市科技发展总公司","广东","226144 江苏省南通市海门市北京路600号(行政中心0212室)","广东","22"
"深圳市中兴通讯股份有限公司上海第二研究所; 中兴通讯股份有限公司","深圳市中兴通讯股份有限公司; 北京电力经济技术研究院; 国网北京市电力公司中国技术交易所有限公司","广东","100055 北京市西城区广安门车站西街15号","广东","10"
"深圳市中兴通讯股份有限公司上海第二研究所; 中兴通讯股份有限公司","深圳市中兴通讯股份有限公司; 国网北京市电力公司; 北京华商电力科技中心中国技术交易所有限公司","广东","100031 北京市西城区前门西大街41号","广东","10"
"深圳市中兴通讯股份有限公司上海第二研究所; 中兴通讯股份有限公司","深圳市中兴通讯股份有限公司; 国网北京市电力公司; 北京博瑞翔伦科技发展有限公司中国技术交易所有限公司","广东","100031 北京市西城区前门西大街41号","广东","10"
"崔巍; 上海集通数码科技有限责任公司","上海集通数码科技有限责任公司; 上海高通半导体有限公司","上海","200001 上海市黄浦区北京东路666号B609(3)室","上海","20"
"威盛电子股份有限公司; 威瀚科技股份有限公司","威瀚科技股份有限公司; 威盛电子股份有限公司","台湾","中国台湾台北县","台湾","中国"
"旭丽股份有限公司; 光宝科技股份有限公司","光宝科技股份有限公司; 宇冠科技有限公司","台湾","美国特拉华州","台湾","美国"
"国际竞争力股份有限公司; 宇辰光电股份有限公司; 突破光电科技股份有限公司","突破光电科技股份有限公司; 宇辰光电股份有限公司; 纬创资通股份有限公司","英国","中国台湾桃园县中坜市南园路2号","英国","中国"
"林志聪; 卢至宜","常熟精元电脑有限公司; 林志聪","台湾","江苏省常熟市高新技术产业园区朝阳路7号, 邮编 : 215500","台湾","江苏"
"旭丽股份有限公司; 光宝科技股份有限公司","光宝科技股份有限公司; 双忆阻器有限责任公司","台湾","美国特拉华州","台湾","美国"
"深圳市兆日实业有限公司; 北京兆日科技有限责任公司; 兆日科技(深圳)有限公司","深圳市兆日信息技术有限公司; 兆日科技(深圳)有限公司; 北京兆日科技有限责任公司","广东","518040 深圳市福田区车公庙泰然工业区213栋6层C座; 北京市海淀区知春路6号锦秋国际大厦B座4层, 邮编 : 100088","广东","51"
"现代电子产业株式会社; 株式会社现代信息通; UT斯达康韩国有限公司","株式会社现代信息通; UT斯达康韩国有限公司; 宇蓝有限公司","韩国","美国  特拉华","韩国","美国"
"摩托罗拉公司; 自由度半导体公司","自由度半导体公司; 三星电子株式会社","美国","韩国京畿道","美国","韩国"
"神基科技股份有限公司; 科立尔数位科技股份有限公司","英特维数位科技股份有限公司; 神基科技股份有限公司","台湾","中国台湾新竹科学工业园区新竹县研发二路1号4楼","台湾","中国"
"北京华纬迅科技有限公司; 南京格高网络科技有限公司","王生安; 北京华盛普讯技术股份有限公司","北京","100085 北京市海淀区清河安宁庄东路18号4号楼321室","北京","10"
"索尼株式会社; 美国索尼公司; 爱华株式会社; 交互数字控股公司","美国索尼公司; 交互数字控股公司; 索尼株式会社; DRNC控股公司","日本","美国纽约; 美国特拉华州","日本","美国"
"乔治娜·路易斯·桑斯特; 伊利斯游戏技术有限公司; 海豚先进技术有限公司","温丁达塔公司; 夏弗玛斯特公司; 乔治娜·路易斯·桑斯特","美国","美国内华达州","美国","美国"
"摩托罗拉公司; 天顶投资有限责任公司; 飞思卡尔半导体公司","自由度半导体公司; 苹果公司; 天顶投资有限责任公司","美国","美国加利福尼亚","美国","美国"
"基姆·利珀; 伯明翰系统有限公司","伯明翰系统有限公司; 赛根计算机有限公司","英国","英国伦敦","英国","英国"
"罗威解决方案公司; 米德芭科技有限公司","罗威欧洲有限公司; 宏视欧洲有限公司","英国","英国伯克郡","英国","英国"
"北京四方同创保护与控制设备有限公司; 北京四方继保自动化股份有限公司","北京四方继保自动化股份有限公司; 北京四方继保工程技术有限公司","北京","100085 北京市海淀区上地信息产业基地四街9号","北京","10"
"富士通株式会社; AMD投资有限公司; 先进微装置公司; AMD(美国)股份有限公司; 斯班逊有限公司","富士通株式会社; 飞索股份有限公司; AMD(美国)股份有限公司; AMD投资有限公司; 赛普拉斯半导体公司","美国","美国加利福尼亚州","美国","美国"
"浙江浙大中控技术有限公司; 浙江中控技术股份有限公司","浙江中控技术有限公司; 浙江中控技术股份有限公司; 浙江大学","浙江","310053 浙江省杭州市滨江区六和路309号","浙江","31"
"摩托罗拉公司; 飞思卡尔半导体公司","飞思卡尔半导体公司; 亮控股责任有限公司","美国","美国特拉华州","美国","美国"
"浙江浙大中控技术有限公司; 浙江中控技术股份有限公司","浙江中控技术股份有限公司; 浙江大学","浙江","310053 浙江省杭州市滨江区六和路309号","浙江","31"
"摩托罗拉公司; 自由度半导体公司","自由度半导体公司; 艾沃思宾技术公司","美国","美国亚利桑那","美国","美国"
"浙江浙大中控技术有限公司; 浙江中控技术股份有限公司; 宁波中控智能系统有限公司; 浙江中控研究院有限公司","浙江中控技术股份有限公司; 浙江中控研究院有限公司; 宁波中控智能系统有限公司","浙江","浙江省杭州市滨江区六和路309号中控科技园(高新区)  邮编 :  310053; 310053 浙江省杭州市滨江区六和路309号中控科技园(高新区); 315020 浙江省宁波市江北区环城北路东段257号一楼","浙江","浙江"
"博锐科技股份有限公司; 林志聪","林志聪; 常熟精元电脑有限公司","台湾","江苏省常熟市高新技术产业园区朝阳路7号, 邮编 : 215500","台湾","江苏"
"旺讯科技股份有限公司","明泰科技股份有限公司","台湾","台湾省新竹科学工业园区新竹市力行七路8号","台湾","台湾"
"友巨企业有限公司","贝亿德科技股份有限公司","台湾","台湾省台北市","台湾","台湾"
"赵凤云; 中维畅想科技(北京)有限公司; 北京中维畅讯科技发展有限公司","北京中维畅讯科技发展有限公司; 东莞市中维畅想科技有限公司; 中维畅想科技(北京)有限公司","北京","523808 东莞市松山湖科技产业园区科学苑四栋3楼; 北京市海淀区北蜂窝8号中雅大厦A座10A、10B, 邮编 : 100038","北京","52"
"深圳市联胜投资有限公司; 福兴达科技实业(深圳)有限公司; 深圳市福智软件技术有限公司","福兴达科技实业(深圳)有限公司; 深圳市福智软件技术有限公司; 福兴达科技实业(深圳)有限公司","广东","518038 广东省深圳市福田保税区槟榔道6号福兴大厦4楼; 518118 广东省深圳市龙岗区深圳市大工业区兰竹路以北福兴达工业厂区一号厂房一层、二号厂房一层","广东","51"
"荷兰应用自然科学研究组织; 皇家KPN公司","皇家KPN公司; 荷兰应用自然科学研究组织","荷兰","荷兰海牙","荷兰","荷兰"
"汤森和汤森和克鲁LLP; 海力士半导体有限公司","海力士半导体有限公司; 658868N.B.公司","美国","加拿大新不伦瑞克省圣约翰斯","美国","加拿"
"T.T.R.技术有限公司; 罗威解决方案公司","麦克罗维西恩欧洲公司; 罗威欧洲有限公司","英国","英国伯克郡","英国","英国"
"精工电子有限公司; 精工电子数据服务有限公司","精工电子数据服务有限公司; 精工解决方案有限公司","日本","日本千叶县千叶市","日本","日本"
"力捷电脑股份有限公司; 宇东科技股份有限公司","宇东科技股份有限公司; 宇系科技有限公司","台湾","美国特拉华州","台湾","美国"
"环球IP音响公司; 环球IP解决方法(GIPS)有限责任公司; 环球IP解决方法股份有限公司","环球IP音响欧洲公司; 环球IP音响公司; 谷歌股份有限公司","瑞典","美国加利福尼亚州","瑞典","美国"
"台均科技(深圳)有限公司; 台均实业股份有限公司","迈世亚(北京)科技有限公司; 台均科技(深圳)有限公司","台湾","100086 北京市海淀区中关村南大街2号数码大厦B座23层","台湾","10"
"台均实业股份有限公司; 闽祥实业有限公司; 台均实业有限公司; 台均科技(深圳)有限公司","台均科技(深圳)有限公司; 台均实业有限公司; 台均实业股份有限公司; 迈世亚(北京)科技有限公司","广东","100086 北京市海淀区中关村南大街2号数码大厦B座23层","广东","10"
"米厄里戈有限公司; 蒂波特有限公司","运动IP有限责任公司; 米厄里戈有限公司","美国","北卡罗来纳州","美国","北卡"
"克利尔斯皮德解决方案有限公司; 克利尔斯皮德技术有限公司","克利尔斯皮德科技有限公司; 拉姆伯斯公司","英国","美国加利福尼亚州","英国","美国"
"陈继权; 浙江亚龙教育装备股份有限公司; 亚龙科技集团有限公司; 浙江亚龙教仪有限公司","浙江亚龙教仪有限公司; 高核科技集团有限公司; 浙江亚龙教育装备股份有限公司; 陈继权","浙江","325105 浙江省永嘉县瓯北镇亚龙教仪工业园(堡二工业园); 325105 浙江省温州市永嘉工业园区(瓯北堡二)","浙江","32"
"世界链接公司; 世界灵高自动翻译有限公司; 超完美股份有限公司; 超完美翻译国际股份有限公司","世界灵高自动翻译有限公司; 超完美股份有限公司; 超完美翻译国际股份有限公司; 创博翻译环球公司","美国","美国纽约州","美国","美国"
"温特卡姆公司; 阿登斯特拉华公司; 阿登斯公司","阿登斯公司; 西翠思系统公司; 阿登斯特拉华公司","美国","美国佛罗里达州","美国","美国"
"英业达集团(南京)电子技术有限公司; 英华达(南京)科技有限公司","英华达(南京)科技有限公司; 北京小米移动软件有限公司","江苏","100085 北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","江苏","10"
"台均实业股份有限公司; 台均科技(深圳)有限公司","台均实业股份有限公司; 台均科技(深圳)有限公司; 台均科技(深圳)有限公司; 广州兆威电子科技开发有限公司","台湾","518106 广东省深圳市光明新区公明办事处下村社区第三工业区23号","台湾","51"
"宇东科技股份有限公司; 力捷电脑股份有限公司","宇系科技有限公司; 宇东科技股份有限公司","台湾","美国特拉华州","台湾","美国"
"台均实业股份有限公司; 台均科技(深圳)有限公司","台均实业股份有限公司; 台均科技(深圳)有限公司; 聊城瑞华电子科技有限公司","台湾","252100 山东省茌平县朝阳街中段","台湾","25"
"环球IP解决方法(GIPS)有限责任公司; 环球IP解决方法股份有限公司; 环球IP音响公司","谷歌股份有限公司; 环球IP音响公司; 环球IP音响欧洲公司","瑞典","美国加利福尼亚州","瑞典","美国"
"阿诺托股份公司; 阿诺托知识产权许可贸易公司","阿诺托知识产权许可贸易公司; 阿诺托股份公司","瑞典","瑞典隆德","瑞典","瑞典"
"蒂波特有限公司; F-起源公司; 约瑟夫·A·卡尔萨纳罗; 米厄里戈公司; 米厄里戈有限公司","米厄里戈有限公司; 约瑟夫·A·卡尔萨纳罗; 第五列有限责任公司; 蒂波特有限公司; F-起源公司","卢森堡","美国北卡罗来纳州; 美国特拉华州","卢森","美国"
"台均实业有限公司; 台均科技(深圳)有限公司","台均科技(深圳)有限公司; 迈世亚(北京)科技有限公司","广东","100086 北京市海淀区中关村南大街2号数码大厦B座23层","广东","10"
"陆捷; 浙江维尔科技有限公司; 邹建军","浙江维尔生物识别技术股份有限公司; 浙江维尔科技有限公司","浙江","浙江省杭州市华星路99号创业大厦2楼  邮编 :  310012","浙江","浙江"
"深圳市中兴通讯股份有限公司南京分公司; 中兴通讯股份有限公司","中兴通讯股份有限公司; 晋江市高新技术开发办公室","广东","362200 福建省泉州市晋江市崇德路283号友玉科技楼","广东","36"
"北京四方继保自动化有限公司; 清华大学; 四方电气(集团)有限公司","北京四方同创保护与控制设备有限公司; 清华大学; 北京四方继保自动化股份有限公司","北京","北京市海淀区上地四街9号  邮编 :  100085; 北京市100084-82信箱  邮编 :  100084","北京","北京"
"台均实业股份有限公司; 台均科技(深圳)有限公司","台均科技(深圳)有限公司; 迈世亚(北京)科技有限公司","广东","100086 北京市海淀区中关村南大街2号数码大厦B座23层","广东","10"
"天通研究与发展公司; 迅航有限公司","环航网络公司; 黑莓有限公司","美国","加拿大安大略省","美国","加拿"
"其乐达科技股份有限公司; 创品电子股份有限公司","联咏科技股份有限公司; 其乐达科技股份有限公司","台湾","台湾省新竹市新竹科学工业园区","台湾","台湾"
"贵阳朗玛信息技术有限公司北京分公司; 北京讯通佳网网络技术有限公司","北京讯通佳网网络技术有限公司; 新浪技术(中国)有限公司","北京","北京市海淀区北四环西路58号理想国际大厦1510室  邮编 :  100080","北京","北京"
"张晴; 北京启明星辰信息技术股份有限公司","北京启明星辰信息技术有限公司; 北京启明星辰信息技术股份有限公司; 北京启明星辰信息安全技术有限公司","北京","北京市海淀区东北旺西路8号中关村软件园21号楼启明星辰大厦  邮编 :  100193","北京","北京"
"唐跃文; 唐一文","广州市坚真信息科技有限公司; 唐跃文","广东","510000 广东省广州市天河区黄村王园路18号218房","广东","51"
"李立明; 北京帮助在线信息技术有限公司; 王晓光","王晓光; 李立明; 北京帮助在线信息技术有限公司; 帮吧(北京)科技有限公司","北京","100048 北京市海淀区西三环北路105号首都师范大学24楼904; 100000 北京市东城区金鱼池中区二层A区205室","北京","10"
"北京中通讯华科技有限公司; 张颖; 张国栋","张颖; 北京中通讯华科技有限公司; 张国栋; 北京恩信科技有限公司","北京","北京市海淀区苏州街18号长远天地大厦A2座1707室, 邮编 : 100081; 北京市海淀区苏州街18号院长远天地大厦4号楼A2座1707室, 邮编 : 100081","北京","北京"
"邹建军; 浙江维尔科技有限公司","浙江维尔科技有限公司; 浙江维尔生物识别技术股份有限公司","浙江","浙江省杭州市华星路99号创业大厦2楼, 邮编 : 310012","浙江","浙江"
"浙江维尔科技有限公司; 邹建军","浙江维尔生物识别技术股份有限公司; 浙江维尔科技有限公司","浙江","浙江省杭州市华星路99号创业大厦2楼, 邮编 : 310012","浙江","浙江"
"西安鸿德负离子技术有限公司; 西安海利德负离子科技有限公司","西安海利德负离子科技有限公司; 西安康鸿环保科技有限公司","陕西","陕西省西安市高新区高新六路40号, 邮编 : 710075","陕西","陕西"
"白钧天; 浙江松冈机电工业有限公司","浙江松冈机电工业有限公司; 松冈机电(中国)有限公司","四川","浙江省杭州市萧山经济技术开发区桥南区高新十路122号, 邮编 : 311215","四川","浙江"
"C&C企业株式会社; HANA接触株式会社; 全英三; 株式会社国民银行; C企业株式会社; C&Amp","C&C企业株式会社; HANA接触株式会社; C企业株式会社; C&全英三; KB国民卡公司; 世汉RF系统公司","韩国","韩国首尔","韩国","韩国"
"国际商业机器公司; 英属维尔京群岛商来祥有限公司","英属维尔京群岛商来祥有限公司; 联发科技股份有限公司","美国","中国台湾新竹科学工业园","美国","中国"
"尼尔逊媒介研究股份有限公司; 奈特若汀斯公司","奈特若汀斯公司; COMSCORE公司; 尼尔逊媒介研究股份有限公司","美国","美国弗吉尼亚州","美国","美国"
"LG电子株式会社; 爱立信-LG株式会社","LG-Nortel株式会社; 爱立信-LG企业株式会社; LG-北电株式会社","韩国","韩国京畿道","韩国","韩国"
"尼尔逊媒介研究股份有限公司; 互联网形象公司; 奈特若汀斯公司","奈特若汀斯公司; 尼尔逊媒介研究股份有限公司; COMSCORE公司","美国","美国弗吉尼亚州","美国","美国"
"LG电子株式会社; 爱立信-LG株式会社","LG-北电株式会社; 爱立信-LG企业株式会社","韩国","韩国京畿道","韩国","韩国"
"Z124公司; 阿尔卡塔尔公司; TCT移动有限公司; IPG电子504有限公司","DRNC控股公司; A移动电话有限公司; T&IPG电子504有限公司; 伟创力创新发展有限公司","香港","美国特拉华州; 英属海峡群岛英国; 开曼群岛大开曼岛","香港","美国"
"超传感器(私有)有限公司; BTG国际有限公司; ZIH公司","BTG国际有限公司; ZIH公司; 斑马技术公司","南非","百慕大群岛汉密尔顿; 美国伊利诺伊州","南非","百慕"
"姚立和; 北京华旗资讯数码科技有限公司","姚立和; 北京华旗资讯数码科技有限公司; 北京爱国者存储科技有限责任公司","台湾","北京市海淀区北四环西路58号理想国际大厦11层  邮编 :  100080; 中国台湾","台湾","北京"
"矽感微讯公司; 深圳矽感科技有限公司; 武汉矽感科技有限公司","矽感科技(深圳)有限公司; 武汉矽感科技有限公司; 武汉矽感数码有限公司","广东","430000 湖北省武汉市东西湖区三店农场二大队","广东","43"
"开博索福公司; 开博索福科技公司; 艾崔克斯公司","开博索福科技公司; 艾崔克斯公司; 泰科电子服务有限责任公司","美国","瑞士沙夫豪森","美国","瑞士"
"三菱电机株式会社; 三菱电机信息技术中心欧洲有限公司","乐天株式会社; 三菱电机株式会社","英国","日本东京都","英国","日本"
"三菱电机信息技术中心欧洲有限公司; 三菱电机株式会社","三菱电机株式会社; 乐天株式会社","日本","日本东京都","日本","日本"
"马利布网络有限公司","高智发明第一有限责任公司; 范德雷布玛里纳公司","美国","美国特拉华州","美国","美国"
"深圳市现代计算机有限公司","深圳现代信息技术有限公司; 高新现代智能系统股份有限公司","广东","广东省深圳市高新区高新南四道R1－A栋一、二楼  邮编 :  518057","广东","广东"
"爱立信-LG株式会社; LG电子株式会社","爱立信-LG企业株式会社; LG-北电株式会社","韩国","韩国京畿道","韩国","韩国"
"奥格-卡系列股份有限公司; ORGA系统有限公司","ORGA系统有限公司; U-NICA技术股份公司","德国","瑞士马兰斯","德国","瑞士"
"邵通; 南京神荼郁垒科技有限公司","南京神荼郁垒科技有限公司; 邵通","江苏","210014 江苏省南京市玄武区钟山花园城T5-1503室","江苏","21"
"皇家菲利浦电子有限公司; UQE有限责任公司; 飞利浦UQE控股有限公司","UQE有限责任公司; 飞利浦UQE控股有限公司; 皇家飞利浦电子股份有限公司","美国","美国马萨诸塞州; 荷兰艾恩德霍芬","美国","美国"
"比特阿兹有限公司; 辛普雷克斯梅杰有限公司","辛普雷克斯梅杰有限公司; 纯一专利公司","马来西亚","列支敦士登瓦杜兹","马来","列支"
"沙扎姆娱乐有限公司; 兰德马克数字服务公司","兰德马克数字服务公司; 沙扎姆投资有限公司","美国","英国伦敦","美国","英国"
"李大东; 中安科技集团有限公司","中安科技集团有限公司; 中安润华科技有限公司","河南","518057 广东省深圳市南山区西丽街道科院路广志道博讯大厦二层203室","河南","51"
"三七二一网络软件有限公司; 雅虎公司","雅虎公司; 飞扬管理有限公司","美国","英属维尔京群岛托托拉岛","美国","英属"
"北京兆日科技有限责任公司; 兆日科技(深圳)有限公司","兆日科技(深圳)有限公司; 兆日科技(深圳)有限公司; 北京兆日科技有限责任公司","北京","518040 深圳市福田区车公庙泰然工业区213栋6层C座; 北京市海淀区知春路6号锦秋国际大厦B座4层  邮编 :  100088","北京","51"
"天瀚科技股份有限公司; 太瀚科技股份有限公司","太瀚科技股份有限公司; 株式会社和冠","台湾","日本埼玉县","台湾","日本"
"株式会社日立制作所; 秋田电子系统株式会社; 尔必达存储器株式会社","秋田电子系统株式会社; PS4拉斯口有限责任公司; 尔必达存储器株式会社","日本","卢森堡卢森堡市","日本","卢森"
"弗拉里奥恩技术公司; 高通弗拉里奥恩技术公司","高通弗拉里奥恩技术公司; 高通股份有限公司","美国","美国加利福尼亚","美国","美国"
"港湾网络有限公司; 华为技术有限公司","华为技术有限公司; 华为数字技术有限公司","广东","100085 北京市海淀区上地信息路3号","广东","10"
"海南三本科技有限公司; 海南亚元防伪纸业有限公司; 海南亚元防伪科技有限公司; 四川亚元防伪科技有限公司","四川亚元防伪科技有限公司; 海南奔想科技有限公司; 海南亚元防伪纸业有限公司; 海南亚元防伪技术研究所","海南","海南省海口市国贸路38号九都大厦26D  邮编 :  570125","海南","海南"
"中国科学院计算技术研究所; 北京中科储天信息技术有限公司; 天津中科蓝鲸信息技术有限公司","北京中科储天信息技术有限公司; 天津中科篮鲸信息技术有限公司; 天津中科蓝鲸信息技术有限公司; 北京中科蓝鲸信息技术有限公司","北京","天津市华苑产业区海泰发展6道6号海泰绿色产业基地F座5门201号  邮编 :  300384; 300384 天津市华苑产业区海泰发展6道6号海泰绿色产业基地F座5门201号","北京","天津"
"华为技术有限公司; 港湾网络有限公司","华为数字技术有限公司; 华为技术有限公司","北京","北京市海淀区上地信息路3号  邮编 :  100085","北京","北京"
"太瀚科技股份有限公司; 天瀚科技股份有限公司","株式会社和冠; 太瀚科技股份有限公司","台湾","日本埼玉县","台湾","日本"
"奇幻公司; 奇幻IP有限责任公司","奇幻IP有限责任公司; 奇幻公司IP有限责任公司; 达比和莫海恩有限责任公司","瑞士","美国特拉华州","瑞士","美国"
"西门子共同研究公司; 美国西门子医疗解决公司","美国西门子医疗解决公司; 塞纳创新股份有限公司","美国","美国堪萨斯州","美国","美国"
"深圳矽感科技有限公司; 武汉矽感科技有限公司","武汉矽感科技有限公司; 武汉矽感数码有限公司","湖北","430023 湖北省武汉市东西湖区三店农场二大队","湖北","43"
"奇幻公司; 奇幻IP有限责任公司","奇幻公司IP有限责任公司; 达比莫海尼有限责任公司; 奇幻IP有限责任公司","美国","美国特拉华州","美国","美国"
"华为技术有限公司; 港湾网络有限公司","深圳市华为技术软件有限公司; 华为技术有限公司","广东","518129 广东省深圳市龙岗区坂田华为基地B区2号楼","广东","51"
"武汉矽感科技有限公司; 深圳矽感科技有限公司; 上海矽感信息科技(集团)有限公司; 武汉矽感数码有限公司","上海矽感信息科技(集团)有限公司; 武汉矽感数码有限公司; 武汉矽感科技有限公司","湖北","201203 上海市张江高科技园区龙东大道3000号7楼501室; 430000 湖北省武汉市东西湖区五环大道31号","湖北","20"
"港湾网络有限公司; 华为技术有限公司","华为技术有限公司; 中国通信建设集团设计院有限公司","广东","100079 北京市丰台区南方庄甲56号通建大厦","广东","10"
"深圳市格林耐特通信技术有限责任公司; 深圳市新格林耐特通信技术有限公司","深圳市新格林耐特通信技术有限公司; 深圳新澳科电缆有限公司","广东","518000 广东省深圳市南山区北环路以北松坪山路2号住友光纤园光缆厂房二层东侧","广东","51"
"港湾网络有限公司; 华为技术有限公司","华为技术有限公司; 华为技术服务有限公司","广东","065000 河北省廊坊经济技术开发区望京大道西侧","广东","06"
"深圳矽感科技有限公司; 武汉矽感科技有限公司; 武汉矽感数码有限公司","武汉矽感科技有限公司; 武汉矽感数码有限公司","湖北","430000 湖北省武汉市东西湖区三店农场二大队; 430000 湖北省武汉市东西湖区五环大道31号","湖北","43"
"大动力有限公司; 大动力公司","大动力公司; 派资本有限责任公司","美国","美国加利福尼亚","美国","美国"
"LG电子株式会社; 爱立信-LG株式会社","LG-北电株式会社; 爱立信-LG企业株式会社; LG-Nortel株式会社","韩国","韩国京畿道","韩国","韩国"
"日立通讯技术株式会; 日立通讯技术株式会社; 株式会社日立制作所","株式会社日立制作所; 日立通讯技术株式会社","日本","日本东京都","日本","日本"
"大塚宽治; 宇佐美保冲电气工业株式会社三洋电机株式会社日商·夏普股份有限公司株式会社东芝日本电气株式会社株式会社日立制作所松下电器产业株式株式会社三菱电机株式会社; 宇佐美保冲电气工业株式会社三洋电机株式会社日商·夏普股份有限公司株式会社东芝日本电气株式会社松下电器产业株式会社株式会社瑞萨科技","大塚宽治; 宇佐美保冲电气工业株式会社三洋电机株式会社日商·夏普股份有限公司株式会社东芝日本电气株式会社松下电器产业株式会社株式会社瑞萨科技; 宇佐美保OKI半导体株式会社三洋电机株式会社日商·夏普股份有限公司株式会社东芝日本电气株式会社松下电器产业株式会社株式会社瑞萨科技","日本","日本东京","日本","日本"
"上海电信技术研究院; 上海市电信有限公司","上海市电信有限公司; 中国电信股份有限公司","上海","北京市西城区金融大街31号  邮编 :  100032","上海","北京"
"深圳矽感科技有限公司; 武汉矽感科技有限公司; 上海矽感信息科技有限公司","武汉矽感科技有限公司; 上海矽感信息科技有限公司","湖北","430040 湖北省武汉市东西湖区台商投资区吴南路4号","湖北","43"
