"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","东莞市华虹电器有限公司","广东","广东省东莞市东坑镇长安塘村华步塘042A号","广东","广东"
"史颖","北京汉码魔方科技有限公司","北京","100027 北京市东城区王家胡同10号230室","北京","10"
"华为技术有限公司","深圳市智通天下科技服务有限公司","广东","518053 广东省深圳市前海深港合作区前湾一路1号A栋201室","广东","51"
"中兴通讯股份有限公司","郭利名","广东","251900 山东省无棣县小泊头镇张义井村245-1号","广东","25"
"横琴国际知识产权交易中心有限公司; 华为技术有限公司","张雄; 横琴国际知识产权交易中心有限公司","广东","064106 河北省唐山市玉田县林南仓镇六村顺北三街20号; 519031 广东省珠海市横琴金融产业服务基地5号楼2-I","广东","06"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司","横琴国际知识产权交易中心有限公司; 任小峰","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 075799 河北省张家口市蔚县涌泉庄乡土均庄村8号","广东","51"
"中兴通讯股份有限公司","郸城县顺声电子有限公司","广东","477175 河南省周口市郸城县轻工业园区工业大道路东","广东","47"
"NXP股份有限公司; 爱立信调制解调器有限公司; 意法爱立信有限公司(清算中); 爱立信公司","意法爱立信有限公司(清算中); 爱立信公司; 爱立信调制解调器有限公司; 瑞典爱立信有限公司","荷兰","瑞士普朗莱乌特尚德菲耶路39号; 瑞典斯德哥尔摩; 瑞士大萨孔内","荷兰","瑞士"
"华为技术有限公司","周方","广东","274400 山东省菏泽市曹县青堌集镇韦老家西行政村自然村7号","广东","27"
"阿尔卡特朗讯公司","北京小米移动软件有限公司","法国","北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","法国","北京"
"赛伊公司","高通股份有限公司","美国","美国加利福尼亚州","美国","美国"
"中兴通讯股份有限公司","丁田甜","广东","644000 四川省宜宾市翠屏区航天路中段4号西湖湾21幢1单元10楼4号","广东","64"
"英业达股份有限公司","陈爱美; 陈艺朝","台湾","天津市滨海新区塘沽津海湾13-1-3303","台湾","天津"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司","横琴国际知识产权交易中心有限公司; 魏旭东","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 075000 河北省张家口市宣化区后府街11号院17号楼4单元501号","广东","51"
"中兴通讯股份有限公司","卢明昌","广东","201100 上海市闵行区虹桥镇虹中路335弄32号虹桥集富2层D座","广东","20"
"中兴通讯股份有限公司","孙明艳","广东","164300 黑龙江省黑河市北安市冠安社区第5居民委10组1392户","广东","16"
"因特伟特公司","魁克贝斯公司","美国","美国马萨诸塞州","美国","美国"
"株式会社NTT都科摩","都科摩(北京)通信技术研究中心有限公司","日本","北京市海淀区科学院南路2号融科资讯中心A座7层","日本","北京"
"柯蒂斯·M·布鲁巴克","比凯特有限责任公司","美国","美国加利福尼亚州","美国","美国"
"英业达股份有限公司; 蒋微","蒋微; 吴中经济技术开发区越溪斯特拉机械厂","台湾","黑龙江省齐齐哈尔市克东县克东镇保安街六委2组; 215104 江苏省苏州市吴中区吴中经济开发区越溪街道旺山路39号","台湾","黑龙"
"成都方程式电子有限公司","合肥方程式电子科技有限公司","四川","610041 四川省成都市高新区天府大道北段1700号新世纪环球中心E3-1-1603","四川","61"
"沈育浓","夺利点控股公司","台湾","萨摩亚阿皮亚","台湾","萨摩"
"英业达股份有限公司","赵瑞华","台湾","河北省廊坊市广阳区广阳道北新里市检察院2-3-201","台湾","河北"
"中兴通讯股份有限公司","郝晓庆; 李贺然; 刘成保","广东","034000 山西省忻州市忻府区长征西街35号2","广东","03"
"中兴通讯股份有限公司; 潘荣琼; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 徐州铁手五金工具制造有限公司; 潘荣琼","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元; 221351 江苏省徐州市邳州市碾庄镇工业园区; 532200 广西壮族自治区崇左市江州区石林大道15号","广东","51"
"广东高航知识产权运营有限公司; 潘荣琼; 中兴通讯股份有限公司","潘荣琼; 徐州铁手五金工具制造有限公司; 广东高航知识产权运营有限公司","广东","532200 广西壮族自治区崇左市江州区石林大道15号; 221351 江苏省徐州市邳州市碾庄镇工业园区; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元; 510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元","广东","53"
"朱明程; 刘阳","深圳市明之阳移动多媒体技术有限公司","广东","518000 广东省深圳市宝安区西乡街道宝安互联网产业基地海滨新村18栋2楼2027","广东","51"
"中兴通讯股份有限公司","姜国林; 雷朝军; 徐金花; 赵东旭","广东","464200 河南省信阳市罗山县城关镇新区灵山大道名仕家园22号楼2单元601室","广东","46"
"中兴通讯股份有限公司","北京神州安付科技有限公司","广东","100085 北京市昌平区城北街道西关路20号2号楼3层2-301","广东","10"
"中兴通讯股份有限公司","李磊; 刘玉周; 马立晶; 王庆勇","广东","410000 湖南省长沙市岳麓区含光路188号7栋2门15房","广东","41"
"中兴通讯股份有限公司","永泰县国有资产营运公司","广东","350000 福建省福州市永泰县财政局二楼","广东","35"
"广东高航知识产权运营有限公司; 中兴通讯股份有限公司; 潘荣琼","潘荣琼; 广东高航知识产权运营有限公司; 徐州力泰钢结构有限公司","广东","532200 广西壮族自治区崇左市江州区石林大道15号; 510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元; 221351 江苏省徐州市邳州市碾庄镇工业园区","广东","53"
"重庆重邮信科通信技术有限公司","锐迪科(重庆)微电子科技有限公司","重庆","400060 重庆市南岸区南坪街道南城大道199号左附楼403","重庆","40"
"索夫特机械公司","英特尔公司","美国","美国加利福尼亚州","美国","美国"
"广东高航知识产权运营有限公司; 中兴通讯股份有限公司","张艳; 广东高航知识产权运营有限公司","广东","065000 河北省廊坊市香河县康宁区新开大街南康宁园小区9号楼2单元302室; 510000 广东省广州市天河区五山路371号之一主楼2414-2416单元","广东","06"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司; 潘荣琼","广东高航知识产权运营有限公司; 徐州力泰钢结构有限公司; 潘荣琼","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 221351 江苏省徐州市邳州市碾庄镇工业园区; 510640 广东省广州市天河区五山路371号之一主楼2414-2416单元; 532200 广西壮族自治区崇左市江州区石林大道15号","广东","51"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 张斌峰","广东","510000 广东省广州市天河区五山路371号之一主楼2414-2416单元; 030300 山西省太原市娄烦县娄烦镇南大街城南区一巷","广东","51"
"压力分布系统公司","压力分布系统公司; 唯思塔奇有限公司","美国","美国加利福尼亚州","美国","美国"
"华为技术有限公司","王建华","广东","065200 河北省廊坊市三河市泃阳镇园丁园小区2栋1单元5层501号","广东","06"
"英业达股份有限公司","张洪梅","台湾","江苏省南通市崇川区城南新村62-104","台湾","江苏"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 夏玉春","广东","510000 广东省广州市天河区五山路371号之一主楼2414-2416单元; 063000 河北省唐山市玉田县玉田镇西环路高新技术产业园区一号小区35排11号","广东","51"
"湖北邮电规划设计有限公司","湖北电信工程有限公司","湖北","430024 湖北省武汉市江汉区经济技术开发区江旺路9号","湖北","43"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 邱兆学","广东","510000 广东省广州市天河区五山路371号之一主楼2414-2416单元; 274100 山东省菏泽市定陶县黄店镇玉皇庙行政村邱庄056号","广东","51"
"山东大学","山东易码智能科技股份有限公司","山东","250101 山东省济南市高新区新泺大街786号507室","山东","25"
"蔡顺华; 中兴通讯股份有限公司","蔡顺华; 董仲华; 廖云美","广东","300380 天津市西青区碧水家园E区10号楼1门302","广东","30"
"中兴通讯股份有限公司","移佳佳; 张成艳; 张志民; 赵艳侠","广东","741200 甘肃省天水市甘谷县新兴镇移家村南角巷14号","广东","74"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 王玉芬","广东","510000 广东省广州市天河区五山路371号之一主楼2414-2416单元; 065000 河北省廊坊市香河县段庄区康宁路段庄小区第一条道北12号","广东","51"
"中兴通讯股份有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 温全忠","广东","510000 广东省广州市天河区五山路371号之一主楼2414-2416单元; 075000 河北省张家口市赤城县赤城镇仓坑后街47号","广东","51"
"英业达股份有限公司","庙为生; 韩均; 王家锋; 刘国珍","台湾","安徽省巢湖市无为县严桥镇严桥社区中庙自然村001号","台湾","安徽"
"英业达股份有限公司","史秋艳","台湾","河北省唐山市路南区汉沽兴业南里24排6号","台湾","河北"
"英业达股份有限公司","李秋芳","台湾","河南省平顶山市卫东区建设东路北15号院58-068","台湾","河南"
"国际商业机器公司; 格芯美国第二有限责任公司; 格芯公司","格芯美国第二有限责任公司; 格芯公司; 台湾积体电路制造股份有限公司","美国","美国纽约; 开曼群岛大开曼岛; 中国台湾新竹市","美国","美国"
"英业达股份有限公司","李学博","台湾","内蒙古自治区通辽市科尔沁区明仁六委19组","台湾","内蒙"
"上海摩波彼克半导体有限公司; 芯集租赁(天津)有限责任公司; 展讯通信(上海)有限公司","展讯通信(上海)有限公司; 展讯通信(上海)有限公司; 芯集租赁(天津)有限责任公司","上海","201203 上海市浦东新区张江高科技园区春晓路439号2号楼; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 300456 天津自贸试验区(东疆保税港区)亚洲路6865号金融贸易中心北区1-1-1802-7","上海","20"
"横琴国际知识产权交易中心有限公司; 华为技术有限公司","冯井丽; 横琴国际知识产权交易中心有限公司","广东","463404 河南省驻马店市平舆县西洋店镇西洋坛村委西洋坛; 519031 广东省珠海市横琴金融产业服务基地5号楼2-I","广东","46"
"武汉钢铁(集团)公司","武汉钢铁有限公司","湖北","430080 湖北省武汉市青山区股份公司机关","湖北","43"
"中兴通讯股份有限公司; 潘荣琼; 广东高航知识产权运营有限公司; 卢营","广东高航知识产权运营有限公司; 卢营; 潘荣琼; 邳州守业农业发展有限公司","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 274400 山东省菏泽市曹县侯集回族镇卢庄行政村卢庄31号; 221300 江苏省徐州市邳州市经济开发区化工聚集区; 221300 江苏省徐州市邳州市八义集镇八集村村委会东侧","广东","51"
"邵玲; 英业达股份有限公司; 朱瑞琴","杨志玲; 施小庆; 向芳; 马佳宏; 蔡云静; 朱瑞琴; 邵玲","台湾","048311 山西省晋城市陵川县附城镇东瑶泉村67号; 河北省唐山市乐亭县胡家坨镇南寨村4条17号; 136200 吉林省辽源市东辽县白泉镇中街委一组","台湾","04"
"英业达股份有限公司","刘晓艳; 刘成成; 高玉环; 曹易斌","台湾","河南省驻马店市上蔡县蔡都镇西郊路208-67号","台湾","河南"
"日电(中国)有限公司","数据堂(北京)科技股份有限公司","北京","北京市海淀区中关村大街18号科贸大厦B座18层","北京","北京"
"富准精密工业(深圳)有限公司; 鸿准精密工业股份有限公司","全亿大科技(佛山)有限公司","广东","广东佛山市禅城区城西工业区华宝北路35号","广东","广东"
"中兴通讯股份有限公司","刘莉敏","广东","056000 河北省邯郸市丛台区沁河南街21号内11号","广东","05"
"潘晓梅","保定市大为计算机软件开发有限公司","河北","071051 河北省保定市高开区北二环5699号大学科技园1-1-402室","河北","07"
"中兴通讯股份有限公司","刘效愷","广东","010000 内蒙古自治区呼和浩特市新城区东风路芳汀花园22号楼6单元2号","广东","01"
"米其林企业总公司; 米其林研究和技术股份公司","米其林企业总公司","法国","法国克莱蒙-费朗","法国","法国"
"上海摩波彼克半导体有限公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司","上海","201203 上海市浦东新区张江高科技园区春晓路439号2号楼; 101300 北京市顺义区临空经济核心区融慧园6号楼8-07; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼","上海","20"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","钜亿科技(深圳)有限公司","广东","广东省深圳市前海深港合作区前湾一路1号A栋201室","广东","广东"
"浙江银轮机械股份有限公司","山东银轮热交换系统有限公司","浙江","261000 山东省潍坊市高新区健康东街6699号1101室","浙江","26"
"上海摩波彼克半导体有限公司; 芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司","展讯通信(上海)有限公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司","上海","201203 上海市浦东新区张江高科技园区春晓路439号2号楼; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 101399 北京市顺义区临空经济核心区融慧园6号楼8-07","上海","20"
"安华高科技通用IP(新加坡)公司; 美国博通公司","安华高科技股份有限公司; 安华高科技通用IP(新加坡)公司","美国","新加坡新加坡市","美国","新加"
"广东高鑫信息股份有限公司; 东莞市明湖实业有限公司; 华为技术有限公司","珠海佰纳生态网络科技有限公司; 广东高鑫信息股份有限公司; 东莞市明湖实业有限公司","广东","519000 广东省珠海市横琴新区宝华路6号105室-19717; 511400 广东省广州市番禺区小谷围街外环东路280号广东药学院院系一号楼204-1室; 523430 广东省东莞市寮步镇寮步社区教育路1号鸿海商务广场6楼B606室","广东","51"
"袁伯基; 约翰·伊莱亚施","无线电奇迹有限公司","英国","英属维尔京群岛托托拉","英国","英属"
"株洲中车时代电气股份有限公司","湖南中车时代通信信号有限公司","湖南","410100 湖南省长沙市长沙经济技术开发区人民东路189号7栋21楼全部","湖南","41"
"横琴国际知识产权交易中心有限公司; 华为技术有限公司","董定忠; 横琴国际知识产权交易中心有限公司","广东","076450 河北省张家口市张北县张北镇工业南街122号; 519031 广东省珠海市横琴金融产业服务基地5号楼2-I","广东","07"
"华为技术有限公司; 黄少伟; 刘静; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 刘静; 江苏恒源金属材料有限公司; 黄少伟","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 111300 辽宁省辽阳市灯塔市烟台街道兆麟西路生活区1-2-3-2号; 221325 江苏省徐州市邳州市陈楼镇大孙街东白合路南侧; 221300 江苏省徐州市邳州市邳州经济开发区沂蒙山路东侧","广东","51"
"展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司","芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司","上海","201203 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 北京市西城区金融街乙9号威斯汀行政公寓2062室; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288","上海","20"
"中兴通讯股份有限公司","田丽梅; 万芳; 王华; 王佳丽","广东","351100 福建省莆田市秀屿区山亭镇东店村东店56号","广东","35"
"广东高航知识产权运营有限公司; 中兴通讯股份有限公司","天津市祎祥科技发展有限公司; 广东高航知识产权运营有限公司","广东","300450 天津市滨海新区自贸区(空港经济区)中心大道华盈大厦1031; 510665 广东省广州市天河区棠东东路5号B-101、B-118房","广东","30"
"株式会社日立医药; 株式会社日立制作所","株式会社日立制作所; 富士胶片医疗健康株式会社","日本","日本东京都; 日本千叶县","日本","日本"
"OPERA软件股份公司","OPERA软件公司","挪威","挪威奥斯陆","挪威","挪威"
"中兴通讯股份有限公司","Ox移动技术有限责任公司","广东","美国德克萨斯州普莱诺市雷泽大道8105号210室","广东","美国"
"华为技术有限公司","李艳丽","广东","065000 河北省廊坊市广阳区管道局5区6栋2单元302室","广东","06"
"华为技术有限公司","舒晶昆","广东","065000 河北省廊坊市广阳区银河北路华苑小区25栋1单元601室","广东","06"
"广东高航知识产权运营有限公司; 华为技术有限公司","乔木; 广东高航知识产权运营有限公司","广东","065200 河北省廊坊市三河市燕郊开发区大街福城沐福苑35号楼1单元1202室; 510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元","广东","06"
"华为终端有限公司","华为终端有限公司; 华为技术有限公司","广东","518129 广东省深圳市龙岗区坂田华为基地B区2号楼","广东","51"
"英业达股份有限公司","王东来","台湾","河北省唐山市路南区汉沽广文里6排6号","台湾","河北"
"金蝶软件(中国)有限公司","深圳金蝶奇思科技有限公司","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"哈尔滨工业大学; 哈尔滨工业大学国家大学科技园发展有限公司","哈尔滨工业大学国家大学科技园发展有限公司; 哈工大(张家港)智能装备及新材料技术产业化研究院有限公司","黑龙江","150006 黑龙江省哈尔滨市南岗区邮政街副434号; 215600 江苏省苏州市张家港是杨舍镇华昌路(沙洲湖科创园内)","黑龙","15"
"松下电器产业株式会社; 国立研究开发法人理化学研究所","松下电器产业株式会社","日本","日本国大阪府门真市大字门真1006番地","日本","日本"
"广东高航知识产权运营有限公司; 华为技术有限公司","刘翠连; 广东高航知识产权运营有限公司","广东","253200 山东省德州市夏津县新盛店镇万庄村80号; 510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元","广东","25"
"华为技术有限公司; 黄少伟; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 吕丽琴; 黄少伟","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 075000 河北省张家口市张北县张北镇永春南街48号2栋3单元501室; 221300 江苏省徐州市邳州市经济开发区华山路","广东","51"
"华为技术有限公司","贾俊玲","广东","065000 河北省廊坊市广阳区管道局8区4栋3单元601室","广东","06"
"英业达股份有限公司","翁小梅","台湾","江西省上饶市玉山县必姆镇石笋村艾家55号","台湾","江西"
"英业达股份有限公司","马玉霞","台湾","河北省唐山市路北区光明路鹭港小区114楼2门702号","台湾","河北"
"华为技术有限公司","李佳霖","广东","065000 河北省廊坊市永清县永清镇益昌路金雀花园A4栋3单元402号","广东","06"
"华为技术有限公司","东莞市鑫昶五金塑料制品有限公司","广东","523871 广东省东莞市塘厦镇平山社区沿塘路2号G栋A102","广东","52"
"英业达股份有限公司","于桂荣","台湾","山东省聊城市临清市八岔路镇马塔头村146号","台湾","山东"
"英业达股份有限公司","徐红","台湾","河南省信阳市固始县城郊乡乡直小学家属院","台湾","河南"
"华为技术有限公司","张海燕","广东","065200 河北省廊坊市三河市泃阳镇西街村12619号","广东","06"
"华为技术有限公司","郑敬","广东","065000 河北省廊坊市广阳区爱民东道61号","广东","06"
"英业达股份有限公司","张新贞","台湾","河北省沧州市盐山县孟店乡东小卢村149号","台湾","河北"
"华为技术有限公司","李海强","广东","063000 河北省唐山市路南区国防道建工里建工楼120楼4门6号","广东","06"
"中兴通讯股份有限公司","王少杰","广东","461000 河南省许昌市禹州市颖川西路轻工业供销公司家属院","广东","46"
"富诚国际机械有限公司; 英业达股份有限公司","江西联速科技有限公司; 张凯钧; 富诚国际机械有限公司","台湾","江西省上饶市上饶县凤凰大道阳光时代8楼805室; 中国台湾台北市万华区青年路184号3栋2楼","台湾","江西"
"英业达股份有限公司","武桂英","台湾","河南省安阳市殷都区钢路103号院101号楼49号","台湾","河南"
"英业达股份有限公司","李东","台湾","河南省安阳市殷都区老安林路26号院23号楼3号","台湾","河南"
"英业达股份有限公司; 谢峻峰","谢峻峰; 徐州海维尔网络科技有限公司","台湾","中国香港九龙旺角道33号凯途发展大厦7楼04室; 江苏省徐州市邳州市高新技术开发区三先路171号","台湾","中国"
"中兴通讯股份有限公司","王秀红","广东","161000 黑龙江省齐齐哈尔市克东县前丰镇福建村2组","广东","16"
"英业达股份有限公司","吴娅峤","台湾","河北省廊坊市香河县永兴区文昌街工会小区1号楼2单元301室","台湾","河北"
"英业达股份有限公司","从萍日","台湾","黑龙江省佳木斯市抚远县前哨农垦社区B区一委219号","台湾","黑龙"
"华为技术有限公司","刘立平","广东","063000 河北省唐山市路北区新华西道光明南里付207楼10号","广东","06"
"华为技术有限公司","刘小超","广东","221200 江苏省徐州市睢宁县睢城镇朱楼村34号","广东","22"
"华为终端(东莞)有限公司; 华为终端有限公司; 泰纳斯公司","华为终端有限公司; 华为终端(东莞)有限公司; 全球创新聚合有限责任公司; 泰纳斯公司","广东","518129 广东省深圳市龙岗区坂田华为基地B区2号楼; 523808 广东省东莞市松山湖高新技术产业开发区新城大道2号南方工厂厂房(一期)项目B2区生产厂房-5; 美国加利福尼亚州","广东","51"
"英业达股份有限公司; 谢清攀; 黄智能","谢清攀; 黄智能; 东台恒易联电子科技有限公司","台湾","中国澳门中心街乐富新邨44号地下P铺; 中国香港深水埗富昌邨富悦楼1009室; 江苏省盐城市东台经济开发区经八路中欧产业园","台湾","中国"
"华为技术有限公司; 深圳市智通天下科技服务有限公司","深圳市智通天下科技服务有限公司; 深圳市前海滕翔科技信息有限公司","广东","518053 广东省深圳市前海深港合作区前湾一路1号A栋201室; 518053 广东省深圳市前海深港合作区前湾一路鲤鱼门街一号前海深港合作区管理局综合办公楼A栋201室","广东","51"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司; 重庆杰菱汽车零部件有限公司","横琴国际知识产权交易中心有限公司; 重庆杰菱汽车零部件有限公司; 姚善乐","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 401120 重庆市渝北区双凤桥街道空港东路7号3幢整幢; 057750 河北省邯郸市馆陶县魏徽路3号; 519031 广东省珠海市横琴金融服务基地5号楼2-I","广东","51"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司; 重庆杰菱汽车零部件有限公司","横琴国际知识产权交易中心有限公司; 姚善乐; 重庆杰菱汽车零部件有限公司","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 057750 河北省邯郸市馆陶县魏徽路3号; 519031 广东省珠海市横琴金融服务基地5号楼2-I; 401120 重庆市渝北区双凤桥街道空港东路7号3幢整幢","广东","51"
"英业达股份有限公司","张利娜; 丹少娟; 刘庆凤; 金太玉; 武艳玲","台湾","甘肃省天水市麦积区中滩镇雷王村三组255号","台湾","甘肃"
"英业达股份有限公司","冶美荣; 尹盼; 于欢欢; 张京成; 庞俊萍","台湾","陕西省渭南市临渭区站南一路十六号895号","台湾","陕西"
"华为技术有限公司; 横琴国际知识产权交易中心有限公司","横琴国际知识产权交易中心有限公司; 姚丽丽","广东","519031 广东省珠海市横琴金融产业服务基地5号楼2-I; 136303 吉林省东辽源市丰县猴石镇猴石村六组","广东","51"
"英业达股份有限公司","孙将; 索保财; 季宁; 李志峰; 孙丽琴","台湾","安徽省宿州市萧县黄口镇欧井行政村孙庄自然村49号","台湾","安徽"
"陈俊杰; 英业达股份有限公司","邳州云开电子有限公司; 陈俊杰","台湾","江苏省徐州市邳州经济开发区辽河西路北侧、华山北路西侧; 中国香港深水埗富昌邨富悦楼1009室","台湾","江苏"
"何人华; 英业达股份有限公司","滨海县迪寄电子科技有限公司; 何人华","台湾","江苏省盐城市滨海县滨淮镇头罾村(安泰路南侧); 中国香港深水埗富昌邨富悦楼1009室","台湾","江苏"
"刘柏宜; 英业达股份有限公司","邳州英业达电子有限公司; 刘柏宜","台湾","江苏省徐州市邳州市经济开发区环城北路北侧; 中国香港深水埗富昌邨富悦楼1009室","台湾","江苏"
"华为技术有限公司","关秀姝","广东","065200 河北省廊坊市三河市南城西区园林局楼6单元651号","广东","06"
"华为技术有限公司","何辉","广东","072750 河北省保定市涿州市范阳西路84号一处小区984号","广东","07"
"中兴通讯股份有限公司","杨树拨","广东","061000 河北省沧州市青县金牛镇清水白村5组46号","广东","06"
"英业达股份有限公司","李香丽; 张艳; 李林清; 胡少辉; 刘丹丹","台湾","黑龙江省牡丹江市宁安市海浪镇后地村1队114号","台湾","黑龙"
"英业达股份有限公司","刘万良; 姜娜; 宋伟慧; 刘广瑞; 于振菊","台湾","河北省衡水市故城县饶阳店镇黄官屯村346号","台湾","河北"
"华为技术有限公司","孙丽平","广东","250000 山东省济南市市中区茂山小区二区10号楼1单元403号","广东","25"
"华为技术有限公司","葛磊","广东","276800 山东省日照市东港区烟台路179号","广东","27"
"英业达股份有限公司","程艳丽","台湾","天津市滨海新区津沽路和丽苑2-1-104","台湾","天津"
"芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司","芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","上海","100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼","上海","10"
"英业达股份有限公司","刘丽辉","台湾","天津市武清区陈咀镇陈石公路北侧雍大阳光花园1-1-401","台湾","天津"
"芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司","芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司","上海","北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元","上海","北京"
"盛科网络(苏州)有限公司","苏州盛科科技有限公司","江苏","215000 江苏省苏州市苏州工业园区星汉街5号6号楼201室","江苏","21"
"英业达股份有限公司","史永新","台湾","天津市武清区五一阳光锦园25-1-902","台湾","天津"
"张文虎; 王红苓; 王湖江; 温平; 英业达股份有限公司","苗俊杰; 张文虎; 王红苓; 王湖江; 温平","台湾","300000 天津市滨海新区宝山道蓝山花园西区2-1401; 山东省滨州市惠民县李庄镇盛旺庄村7号","台湾","30"
"英业达股份有限公司","康文军","台湾","天津市空港经济区欣欣家园58-4-902","台湾","天津"
"英业达股份有限公司","陈伟丽","台湾","天津市河北区世纪祥和家园14-4-302","台湾","天津"
"英业达股份有限公司","史慧玉","台湾","天津市南开区冶金路泾水园10号楼2门601号","台湾","天津"
"英业达股份有限公司","杨丽颖","台湾","天津市南开区白堤路7号","台湾","天津"
"英业达股份有限公司","张龙杰; 张伟; 张新娜; 张金萍; 刘红霞","台湾","黑龙江省哈尔滨市双城市双城镇隆化街二委一组","台湾","黑龙"
"英业达股份有限公司","武二虎","台湾","天津市北辰区北辰经济开发区城际美景家园31-5-203","台湾","天津"
"英业达股份有限公司","王娜","台湾","天津市北辰区北辰经济开发区城际美景家园31-5-403","台湾","天津"
"英业达股份有限公司","任霞","台湾","山东省德州市乐陵市化楼镇张太华村221号","台湾","山东"
"英业达股份有限公司","逯静梅","台湾","天津市滨海新区大港阳春里19-3-302","台湾","天津"
"英业达股份有限公司","赵华芹; 江少斌; 胡真真; 张亚丽; 贺瑞兵","台湾","湖北省宜昌市枝江市顾家店镇凤凰山林场二组","台湾","湖北"
"英业达股份有限公司","和盼云","台湾","天津市津南区咸水沽镇东沽路合安园4号楼301号","台湾","天津"
