转让人,受让人,地理邻近,技术相似,关系存在
山东大学,无锡航征科技有限公司,0,0.0,1
湖南诺诚光伏能源有限公司,绥宁县宏兴诺诚能源有限公司,0,1.0,1
深圳市泓丰科技有限公司; 常熟理工学院,河南八六三软件股份有限公司; 深圳市泓丰科技有限公司,0,1.0,1
苏州迈荣祥信息科技有限公司,广东八灵科技发展有限公司,1,0.125,1
中国地质大学(武汉),中国石油化工股份有限公司; 中国石油化工股份有限公司石油勘探开发研究院,0,0.25,1
厦门美图之家科技有限公司,北京美图之家科技有限公司,0,0.14285714285714285,1
浙江远算科技有限公司; 成都远算智能科技有限公司,浙江远算科技有限公司,0,0.4,1
深圳威尔视觉科技有限公司,深圳市瞳感科技有限公司,1,1.0,1
深圳市智能机器人研究院,嘉兴市敏硕智能科技有限公司,0,0.2,1
江苏大学,江苏大也环境有限公司,0,0.0,1
国际商业机器公司,现代自动车株式会社; 起亚株式会社,0,0.034482758620689655,1
北京超维度计算科技有限公司,杭州追形视频科技有限公司,0,0.16666666666666666,1
华南理工大学,广东微步智能科技有限公司,0,0.0,1
青岛海信传媒网络技术有限公司,VIDAA(荷兰)国际控股有限公司,1,0.05660377358490566,1
长沙理工大学,湖南天湘和信息科技有限公司,0,0.0,1
西安电子科技大学,陕西数图行信息科技有限公司,0,0.0,1
重庆博视知识产权服务有限公司; 浙江科技学院,经易文化科技集团有限公司; 重庆博视知识产权服务有限公司,0,1.0,1
平安国际智慧城市科技股份有限公司,深圳平安智慧医健科技有限公司,1,0.6276595744680851,1
北京邮电大学,新华三技术有限公司,0,0.06666666666666667,1
深兰机器人(上海)有限公司; 深兰科技(上海)有限公司,深兰机器人产业发展(河南)有限公司; 深兰机器人(上海)有限公司,0,0.0,1
上海一健事信息科技有限公司,麦博(上海)健康科技有限公司; 麦博(南京)智能科技有限公司; 上海麦博医疗科技有限公司,0,1.0,1
合肥宝龙达信息技术有限公司,武汉宝龙达信息技术有限公司,0,0.625,1
西安研硕信息技术有限公司,陕西联森电子科技有限公司,0,1.0,1
北京市科学技术情报研究所(北京市科学技术信息中心),北京市科学技术研究院,0,0.5,1
西安交通大学,陕西智谱维创信息科技有限公司,0,0.5,1
上海龙旗科技股份有限公司,上海龙旗智能科技有限公司,1,0.0,1
中南大学,上海蜜度信息技术有限公司,1,0.0,1
众安信息技术服务有限公司; 众安(深圳)科技咨询服务有限公司,众安(深圳)科技咨询服务有限公司; 上海众安信科信息技术服务有限公司,0,1.0,1
广州奥凯信息咨询有限公司; 广州大学,南方电网互联网服务有限公司; 广州奥凯信息咨询有限公司,1,0.6296296296296297,1
青岛大学,山东正中信息技术股份有限公司,0,0.0,1
平安医疗健康管理股份有限公司,深圳平安医疗健康科技服务有限公司,1,1.0,1
珠海上工医信科技有限公司,珠海全一科技有限公司,1,0.5,1
试金石信用服务有限公司,中移动信息技术有限公司,0,1.0,1
网易传媒科技(北京)有限公司,杭州网之易创新科技有限公司,0,0.0,1
安徽艾睿思智能科技有限公司,安徽省科亿信息科技有限公司,0,1.0,1
格拉夫帝公司,国医通(北京)科技发展有限公司,0,1.0,1
中山大学,中山大学; 中国人民解放军国防科技大学,0,0.0625,1
深圳八爪网络科技有限公司,长沙八爪网络科技有限公司,0,1.0,1
杭州电子科技大学,杭州菲尔德经济信息咨询有限公司,0,0.0,1
努比亚技术有限公司,深圳市格罗德科技有限公司,0,0.0,1
杭州电子科技大学; 杭州电子科技大学技术转移有限公司,杭州电子科技大学技术转移有限公司; 杭州电子科技大学(天台)数字产业研究院有限公司,0,1.0,1
上海扈民区块链科技有限公司; 赵运磊,赵运磊; 复旦大学,0,0.5,1
北京邮电大学,中公高科(霸州)养护科技产业有限公司,1,0.2,1
盎锐(上海)信息科技有限公司,盎维云(深圳)计算有限公司,1,0.07692307692307693,1
苏州迈荣祥信息科技有限公司,珠海微褀科技有限公司,1,0.125,1
江苏皓之睿数字科技有限公司,北京迷姆数字科技有限公司,0,1.0,1
牛建,深圳市金斯达工贸有限公司,0,0.5,1
林淑云,深圳巨擘互娱有限公司,0,1.0,1
江苏爱科赛尔云数据科技有限公司,广州爱科赛尔云数据科技有限公司,0,0.0,1
海信视像科技股份有限公司,VIDAA(荷兰)国际控股有限公司,1,0.05454545454545454,1
洛阳中科信息产业研究院,洛阳中科信息产业研究院; 洛阳中科人工智能研究院有限公司,1,1.0,1
中南大学,湖南提奥科技有限公司,1,0.0,1
湖南理工学院,湘潭大学; 湖南理工学院,0,0.0,1
北京芯合科技有限公司,山东芯合机器人科技有限公司,0,1.0,1
西安理工大学,镇江优瞳智能科技有限公司,0,0.012195121951219513,1
深圳趣唱科技有限公司,深圳听籁科技有限公司,1,1.0,1
合肥名德光电科技股份有限公司,安徽名德智能科技有限公司,1,1.0,1
李宇涵,惠州市鑫晖源科技有限公司,0,0.3333333333333333,1
李宇涵,温州有为教育科技有限公司,0,0.5,1
东莞市大易产业链服务有限公司,东莞市大易产业链服务有限公司; 东莞盟大集团有限公司,1,0.0,1
普联技术有限公司,成都市联洲国际技术有限公司,0,0.6071428571428571,1
青岛海尔洗衣机有限公司; 海尔智家股份有限公司,佛山市顺德海尔电器有限公司; 海尔智家股份有限公司,0,0.0,1
南昌科卓科技有限公司,广州嘉泰电脑设备有限公司,1,0.5,1
金陵科技学院,南京智媒信息技术有限公司,0,0.03571428571428571,1
浙江工商大学,杭州小芃科技有限公司,0,0.0,1
杭州电子科技大学上虞科学与工程研究院有限公司; 杭州电子科技大学,杭州电子科技大学上虞科学与工程研究院有限公司; 杭州电子科技大学; 苏州高航知识产权运营有限公司,0,0.0,1
北京航空航天大学,苏州二向箔科技有限公司,0,0.0,1
SK电信有限公司,SAPEON韩国株式会社,0,0.0,1
努比亚技术有限公司,江苏康裕企业管理咨询有限公司,0,0.0,1
合肥智慧龙机械设计有限公司; 浙江科技学院,厦门乐正鑫科技有限公司; 合肥智慧龙机械设计有限公司,0,0.5,1
杭州电子科技大学,杭州汇萃智能科技有限公司,0,0.0,1
深动科技(北京)有限公司,小米汽车科技有限公司,0,1.0,1
H斯托尔股份有限公司; 卡尔迈耶斯托尔研发有限公司,卡尔迈耶研发有限公司; 卡尔迈耶数字科技有限公司,1,0.5,1
努比亚技术有限公司,深圳稻盛云科技有限公司,0,0.0,1
重庆邮电大学,重庆亚凡科技有限公司,1,0.0,1
武汉大学,武汉珞珈众恒遥感数据科技有限公司,0,0.0,1
淮阴工学院,南京龙渊众创信息科技股份有限公司,0,0.0,1
广州序科码生物技术有限责任公司,序科码医学检验实验室(广州)有限公司,1,1.0,1
创炘源智能科技(上海)有限公司,上海芯联芯智能科技有限公司,0,0.5,1
浙江数值跳跃网络科技有限公司,扬州杜罗新研网络科技有限公司,0,1.0,1
西安中科英特光谱科技有限公司; 中国科学院西安光学精密机械研究所,西安康汇馨光检科技有限公司; 西安中科英特光谱科技有限公司,0,1.0,1
芽米科技(广州)有限公司; 北京工业大学,开拓者医学研究(上海)有限公司; 芽米科技(广州)有限公司,0,1.0,1
北京小鸟听听科技有限公司,小鸟创新(北京)科技有限公司,0,1.0,1
福建省高速公路信息科技有限公司,福建省高速公路信息科技有限公司; 福建省高速公路科技创新研究院有限公司,1,1.0,1
王龙,广州经传多贏投资咨询有限公司,1,0.125,1
西安电子科技大学,拓扑联创(北京)科技有限公司,0,0.0,1
山东博戎伝创信息科技有限公司,山东国投鸿基检测技术股份有限公司,0,1.0,1
努比亚技术有限公司,徐州视达坦诚文化发展有限公司,0,0.0,1
湖北夷天科技有限公司,宜昌深达科创网络科技有限公司,1,1.0,1
北京石头世纪科技股份有限公司,北京石头创新科技有限公司,1,0.14285714285714285,1
中科寒武纪科技股份有限公司,寒武纪(西安)集成电路有限公司,0,0.15,1
杭州汉领信息科技有限公司,杭州帕拉迪网络科技有限公司,0,1.0,1
许继集团有限公司; 许继电气股份有限公司,河南源网荷储电气研究院有限公司; 许继集团有限公司; 许继电气股份有限公司,1,0.42857142857142855,1
华为技术有限公司; 华为终端有限公司,华为终端有限公司; 花瓣云科技有限公司,0,0.0,1
常熟理工学院,江苏赛康医疗设备股份有限公司,0,0.0,1
长春大学,长春市闻荫科技有限公司,0,1.0,1
陈楚扬,湖北省朋友答科技有限公司,0,1.0,1
长江航道规划设计研究院,长江航道规划设计研究院; 长江航道勘察设计院(武汉)有限公司,1,1.0,1
华设设计集团股份有限公司,华设设计集团股份有限公司; 华设检测科技有限公司,0,0.6666666666666666,1
康维达无线有限责任公司,交互数字专利控股公司,1,0.2978723404255319,1
深圳众赢维融科技有限公司,简链科技(广东)有限公司,1,0.9411764705882353,1
华中科技大学,无锡雪浪数制科技有限公司,0,0.16666666666666666,1
尼尔森(美国)有限公司,NC风险投资有限公司,1,0.0,1
福建奇点时空数字科技有限公司,厦门美域中央信息科技有限公司,1,0.92,1
惠州TCL移动通信有限公司,惠州市仲恺TCL智融科技小额贷款股份有限公司,0,0.0,1
摩拜力特有限责任公司,知识产权投资控股有限责任公司,1,1.0,1
福建省南安市清信石材有限公司,临沂市安福电子有限公司,1,0.5,1
福建省南安市清信石材有限公司,安徽格恩半导体有限公司,1,0.3333333333333333,1
北京隆普智能科技有限公司,伍际数字科技(烟台)有限公司,0,0.3333333333333333,1
河南城建学院; 合肥九州龙腾科技成果转化有限公司,合肥九州龙腾科技成果转化有限公司; 深圳市熠华智能科技有限公司,1,0.3333333333333333,1
珠海梅西互动技术有限公司,珠海惠中智能技术有限公司,0,1.0,1
江苏汉德森智能科技有限责任公司,南京熊大巨幕智能科技有限公司,0,0.0,1
桐乡市倍特科技有限公司; 浙江工业大学,杭州普健医疗科技有限公司; 桐乡市倍特科技有限公司,0,1.0,1
黎明职业大学,福建省东吴环保科技有限公司,0,0.16666666666666666,1
哈工大机器人(合肥)国际创新研究院,合肥哈工慈健智能科技有限公司,1,0.06896551724137931,1
杭州电子科技大学,明澜(南京)电子有限公司,0,0.0,1
成都服务生科技有限公司,赵志为,0,1.0,1
西安电子科技大学; 西安通苑艾森企业管理咨询合伙企业(有限合伙),陕西丝路天图卫星科技有限公司; 西安电子科技大学; 西安通苑艾森企业管理咨询合伙企业(有限合伙),0,1.0,1
南京润浩信息科技有限公司,贵州新智造科技有限公司,0,1.0,1
宁波天贝文化传播有限公司,虚境茶仓(宁波)网络科技有限公司,0,1.0,1
深兰人工智能芯片研究院(江苏)有限公司,深兰机器人(上海)有限公司,0,0.22,1
深圳市莫廷影像技术有限公司; 深圳莫廷医疗科技有限公司,深圳莫廷医疗科技有限公司,1,0.25,1
华中科技大学,湖北益尧信息科技有限公司,1,0.0,1
通快机床两合公司,通快追踪技术有限公司,1,1.0,1
成都信息工程大学; 国家计算机网络与信息安全管理中心,国家计算机网络与信息安全管理中心,0,0.25,1
杭州电子科技大学,西安华企众信科技发展有限公司,0,0.0,1
江苏图云智能科技发展有限公司,灏图科技(上海)有限公司,0,1.0,1
哈尔滨工业大学; 大连中睿科技发展有限公司,大连中睿科技发展有限公司,0,1.0,1
杭州电子科技大学,温州开晨科技有限公司,0,0.0,1
广东省智能制造研究所,东岱(济南)智能技术有限公司,1,0.0,1
徐工集团工程机械有限公司,江苏徐工国重实验室科技有限公司,0,0.8,1
武汉智能装备工业技术研究院有限公司,华珂智成(武汉)科技有限公司,0,1.0,1
施永兵; 邵军锋; 努比亚技术有限公司,江苏闻闻网络科技有限公司; 施永兵; 邵军锋,0,1.0,1
山东建筑大学; 山东建苑景观规划设计有限公司,山东建筑大学,1,0.4,1
广东技术师范大学,广东技术师范大学; 深圳市宏电技术股份有限公司,0,0.0,1
深圳神目信息技术有限公司,深圳中维神目科技有限公司,1,0.0,1
青岛市妇女儿童医院(青岛市妇幼保健院、青岛市残疾儿童医疗康复中心、青岛市新生儿疾病筛查中心); 心弦跳动生物医疗科技(青岛)有限公司,心弦跳动生物医疗科技(青岛)有限公司; 嘉圣生物医药(嘉兴)有限公司,0,1.0,1
彼乐智慧科技(北京)有限公司,山东文旅云智能科技有限公司,1,0.25,1
成都信息工程大学; 合肥九州龙腾科技成果转化有限公司,合肥九州龙腾科技成果转化有限公司; 网安讯飞信息科技(北京)有限公司,0,0.3333333333333333,1
周信宏,湖南锐健科技有限公司,0,0.5,1
武汉思创易控科技有限公司,武汉蜂巢易网科技有限公司,0,0.0,1
云南电网有限责任公司; 清华大学,云南电网有限责任公司,1,0.36363636363636365,1
深圳向往之医疗科技有限公司,深圳睿心智能医疗科技有限公司,0,0.5,1
科华数据股份有限公司; 厦门科灿信息技术有限公司,广东科华乾昇云计算科技有限公司,0,0.3333333333333333,1
广东睿住住工科技有限公司,广东睿住住工科技有限公司; 广东睿住智能科技有限公司,0,1.0,1
彭建超,杭州悠银科技有限公司,0,1.0,1
上海云从企业发展有限公司,芜湖云从科技有限公司,0,0.1,1
广州大学,东莞智盾信息安全科技有限公司,0,0.0,1
田金月,深圳凡泰极客科技有限责任公司,0,0.6666666666666666,1
华北电力大学(保定),华北电力大学(保定); 山东大学; 浙江大华技术股份有限公司; 智洋创新科技股份有限公司; 南瑞集团有限公司,1,0.0,1
南京理工大学; 江苏太平洋精锻科技股份有限公司,江苏太平洋精锻科技股份有限公司,0,1.0,1
努比亚技术有限公司,重庆弘玑隆程科技有限公司,0,0.2857142857142857,1
西安理工大学; 西安华企众信科技发展有限公司,西安华企众信科技发展有限公司; 瞰融云计算科技(盐城)有限公司,0,0.05555555555555555,1
努比亚技术有限公司,上海均来信息科技有限公司,0,0.0,1
华北理工大学,重庆憨牛技术创新服务有限公司,0,0.0,1
努比亚技术有限公司,中食安泓(广东)健康产业有限公司,0,0.1,1
贵阳鸿德科技有限公司,华软智云(深圳)软件有限公司,0,1.0,1
云深互联(北京)科技有限公司,苏州云之深技术有限责任公司,0,0.8571428571428571,1
南京信息职业技术学院; 南京利丰知识产权代理事务所(特殊普通合伙)苏州分所,南京利丰知识产权代理事务所(特殊普通合伙)苏州分所; 张北数据港信息科技有限公司,0,1.0,1
毕昀,锐仕方达人才科技集团有限公司,0,0.3333333333333333,1
北京五一视界数字孪生科技股份有限公司,万物镜像(北京)计算机系统有限公司,0,0.7222222222222222,1
杭州电子科技大学; 深圳龙图腾科技成果转化有限公司,深圳龙图腾科技成果转化有限公司; 河北阳天通信科技有限公司,0,1.0,1
深圳春沐源控股有限公司,河源弘稼农业科技有限公司,1,0.9411764705882353,1
深圳市雄帝科技股份有限公司,长沙雄帝信安科技有限公司,1,0.0,1
南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司,南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司; 南方电网调峰调频(广东)储能科技有限公司,0,0.14285714285714285,1
杭州电子科技大学,易采天成(郑州)信息技术有限公司,0,0.0,1
大族激光科技产业集团股份有限公司,深圳市大族锂电智能装备有限公司,1,0.0,1
济南大学,山东天虹同济信息技术有限公司,0,0.0,1
小濠(深圳)科技有限公司,厦门汉印电子技术有限公司,0,1.0,1
武汉达梦数据库股份有限公司; 华中科技大学,武汉达梦数据库股份有限公司; 华中科技大学,1,1.0,1
浙江工商大学; 河北凯通信息技术服务有限公司,河北凯通信息技术服务有限公司; 廖治文,0,1.0,1
浙江工商大学,河北凯通信息技术服务有限公司,0,0.0,1
北京大学; 北京恒瑞鼎新科技有限公司,北京大学; 上海万物智允工业科技有限责任公司,0,1.0,1
广东技术师范大学,广东技术师范大学; 中兴通讯股份有限公司,0,0.0,1
山东大学深圳研究院,山东大学,1,0.13333333333333333,1
广东高航知识产权运营有限公司; 西安电子科技大学,北京三多堂传媒股份有限公司; 广东高航知识产权运营有限公司,0,1.0,1
盎锐(上海)信息科技有限公司,上海盎维信息技术有限公司,1,0.23076923076923078,1
顶级公司,Arm有限公司,1,0.4117647058823529,1
燕山大学,宅人桥(南京)网络科技有限公司,0,0.0,1
苏交科集团股份有限公司,南京交科数智科技发展有限公司,0,0.4,1
海信电子科技(深圳)有限公司,VIDAA(荷兰)国际控股有限公司,1,0.3888888888888889,1
肇庆学院,肇庆市华盈体育科技有限公司,1,0.0,1
水利部交通运输部国家能源局南京水利科学研究院,水利部交通运输部国家能源局南京水利科学研究院; 中水北方勘测设计研究有限责任公司,0,1.0,1
牡丹江师范学院; 南京大学,宿迁学院; 南京大学,0,1.0,1
杭州筑象数字科技有限公司,杭州晶彩数字科技有限公司,0,1.0,1
三峡大学,湖北智感空间信息技术有限责任公司,0,0.07692307692307693,1
中北大学,山西佳瑞通科技有限公司,0,0.1111111111111111,1
腾讯科技(深圳)有限公司,广州腾讯科技有限公司,0,0.038461538461538464,1
天津理工大学,天津大学滨海工业研究院有限公司,0,0.09090909090909091,1
深圳江行联加智能科技有限公司,深圳市江行智慧能源科技有限公司,0,1.0,1
江南大学,湖州华翼环保科技有限公司,0,0.03333333333333333,1
厦门理工学院,广州华壹智能科技有限公司,1,0.14285714285714285,1
华宇金信(北京)软件有限公司; 北京华宇信息技术有限公司,北京华宇信息技术有限公司; 北京华宇九品科技有限公司,0,1.0,1
广东领盛装配式建筑科技有限公司,广东领慧建筑科技有限公司,1,1.0,1
东方通信股份有限公司; 杭州东信捷峻科技有限公司,东方通信股份有限公司,1,0.2,1
长沙手之声信息科技有限公司,株洲手之声信息科技有限公司,1,1.0,1
联动优势科技有限公司,联动数科(北京)科技有限公司,1,0.05263157894736842,1
中国科学院声学研究所; 北京中科海力技术有限公司; 郑州芯兰德网络科技有限公司,郑州芯兰德网络科技有限公司; 北京中科海网科技有限公司,0,0.3333333333333333,1
国网江苏省电力有限公司常州供电分公司; 国网江苏省电力有限公司; 国家电网有限公司,国网江苏省电力有限公司常州供电分公司; 国网江苏省电力有限公司; 国家电网有限公司; 常州金坛金能电力有限公司,0,0.0,1
英迈国际有限公司,云蓝有限责任公司,1,1.0,1
北京航空航天大学,北京掌行通信息技术有限公司,0,0.05555555555555555,1
福建省宏闽电力工程监理有限公司,中达安股份有限公司,1,1.0,1
湖南毂梁微电子有限公司,中国人民解放军国防科技大学,1,0.0,1
时擎智能科技(上海)有限公司; 上海时芯电子科技有限公司,时擎智能科技(上海)有限公司,0,1.0,1
杨毅,河南牧业经济学院,1,1.0,1
浙江理工大学,杭州汇萃智能科技有限公司,0,0.0,1
深圳大学,深圳市智源空间创新科技有限公司,0,0.0,1
浙江大学; 瑞立集团瑞安汽车零部件有限公司,浙江大学; 温州瑞立科密汽车电子有限公司,0,1.0,1
瑞立集团瑞安汽车零部件有限公司; 浙江大学,温州瑞立科密汽车电子有限公司; 浙江大学,0,1.0,1
北京光启元数字科技有限公司,腾讯云计算(北京)有限责任公司,0,0.375,1
北京壹氢科技有限公司,湖南兵器新成机器有限公司; 湖南微导科技有限公司,0,1.0,1
振锋企业股份有限公司,振钰数位服务股份有限公司,0,1.0,1
杭州安恒信息技术股份有限公司,杭州安恒车联网安全技术有限公司,1,0.0,1
北京达佳互联信息技术有限公司,广州弹指宇宙科技有限公司,0,0.0,1
长沙学院,湖南云档信息科技有限公司,1,0.0,1
安徽师范大学,北京中扬天成科技有限公司,0,0.0,1
张士英,山东建筑大学,1,0.2,1
赵英田,北京怀恩济科科技有限公司,0,0.5,1
山东省科学院激光研究所,山科伺服(济南)科技有限公司,0,0.5,1
车轮互联科技(上海)股份有限公司,上海车轮互联网服务有限公司,0,0.13333333333333333,1
武汉大学,江西兆驰半导体有限公司,0,0.0,1
常熟理工学院,焱图慧云(苏州)信息科技有限公司,0,0.0,1
广州方维信息科技有限公司; 安徽师范大学,广东致盛技术有限公司; 广州方维信息科技有限公司,1,1.0,1
努比亚技术有限公司,山东多科科技有限公司,0,0.0,1
三菱动力株式会社,三菱重工业株式会社,1,0.9444444444444444,1
荆楚理工学院,荆门掌控传媒有限公司,0,0.2,1
成都信息工程大学,南京科信量子科技有限公司,0,0.0,1
北京航星网讯技术股份有限公司,杭州先锋电子技术股份有限公司,0,0.0,1
北京邮电大学,北京邮电大学; 京信网络系统股份有限公司,0,0.0,1
中国石油大学(北京),中国石油大学(北京); 中国石油化工股份有限公司; 中国石油化工股份有限公司石油勘探开发研究院,0,0.16666666666666666,1
欣旺达电子股份有限公司,深圳普瑞赛思检测技术有限公司,1,0.25,1
重庆理工大学; 芽米科技(广州)有限公司,芽米科技(广州)有限公司; 浙江太梦科技有限公司,0,0.25,1
闽江学院,福州威普软件技术有限公司,1,0.04,1
上海车轮互联网服务有限公司; 车轮互联科技(上海)股份有限公司,马蜂窝(贵州)旅游集团有限公司; 上海车轮互联网服务有限公司,0,1.0,1
努比亚技术有限公司,柴森森,0,0.0,1
北京达佳互联信息技术有限公司,星臻科技(上海)有限公司,0,0.0,1
浙江远传信息技术股份有限公司,浙江小远机器人有限公司,0,0.5,1
重庆理工大学,重庆贝特计算机系统工程有限公司,0,0.0,1
重庆理工大学,广州成翔计算机有限公司,1,0.0,1
浙江远传信息技术股份有限公司,杭州远传新业科技股份有限公司,0,0.25,1
华南理工大学,广州市凯泽利科技有限公司,0,0.0,1
众能联合数字技术有限公司,开工智合(江苏)数字技术有限公司,0,1.0,1
天津神兔未来科技有限公司,王静逸,0,1.0,1
中国地质大学(武汉),武汉众智鸿图科技有限公司,0,0.0,1
乐山知行智能科技有限公司; 河南乐游智能科技有限公司,河南乐游智能科技有限公司; 河南希顿信息技术有限公司,0,1.0,1
苏州简约纳电子有限公司,泛升云微电子(苏州)有限公司,0,0.0,1
努比亚技术有限公司,深圳特鹏网络有限公司,0,0.16666666666666666,1
努比亚技术有限公司,深圳市泰辰达信息技术有限公司,0,0.16666666666666666,1
余旸; 梁帆,东莞先知大数据有限公司,1,0.5,1
辽宁工业大学,江苏亿科达科技发展有限公司,0,0.0,1
汉能移动能源控股集团有限公司,汉瓦技术有限公司,1,0.3333333333333333,1
格里尔公司,SDG OPS 有限公司,1,1.0,1
中国建设银行股份有限公司; 建信金融科技有限责任公司,中国建设银行股份有限公司,0,0.8458498023715415,1
西华大学; 大鲲智联(成都)科技有限公司,浙江大鲲智联信息技术有限公司,0,1.0,1
广东幽澜机器人科技有限公司,广东高乐教育科技有限公司,0,1.0,1
中国矿业大学,徐州市广联科技有限公司,0,0.0,1
北京谦川科技有限公司,宁波谦川科技有限公司,0,0.5,1
洋浦科意峰润科技有限责任公司,快住智能科技(苏州)有限公司,0,1.0,1
杭州电子科技大学; 广州海协知识产权服务有限公司,广州海协知识产权服务有限公司; 云网安信(北京)科技有限公司,0,1.0,1
镇江众帮信息技术有限公司,中铁建网络信息科技有限公司,0,1.0,1
湖南大学; 湖南匡安网络技术有限公司,湖南匡安网络技术有限公司,0,0.8,1
努比亚技术有限公司,深圳市锦读科技有限公司,0,0.0,1
北京农业质量标准与检测技术研究中心,北京市农林科学院,0,0.8,1
京创联合(北京)知识产权服务有限责任公司; 江西理工大学,南方电网互联网服务有限公司; 京创联合(北京)知识产权服务有限责任公司,0,0.1,1
北京清微智能科技有限公司,上海清微智能科技有限公司,0,0.14285714285714285,1
上海汽车集团股份有限公司,上海汽车集团股份有限公司; 上海汽车工业(集团)有限公司,0,0.0,1
赛普拉斯半导体公司,英飞凌科技有限责任公司,0,0.0,1
浙大城市学院,浙大城市学院; 浙江天能动力能源有限公司,0,0.0,1
朱蛟龙,融科联创(天津)信息技术有限公司,0,1.0,1
上海彩虹鱼海洋科技股份有限公司,彩虹鱼技术(青岛)有限公司,0,0.6,1
北京臻溪谷医学研究中心(有限合伙); 曹毓琳,曹毓琳; 北京臻溪谷医学研究中心(有限合伙); 唐颐控股(深圳)有限公司,0,1.0,1
常熟理工学院; 合肥科易果信息科技有限公司,合肥科易果信息科技有限公司; 江苏古鲁里网络科技有限公司,0,0.5,1
天津交通职业学院,天津交通职业学院; 天津海量信息技术股份有限公司,0,1.0,1
澳克多普有限公司,深圳市漫申技术有限公司,1,0.0,1
江西冠一通用飞机有限公司,江西冠一通用飞机有限公司; 上海冠一通用飞机有限公司,0,1.0,1
沈力,青岛虚拟现实研究院有限公司,0,1.0,1
北京师范大学珠海分校; 北京师大合创科技平台运营集团有限公司,北京师大合创科技平台运营集团有限公司; 洛阳京师睿道智能科技有限公司,0,1.0,1
广州酷狗计算机科技有限公司,成都酷狗创业孵化器管理有限公司,0,0.10714285714285714,1
余晨,北京司库立方科技有限公司,0,0.5,1
华云数据控股集团有限公司,上海华云互越数据技术有限公司,1,0.07692307692307693,1
江苏裕兰信息科技有限公司,珠海大轩信息科技有限公司,0,0.8333333333333334,1
伊格拉斯控股有限公司,尚承科技股份有限公司,0,1.0,1
南京泛函智能技术研究院有限公司,南京极谷人工智能有限公司,0,1.0,1
吴新胜,上海航空印刷有限公司,0,0.25,1
科大讯飞股份有限公司,北京科大讯飞教育科技有限公司,0,0.0,1
长沙而道新能源科技有限公司,广东鹰视能效科技有限公司,0,1.0,1
哈工大机器人(合肥)国际创新研究院,合肥哈工轩辕智能科技有限公司,1,0.3103448275862069,1
骆标峰,骆旭芳,0,1.0,1
中国石油天然气集团有限公司; 中国石油集团工程技术研究院有限公司,中国石油天然气集团有限公司; 中国石油集团工程技术研究院有限公司; 北京石油机械有限公司,1,0.9090909090909091,1
浙江天正电气股份有限公司,浙江天正电气股份有限公司; 浙江天正智能电器有限公司,0,1.0,1
巴博乐实验室有限责任公司,思科技术公司,0,0.03333333333333333,1
首都师范大学,北方工业大学,0,0.25,1
湖南长城银河科技有限公司,湖南长城银河科技有限公司; 中国人民解放军国防科技大学,0,0.9090909090909091,1
韶关市启之信息技术有限公司,广州百奕信息科技有限公司,0,0.15384615384615385,1
国电南瑞科技股份有限公司; 国电南瑞南京控制系统有限公司,北京南瑞数字技术有限公司; 国电南瑞科技股份有限公司; 国电南瑞南京控制系统有限公司,0,0.0,1
华北电力大学(保定),华北电力大学(保定); 山东大学; 智洋创新科技股份有限公司; 南瑞集团有限公司; 浙江大华技术股份有限公司,1,0.0,1
华北电力大学(保定),华北电力大学(保定); 山东大学; 智洋创新科技股份有限公司; 浙江大华技术股份有限公司; 南瑞集团有限公司,1,0.0,1
华北电力大学(保定),华北电力大学(保定); 山东大学; 南瑞集团有限公司; 浙江大华技术股份有限公司; 智洋创新科技股份有限公司,1,0.0,1
南京尓嘉网络科技有限公司,北京雅客云安全科技有限公司,0,1.0,1
深圳顺络电子股份有限公司,上海德门信息技术有限公司,1,1.0,1
泊车克拉欧德有限公司; 李和眞,泊车克拉欧德有限公司,1,1.0,1
临清市鸿基集团有限公司,临清市恒泰金属材料有限公司,1,1.0,1
北京达佳互联信息技术有限公司,杭州弹指宇宙科技有限公司,0,0.0,1
努比亚技术有限公司,赢富仪器科技(上海)有限公司,0,0.0,1
燕山大学; 合肥智慧龙机械设计有限公司,合肥智慧龙机械设计有限公司; 西安昶茂佑电子科技有限公司,0,1.0,1
国网江苏省电力有限公司南京供电分公司; 国网江苏省电力有限公司; 河海大学; 国家电网有限公司,国网江苏省电力有限公司南京供电分公司; 国网江苏省电力有限公司; 河海大学; 国家电网有限公司; 南京苏逸实业有限公司; 南京远能电力工程有限公司,0,1.0,1
哈尔滨工业大学,哈尔滨逐宇航天科技有限责任公司,0,0.3333333333333333,1
努比亚技术有限公司,北京神州慧安科技有限公司,0,0.2222222222222222,1
湖北秉正讯腾科技有限公司,如隆智能科技(嘉兴)有限公司,0,1.0,1
石家庄铁道大学,石家庄铁道大学; 京沪高速铁路股份有限公司,1,0.058823529411764705,1
深圳市容会科技有限公司,深圳职业技术学院,1,0.5,1
重庆市筑智建信息技术有限公司,筑智建科技(重庆)有限公司,0,0.875,1
昆仑数智科技有限责任公司; 中国石油集团东方地球物理勘探有限责任公司,昆仑数智科技有限责任公司; 中国石油天然气集团有限公司,0,0.3793103448275862,1
中国石油集团东方地球物理勘探有限责任公司; 昆仑数智科技有限责任公司,昆仑数智科技有限责任公司; 中国石油天然气集团有限公司,0,0.2413793103448276,1
