"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"广州零端科技有限公司; 陈剑辉","陈剑辉; 中山大学附属第六医院; 广州零端科技有限公司","广东","510000 广东省广州市番禺区大石街道群贤路富丽家园凯跃大厦G栋202; 510655 广东省广州市天河区员村二横路26号; 510290 广东省广州市海珠区后滘西大街139号自编B1栋109-7","广东","51"
"广州薇美姿实业有限公司","广州舒客实业有限公司","广东","510000 广东省广州市黄埔区中新广州知识城亿创街1号406房之80(仅限办公)","广东","51"
"图兹公司","斯特兹有限责任公司","美国","美国特拉华州","美国","美国"
"河源市众拓光电科技有限公司","广州市艾佛光通科技有限公司","广东","510000 广东省广州市黄埔区金中路23号自编一栋办公区303房","广东","51"
"华桦","江苏星晨高速电机有限公司","江苏","214500 江苏省泰州市靖江市江平路1109号(马桥镇海贝公司东邻)","江苏","21"
"北京锘崴信息科技有限公司","杭州锘崴信息科技有限公司","北京","310059 浙江省杭州市滨江区浦沿街道东信大道66号4号楼521","北京","31"
"洛卡特股份有限公司","美商沃耶特拉海龟滩有限公司","德国","美国纽约市","德国","美国"
"牛津(海南)区块链研究院有限公司","云海链控股股份有限公司; 牛津(海南)区块链研究院有限公司","海南","571924 海南省老城高新技术产业示范区海南生态软件园沃克公园8831栋","海南","57"
"陈鸿江","北京鑫创慧城科技发展有限公司","广东","101100 北京市通州区梨园镇云景东路80号东配楼274室","广东","10"
"平潭综合实验区澄心贸易有限公司","中软数智信息技术(武汉)有限公司","湖北","430000 湖北省武汉市东湖新技术开发区佛祖岭街道光谷大道303号光谷芯中心三期3-13栋1-5层1号501室","湖北","43"
"深圳万知达技术转移中心有限公司; 重庆邮电大学","恩平市美高电子科技有限公司; 深圳万知达技术转移中心有限公司","广东","529400 广东省江门市恩平市江门产业转移工业园恩平园区商贸区11-2号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1003","广东","52"
"国网天津市电力公司营销服务中心; 国网天津市电力公司; 国家电网有限公司","国网天津市电力公司城西供电分公司; 国网天津市电力公司营销服务中心; 国网天津市电力公司; 国家电网有限公司","天津","300000 天津市南开区红旗路278号","天津","30"
"江苏满运软件科技有限公司","江苏满运物流信息有限公司","江苏","210012 江苏省南京市雨花台区花神大道66号万博科技园A号楼3层","江苏","21"
"上海斐讯数据通信技术有限公司; 台州市吉吉知识产权运营有限公司","台州市吉吉知识产权运营有限公司; 陕西彦强卓越电子科技有限责任公司","陕西","318000 浙江省台州市椒江区洪家街道东环大道2388号农港城A区2-3167号; 710000 陕西省西安市西咸新区沣东新城三桥新街1076号万象域T4栋922房间","陕西","31"
"苏州安源汇信软件有限公司","上海殷泊信息科技有限公司","江苏","200030 上海市徐汇区田林路140号16号楼东楼201-114室","江苏","20"
"徐海燕","林沧","广东","518000 广东省深圳市福田区龙尾路8号祥云阁202室","广东","51"
"云南电网有限责任公司; 珠海市鸿瑞信息技术股份有限公司","云南电网有限责任公司","云南","650011 云南省昆明市拓东路73号","云南","65"
"滨州学院","国电山西省电力公司晋中供电公司; 国网山西省电力公司晋中供电公司","山东","030600 山西省晋中市榆次区迎宾街85号","山东","03"
"济南大学; 江西蓝瑞存储科技有限公司","江西蓝瑞存储科技有限公司","江西","332000 江西省九江市濂溪区琴湖大道1198号新产业综合体一期11栋","江西","33"
"飞龙","内蒙古大学","内蒙古","010021 内蒙古呼和浩特市大学西路235号","内蒙","01"
"林福生","深圳前海牛魔王科技有限公司","福建","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","福建","51"
"句容市家天下网络科技有限公司","国网冀北电力有限公司承德供电公司","河北","067000 河北省承德市双桥区新华路北10号","河北","06"
"武汉斗鱼网络科技有限公司","江西创佳工程技术有限公司; 洪特","湖北","335000 江西省鹰潭市高新技术产业开发区金桥路19号","湖北","33"
"于东升","烟台火眼防伪科技有限责任公司","山东","264000 山东省烟台市高新区蓝海软件园蓝海路1号","山东","26"
"深圳中兴飞贷金融科技有限公司","前海飞算科技(深圳)有限公司","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"无锡市同威科技有限公司","大有硕能实业有限公司","江苏","100000 北京市西城区天宁寺东里21号楼5层506室","江苏","10"
"南京觅踪电子科技有限公司","卡本(深圳)医疗科技有限公司","广东","518000 广东省深圳市南山区粤海街道科苑路15号科兴科学园B1栋701-72","广东","51"
"盛杰; 深圳市心讯网络科技有限公司","深圳市心讯科技有限公司; 盛杰","广东","广东省深圳市龙岗区龙岗街道龙岗社区龙盛路8号香玉儿工业园办公楼5楼-6楼; 518000 广东省深圳市南山区蛇口TCL公司宿舍","广东","广东"
"TCL通讯(宁波)有限公司","晶源时代(深圳)科技有限公司","广东","518000 广东省深圳市宝安区福海街道展城社区凤塘大道606号中京智云科技园A栋201(一照多址企业)","广东","51"
"广州万维视景科技有限公司; 广州万维图灵智能科技有限公司","陈兴军; 徐跃飞; 广州万维视景科技有限公司","广东","510000 广东省广州市番禺区明志街8号三栋101; 510000 广东省广州市黄埔区联和街道科丰路270号604房、605房","广东","51"
"广州盈培教育科技有限公司","深圳市国华在线教育科技有限公司","广东","518000 广东省深圳市龙华区民治街道民强社区优城北区AB座1021","广东","51"
"平安普惠企业管理有限公司; 深圳市联创知识产权服务中心","深圳市联创知识产权服务中心; 深圳鹏开信息技术有限公司","广东","518000 广东省深圳市南山区西丽街道朗山二号路7号航天微电机大厦B座202室; 518000 广东省深圳市南山区粤海街道麻岭社区高新中二道2号深圳软件园2栋504","广东","51"
"温州市图盛科技有限公司","浙江图盛输变电工程有限公司","浙江","325000 浙江省温州市经济技术开发区滨海三道4559号海汇中心1幢二单元407室","浙江","32"
"余姚市荣大塑业有限公司","瑞安市佰乐雅工艺品有限公司","浙江","325200 浙江省温州市瑞安市经济开发区起步区毓蒙路666号5FA03室(协易共享众创空间住所试行区)","浙江","32"
"施耐德电器工业公司","施耐德电气物流亚洲有限公司","法国","新加坡新加坡","法国","新加"
"西安电子科技大学; 陕西西安电子科大资产经营有限公司","陕西西安电子科大资产经营有限公司; 陕西光电子集成电路先导技术研究院有限责任公司","陕西","710071 陕西省西安市太白南路2号; 710075 陕西西安市高新区新型工业园上林苑一路15号","陕西","71"
"北京每日优鲜电子商务有限公司","深圳市永盛知识产权服务有限公司","北京","518000 广东省深圳市光明区马田街道合水口社区松白路4545号A栋702","北京","51"
"北京趣拿软件科技有限公司; 携程金融科技(上海)有限公司","携程金融科技(上海)有限公司; 上海携程数科信息技术有限公司","上海","200335 上海市长宁区金钟路968号16号楼906室(实际楼层8层); 200335 上海市长宁区金钟路968号12号楼805室","上海","20"
"北京萨达智能技术有限公司","北京萨达智能技术有限公司; 西安市林丰电子科技有限公司","北京","100085 北京市海淀区唐家岭村南2幢二层230","北京","10"
"中国石油集团测井有限公司西南分公司; 中国石油大学(华东)","中国石油天然气集团有限公司; 中国石油集团测井有限公司; 中国石油大学(华东)","重庆","100007 北京市东城区东直门北大街9号","重庆","10"
"南通大学","张再峰","江苏","226000 江苏省南通市崇川区都市华城2幢605室","江苏","22"
"镇江恒驰科技有限公司; 山东八达智能科技有限公司","山东八达智能科技有限公司; 北京华胜天成科技股份有限公司","江苏","250000 山东省济南市历下区花园东路3333号祥泰汇东国际大厦1-3102; 100000 北京市海淀区西北旺东路10号院东区23号楼5层501","江苏","25"
"珠海市君天电子科技有限公司","珠海市君天电子科技有限公司; 北京金山安全软件有限公司贝壳网际(北京)安全技术有限公司北京金山网络科技有限公司","广东","519015 广东省珠海市吉大景山路莲山巷8号","广东","51"
"南京邮电大学","长沙天仪空间科技研究院有限公司","江苏","410205 湖南省长沙市高新开发区汇达路68号航天亚卫科技园综合楼101","江苏","41"
"清华大学; 上海边塞科技有限责任公司","上海边塞科技有限责任公司; 清华大学","北京","201401 上海市奉贤区肖湾路511号2幢3层; 100084 北京市海淀区清华园1号","北京","20"
"国网江苏省电力有限公司泰州供电分公司; 众芯汉创(北京)科技有限公司","国网江苏省电力有限公司泰州供电分公司","江苏","225700 江苏省泰州市凤凰西路2号","江苏","22"
"中国电力科学研究院; 国家电网公司; 北京邮电大学","中国电力科学研究院; 国家电网公司; 北京邮电大学; 国网河北省电力公司","北京","100192 北京市海淀区清河小营东路15号","北京","10"
"贝壳技术有限公司; 贝壳找房(北京)科技有限公司","贝壳找房(北京)科技有限公司; 北京房江湖科技有限公司","北京","100085 北京市海淀区西二旗西路2号院35号楼01层102-1; 101309 北京市顺义区杨镇二街村农场路62号24室","北京","10"
"深圳迈辽技术转移中心有限公司; 西北工业大学; 吴晓泽","无锡同春新能源科技有限公司; 吴晓泽; 深圳迈辽技术转移中心有限公司","陕西","214026 江苏省无锡市梁溪区塘南路时代上河苑星汇天地27-9-1402; 401220 重庆市长寿区渡舟街道3组27号; 518000 广东省深圳市龙华新区大浪街道龙胜社区腾龙路淘金地电子商务孵化基地展滔商业广场E座706","陕西","21"
"曹阳","深圳迪美泰数字医学技术有限公司","广东","广东省深圳市南山区深南大道10128号南山软件园西塔楼1003号  邮政编码 : 518000","广东","广东"
"东北电力大学","东北电力大学; 国网浙江省电力有限公司杭州市临平区供电公司","吉林","132012 吉林省吉林市长春路169号","吉林","13"
"厦门九品芝麻信息科技有限公司; 捷开通讯(深圳)有限公司","广州仰研科技有限公司; 厦门九品芝麻信息科技有限公司","广东","510000 广东省广州市天河区黄埔大道中666号808房111; 361000 福建省厦门市海沧区新景东里131号4101室","广东","51"
"努比亚技术有限公司","上海豹云网络信息服务有限公司","上海","200051 上海市长宁区茅台路179号一层L227X室","上海","20"
"北京源码矩阵科技有限公司","杭州好播数字科技有限公司","北京","310026 浙江省杭州市钱塘新区前进街道江东一路5000号诚智商务中心5号楼前进众智创业园5242室","北京","31"
"唐山冀东石油机械有限责任公司","河北雄安昆仑新远新能源科技有限责任公司","河北","071799 河北省保定市雄安新区容城县津海大街2号院内三楼(自主申报)","河北","07"
"莫赛克有限公司","Arc有限公司","韩国","韩国首尔","韩国","韩国"
"北京百润洪科技有限公司","雁展科技(深圳)有限公司","广东","518000 广东省深圳市福田区福保街道福保社区市花路13号万利工业园二期东厂房第三层322室","广东","51"
"孙旭东; 广东高航知识产权运营有限公司; 青岛玉兰祥商务服务有限公司","广东高航知识产权运营有限公司; 青岛玉兰祥商务服务有限公司; 广州容海自控设备有限公司","山东","510665 广东省广州市天河区棠东东路5号B-101、B-118房; 266199 山东省青岛市李沧区九水东路320号; 510000 广东省广州市荔湾区紫荆道65号广州芳村景致国际酒店用品城自编D区307、308号","山东","51"
"华南理工大学; 富士通株式会社","华南理工大学; 富士通研究开发中心有限公司","广东","广东省广州市天河区五山路381号华南理工大学","广东","广东"
"南通隆特家纺有限公司","南通盛千佳家纺有限公司","江苏","226500 江苏省南通市如皋市丁堰镇丁新东路18号","江苏","22"
"宁波永耀信息科技有限公司","宁波送变电建设有限公司永耀科技分公司","浙江","315000 浙江省宁波市江北区北岸财富中心10幢(3-1)(3-2)(4-2)","浙江","31"
"诺基亚公司; 诺基亚技术有限公司","诺基亚技术有限公司; 北京小米移动软件有限公司","芬兰","芬兰埃斯波; 北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","芬兰","芬兰"
"福州律合知识产权服务有限公司; 江苏布罗信息技术有限公司","韩忠政; 福州律合知识产权服务有限公司","江苏","570100 海南省海口市琼山区云龙镇云定路88号南国威尼斯城罗马园23号楼B306房; 350000 福建省福州市鼓楼区鼓东街道五四路158号环球广场五层A区57室","江苏","57"
"丛福珍","傅敬","江苏","276400 山东省临沂市沂水县沂水镇正阳路2号","江苏","27"
"江苏通付盾科技有限公司","江苏通付盾科技有限公司; 江苏通付盾区块链科技有限公司","江苏","215000 江苏省苏州市工业园区东长路88号苏州2.5产业园C2栋4F","江苏","21"
"洪岩","苏州岩瑞纺织科技有限公司","江苏","215000 江苏省苏州市姑苏区吏舍弄10号","江苏","21"
"深圳市誉达控股有限公司; 山东仟邦建筑工程有限公司","誉达集团有限责任公司; 深圳市誉达控股有限公司","山东","518048 广东省深圳市福田区沙头街道天安社区泰然九路盛唐商务大厦西座2202; 518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","山东","51"
"上海韦尔半导体股份有限公司","北京极豪科技有限公司","上海","100080 北京市海淀区中关村大街1号17层Z号","上海","10"
"北京航空航天大学; 雷电(北京)科技有限公司","雷电(北京)科技有限公司; 北京市大西洋仪器工程有限责任公司","北京","100089 北京市海淀区紫竹院路69号3层裙房360号; 102600 北京市大兴区欣雅街16号院7号楼8层802室","北京","10"
"深圳市武耀博德信息技术有限公司","深圳市亿道数码技术有限公司","广东","518049 广东省深圳市福田区上梅林梅林路10号申汇基大厦4层","广东","51"
"中兴通讯股份有限公司; 盛菊","盛菊; 江苏奕雯杰燃油喷射科技有限公司","广东","215600 江苏省苏州市张家港市塘桥镇妙桥蒋家村30号; 215600 江苏省苏州市张家港市杨舍镇同心大厦中兴中路22号B401","广东","21"
"台州市中心医院(台州学院附属医院)","深圳创知未来科技有限公司","浙江","518000 广东省深圳市南山区桃源街道长源社区学苑大道1001号南山智园A7栋1001","浙江","51"
"上海擎朗智能科技有限公司","泰州擎朗智能科技有限公司","江苏","225599 江苏省泰州市姜堰区三水街道陈庄西路688号","江苏","22"
"安徽马钢自动化信息技术有限公司; 马钢(集团)控股有限公司","安徽马钢自动化信息技术有限公司","安徽","243003 安徽省马鞍山市雨山区湖南西路8号","安徽","24"
"北京工业大学; 北京中联浩科技服务有限公司","北京中联浩科技服务有限公司; 北京汐辰电子科技有限公司","北京","100089 北京市海淀区花园路2号牡丹创业楼4层1424室; 102400 北京市房山区天星街1号院10号楼12层1203","北京","10"
"华北电力大学","国家电网公司; 江苏省电力公司华北电力大学中国电力科学研究院","北京","100031 北京市西城区西长安街86号","北京","10"
"龙图腾网科技(合肥)股份有限公司; 广西师范大学","上海小潮缇姆信息科技有限公司; 龙图腾网科技(合肥)股份有限公司","广西","200000 上海市奉贤区奉城镇朱新村镇北302号4幢; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","广西","20"
"侨益物流股份有限公司; 广州侨益科技有限公司","广州侨益科技有限公司; 侨益物流股份有限公司","广东","510700 广东省广州市黄埔区港前路319号803房; 510700 广东省广州市黄埔区港前路319号201房","广东","51"
"弗森-艾奥公司; PS12卢克斯科公司; 经度事业闪存公司; 才智知识产权控股公司(2)","才智知识产权控股公司(2); 经度事业闪存公司; 桑迪士克科技股份有限公司; PS12卢克斯科公司","美国","美国特拉华州; 卢森堡大公国卢森堡; 美国得克萨斯州","美国","美国"
"重庆邂智科技有限公司; 北京智成卓越科技有限公司","北京智成卓越科技有限公司; 北京星立方数字科技有限公司","重庆","100081 北京市海淀区大柳树富海中心2号楼12层1208-208; 101127 北京市通州区经济开发区聚富苑产业园区聚和六街1号-0286","重庆","10"
"中山大学·深圳; 中山大学","中山大学·深圳; 中山大学; 中国人民解放军国防科学技术大学","广东","518107 广东省深圳市光明新区光明街道华夏路和润家园3栋501","广东","51"
"许继电气股份有限公司; 许昌许继软件技术有限公司","国家电网公司; 许继集团有限公司; 许继电气股份有限公司; 许昌许继软件技术有限公司; 国网山东省电力公司电力科学研究院; 许继电源有限公司","北京","100031 北京市西城区西长安街86号","北京","10"
"温州启博知识产权服务有限公司; 浙江启博知识产权运营有限公司; 浙江工业大学","深圳市子庄智能科技有限公司; 温州启博知识产权服务有限公司; 浙江启博知识产权运营有限公司","浙江","518110 广东省深圳市龙华新区龙华街道龙观东路62号柏龙大厦1#楼五楼522号; 325038 浙江省温州市龙湾区瑶溪街道南洋大道浙南云谷B幢204室; 310018 浙江省杭州市经济技术开发区白杨街道科技园路57号17幢1004-1006室","浙江","51"
"苏州大学张家港工业技术研究院; 苏州大学","苏州大学","江苏","215000 江苏省苏州市吴中区石湖西路188号","江苏","21"
"中国人民解放军海军七○二厂; 上海略普信息技术有限公司; 上海可讯信息技术有限公司","中国人民解放军海军七○二厂; 上海可讯信息技术有限公司","上海","200434 上海市闸北区江场路1167号","上海","20"
"武汉小帆船电子商务有限公司","长沙海商网络技术有限公司","湖南","410011 湖南省长沙市开福区清水塘街道清水塘路6号4楼406房","湖南","41"
"新传半导体(香港)有限公司; 辛纳普蒂克斯日本合同会社","豪威TDDI安大略有限合伙公司; 新传半导体(香港)有限公司","加拿大","加拿大安大略; 中国香港九龙尖沙咀广东道33号中港城5座20楼2004B室","加拿","加拿"
"北京如影智能科技有限公司","电科北方电子科技(山东)有限公司","北京","255422 山东省淄博市临淄区齐都镇城里街65号","北京","25"
"薛青","左翰博","江苏","272000 山东省济宁市市中区外塘子街5号5号楼1单元501室","江苏","27"
"西安华企众信科技发展有限公司; 重庆邮电大学","广东灏昌商业保理有限公司; 西安华企众信科技发展有限公司","广东","510000 广东省广州市南沙区横沥镇汇通二街2号3410房; 710000 陕西省西安市国际港务区华南城二号交易广场C座6楼二十六街鑫大陆众创空间B49号","广东","51"
"中国科学院寒区旱区环境与工程研究所","甘肃省电力公司风电技术中心; 中国科学院寒区旱区环境与工程研究所","甘肃","730000 甘肃省兰州市城关区东岗西路320号","甘肃","73"
"菲罗兹·加萨比安","凯利斯系统有限公司","美国","以色列耶路撒冷","美国","以色"
"广州鹤一互联网科技有限公司; 星络智能科技有限公司; 恒大智慧科技有限公司","恒大智慧科技有限公司; 星络家居云物联科技有限公司; 星络智能科技有限公司","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商贸秘书有限公司); 518000 广东省深圳市南山区粤海街道南油社区建南路15号恒大天璟B2801; 518000 广东省深圳市南山区粤海街道海珠社区海德三道1698号航天科技广场A座31A01","广东","51"
"东莞市恒能电子科技有限公司","广东星海信息科技有限公司","广东","523000 广东省东莞市东城街道世博广场K座1006室","广东","52"
"易程科技股份有限公司; 清华大学","赛特斯信息科技股份有限公司; 易程科技股份有限公司","北京","210042 江苏省南京市玄武区玄武大道699-22号18幢; 100083 北京市海淀区王庄路1号清华同方科技广场A座18层","北京","21"
"中和科为(广东)数字科技有限公司","深圳市芯满意数字科技有限公司","广东","518000 广东省深圳市龙华区龙华街道富康社区东环二路110号中执时代广场A栋18层18c","广东","51"
"无锡北斗星通信息科技有限公司; 永春左耳贸易有限公司","北京百卓网络技术有限公司; 永春左耳贸易有限公司","北京","100095 北京市海淀区地锦路5号院3号楼; 362000 福建省泉州市永春县玉斗镇玉斗村","北京","10"
"陈涛; 武汉市天蝎科技有限公司","幻蝎科技(武汉)有限公司; 陈涛; 武汉市天蝎科技有限公司","湖北","430205 湖北省武汉市东湖新技术开发区汤逊湖北路武汉长城创新科技园1栋A栋204-1; 430014 湖北省武汉市东湖高新技术开发区武汉工程大学流芳校区大学生创业基地","湖北","43"
"褚志通","昆山奥铮金属制品有限公司","江苏","215221 江苏省苏州市昆山市千灯镇玉溪西路200号8号房","江苏","21"
"深圳市迅特通信技术股份有限公司","深圳市迅特通信技术股份有限公司; 江西迅特通信技术有限公司","广东","518000 广东省深圳市南山区桃源街道长源社区学苑大道1001号南山智园C3栋701、801","广东","51"
"李永","府谷县昇晖云科技有限公司","河南","719400 陕西省榆林市府谷县河滨路府州巷3号","河南","71"
"中海油天津化工研究设计院有限公司; 西南石油大学","中国海洋石油集团有限公司; 中海石油(中国)有限公司海南分公司; 中海油天津化工研究设计院有限公司","天津","100010 北京市东城区朝阳门北大街25号","天津","10"
"深圳市证通电子股份有限公司","深圳市证通云计算有限公司","广东","518107 广东省深圳市光明区玉塘街道田寮社区同观大道3号证通电子产业园二期801","广东","51"
"圣点世纪科技股份有限公司; 北京圣点云信息技术有限公司","江苏圣点世纪科技有限公司; 圣点世纪科技股份有限公司","北京","215000 江苏省苏州市相城区高铁新城南天成路99号启迪大厦23楼2309室-A029工位(集群登记); 030032 山西省太原市综改示范区太原学府园区南中环街529号清控创新基地C座9层0906室","北京","21"
"杭州承方信息科技有限公司","杭州鹿径科技有限公司","浙江","310051 浙江省杭州市滨江区西兴街道滨盛路1505号银丰大厦1201室","浙江","31"
"深圳前海益链网络科技有限公司","国网青海省电力公司; 深圳前海益链网络科技有限公司","青海","810000 青海省西宁市城西区胜利路89号","青海","81"
"中兴通讯股份有限公司","王志广","广东","300202 天津市河西区聚龙公寓2号楼2门301室","广东","30"
"湖南厚实知识产权运营有限公司; 国智恒北斗好年景农业科技有限公司","河南省豫资农业服务有限公司; 湖南厚实知识产权运营有限公司","河南","450000 河南省郑州市河南自贸试验区郑州片区(郑东)龙湖金融岛CO4-09豫资控股大厦8层801室; 413000 湖南省益阳市赫山区金银山村","河南","45"
"苏州原子图腾纳米材料有限公司","昆山达富久新材料科技有限公司","江苏","215300 江苏省苏州昆山市玉山镇登云路268号1号房204B室","江苏","21"
"南宁市健佳网络科技有限公司","台州施特自动化有限公司","浙江","317700 浙江省台州市椒江区洪家街道新统一小区第三幢3号","浙江","31"
"北京象帝先计算技术有限公司","象帝先计算技术(重庆)有限公司","北京","401135 重庆市渝北区龙兴镇两江大道618号","北京","40"
"瑞士西门子有限公司","西门子公司","瑞士","德国慕尼黑","瑞士","德国"
"喷墨引擎技术公司","牧歌技术公司","法国","法国瓦朗斯","法国","法国"
"广州博鳌纵横网络科技有限公司; 辽宁师范大学; 武汉迈辽网络科技有限公司","广州铧壬文化传播有限公司; 武汉迈辽网络科技有限公司; 广州博鳌纵横网络科技有限公司","辽宁","510315 广东省广州市海珠区聚德路299号自编2号楼二层233号(仅限办公用途); 430074 湖北省武汉市东湖新技术开发区光谷大道41号现代·国际设计城一期3栋22层09室; 510000 广东省广州高新技术产业开发区科学大道231、233号裙楼B1B2栋一层、二层、三层、四层","辽宁","51"
"魏燕华","青岛原素景观设计咨询有限公司","山东","266034 山东省青岛市市北区台柳路270号鸿府国际大厦611","山东","26"
"南阳东霖信息技术有限公司","吉林省润泽供应链管理有限公司","河南","130000 吉林省长春市绿园区长白公路以北中机(长春)物流科技园区A4[幢]132号房","河南","13"
"湖州丰源农业装备制造有限公司; 上海斐讯数据通信技术有限公司","陕西黑蜗牛信息科技有限公司; 湖州丰源农业装备制造有限公司","上海","710016 陕西省西安市未央区凤城二路万科荣华金域名城5号楼1单元10115号房; 313028 浙江省湖州市八里店镇工业园区","上海","71"
"吴东辉; 崔晨耕","崔晨耕; 山东宥丞文化传播有限公司","山东","250101 山东省济南市高新区东城逸家逸品园10号楼一单元1202; 250000 山东省济南市历下区解放东路27号综合楼西楼1-501","山东","25"
"武汉积墨包装印刷有限公司; 宁波甜宝生物信息技术有限公司","宁波甜宝生物信息技术有限公司; 云萃物联(黑龙江)智能科技有限公司","浙江","315100 浙江省宁波市鄞州区首南街道天高巷222号; 150000 黑龙江省哈尔滨市松北区智谷二街3043号哈尔滨松北(深圳龙岗)科技创新产业园13栋4楼401号","浙江","31"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司; 温州变则通企业管理咨询服务有限公司; 浙江麦知网络科技有限公司; 深圳金阳海网络智能科技有限公司","深圳金阳海网络智能科技有限公司; 浙江麦知网络科技有限公司; 江苏亚威变压器有限公司; 温州变则通企业管理咨询服务有限公司","浙江","518000 广东省深圳市龙华新区大浪街道华盛路雍景轩商业大厦1608; 314500 浙江省嘉兴市桐乡市梧桐街道发展大道288号2幢; 226600 江苏省南通市海安市海安镇黄海大道西265号; 325000 浙江省温州市龙湾区瑶溪街道龙东小区B4-202室","浙江","51"
"北京智慧大王科技有限公司","武汉光谷康服信息科技有限公司","湖北","430000 湖北省武汉市东湖新技术开发区高新大道666号光谷生物城创新园B9栋1楼","湖北","43"
"肇庆高新区长光智能技术开发有限公司; 广州市穗南信息科技有限公司","广州市穗南信息科技有限公司; 广东长信信息科技有限公司","广东","511488 广东省广州市番禺区桥南街南华路301(塔楼二栋)1001房; 511499 广东省广州市番禺区东环街番禺大道北537号番禺节能科技园番山创业中心1号楼1区701","广东","51"
"扬州拓海软件有限公司","湖南鑫旺电子有限公司","湖南","427000 湖南省张家界市永定区永定办事处回龙居委会逸臣盛世第2幢2A2403号","湖南","42"
"深圳市欢太数字科技有限公司; 海南欧珀通讯科技有限公司; 深圳市欢太科技有限公司; OPPO广东移动通信有限公司","海南欧珀通讯科技有限公司; 深圳市与飞科技有限公司; 深圳市欢太数字科技有限公司","海南","570105 海南省海口市龙华区滨海大道32号复兴城A1区A5002-896号; 518052 广东省深圳市前海深港合作区南山街道桂湾四路55号前海华润金融中心T2号写字楼1301; 518052 广东省深圳市前海深港合作区南山街道桂湾四路55号前海华润金融中心T2号写字楼2501","海南","57"
"康连生","上海掌富网络技术有限公司","广东","201203 上海市浦东新区晨晖路258号张江科创中心C126-C127室","广东","20"
"复旦大学附属中山医院; 北京华益精点生物技术有限公司","北京华益精点生物技术有限公司; 复旦大学附属中山医院","上海","100176 北京市大兴区北京经济技术开发区康定街9号; 200032 上海市徐汇区医学院路136号; 北京市大兴区北京经济技术开发区康定街9号","上海","10"
"互动趋势超媒体股份有限公司; 凝聚力资讯科技股份有限公司","祥泷股份有限公司; 博馆股份有限公司","台湾","中国台湾台北市","台湾","中国"
"深圳市新联锋科技有限公司","深圳市领耀东方科技股份有限公司","广东","518000 广东省深圳市南山区科技园中区科苑路15号科兴科学院A栋4单元1205号单位","广东","51"
"昆明创正智能科技有限公司","合肥商与科技有限公司","云南","230000 安徽省合肥市蜀山区三里庵街道梅山路18号安徽国际金融中心5楼520室","云南","23"
"谢文愉; 钮小欢; 杭州观控科技有限公司","杭州观控科技有限公司; 杭州小创科技有限公司","陕西","310030 浙江省杭州市西湖区三墩镇振华路200号瑞鼎大厦2号楼903室; 311121 浙江省杭州市余杭区仓前街道景兴路999号1号楼307室","陕西","31"
"甘肃同兴智能科技发展有限责任公司; 国网甘肃省电力公司; 北京邮电大学","国网甘肃省电力公司; 甘肃同兴智能科技发展有限责任公司","甘肃","730030 甘肃省兰州市城关区北滨河东路8号","甘肃","73"
"成都域时信息科技有限公司","上海深鱼赛跑科技有限公司","上海","200082 上海市杨浦区逸仙路135号1幢308-02室","上海","20"
"微纵联合网络科技(武汉)有限公司","中咨数据有限公司; 中国公路工程咨询集团有限公司","北京","100089 北京市海淀区紫竹院路116号8层A座908","北京","10"
"华为终端(深圳)有限公司","荣耀终端有限公司","广东","518040 广东省深圳市福田区香蜜湖街道东海社区红荔西路8089号深业中城6号楼A单元3401","广东","51"
"大连理工大学; 云南电力调度控制中心","大连理工大学","辽宁","116024 辽宁省大连市甘井子区凌工路2号","辽宁","11"
"南通瑞镛科信息技术有限公司","海南望穗鑫信息科技有限公司","江苏","570100 海南省海口市美兰区海甸岛滨江海岸商业街海口国家高新区离岸创新创业基地4-20号","江苏","57"
"广东校园卫士网络科技有限责任公司","广州德生智能信息技术有限公司; 广州铭诚计算机科技有限公司","广东","510630 广东省广州市天河区软件路15号第2层203室; 510000 广东省广州市天河区体育西路109号22楼自编A、C单元","广东","51"
"广州漫瑞生物信息技术有限公司","河南省华之源生物技术有限公司","广东","450000 河南省郑州市河南自贸试验区郑州片区(郑东)明理路与白佛南路交叉口中原金融产业园一期一号楼","广东","45"
"北京贝虎机器人技术有限公司","苏州贝虎机器人有限公司","北京","215505 江苏省苏州市常熟高新技术产业开发区东南大道33号401","北京","21"
"中国人民解放军国防科学技术大学; 天津市滨海新区军民融合创新研究院","天津市滨海新区军民融合创新研究院; 天津麒麟信息技术有限公司","湖南","300459 天津市滨海新区塘沽海洋高新区汇祥道399号; 300459 天津市滨海新区塘沽海洋科技园信安创业广场3号楼","湖南","30"
"深圳市聚商鼎力网络技术有限公司","逑美科技(上海)有限公司","上海","200000 上海市长宁区金钟路968号2号楼908室(实际楼层8层)","上海","20"
