"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"武汉斗鱼网络科技有限公司","西安大胖橘网络科技有限公司","湖北","710000 陕西省西安市未央区徐家湾五龙汤花园2号楼1单元1701","湖北","71"
"广东工业大学","福建星网智慧科技有限公司","广东","361000 福建省厦门市思明区软件园二期观日路56号1001单元","广东","36"
"深圳市声希科技有限公司","深圳市达旦数生科技有限公司","广东","518000 广东省深圳市宝安区新安街道大浪社区大宝路49号众里创业社区洪浪北408","广东","51"
"郭玉琦","深圳市东方创科科技有限公司","香港","518000 广东省深圳市南山区亿利达大厦七层7C09","香港","51"
"张诚; 易岚; 陈宇新","复旦大学; 易岚; 陈宇新","上海","200433 上海市杨浦区邯郸路220号","上海","20"
"安科智慧城市技术(中国)有限公司; 杭州天视智能系统有限公司; 杭州天视智能系统有限公司; 上海投名信息科技有限公司","杭州天视智能系统有限公司; 上海靖昌信息技术工程有限公司; 上海投名信息科技有限公司","广东","200333 上海市普陀区同普路800弄4号楼201室; 201800 上海市嘉定区华江公路129弄7号J2306室; 310014 浙江省杭州市西湖区莫干山路212号中联大厦2幢1401-1405室","广东","20"
"何业文","博易智讯(北京)信息技术有限公司; 仇瑞华","北京","100123 北京市东城区灯市口大街国中商业大厦1212室","北京","10"
"北京瑞星国际软件有限公司","北京瑞星信息技术有限公司","北京","100190 北京市海淀区中关村大街22号中科大厦1301室","北京","10"
"国网宁夏电力有限公司信息通信公司; 北京万可信息技术有限公司","国网宁夏电力有限公司信息通信公司","宁夏","750002 宁夏回族自治区银川市金凤区黄河东路663号","宁夏","75"
"深圳尚格知识产权服务有限公司; 华为技术有限公司","上海朋邦实业有限公司; 深圳尚格知识产权服务有限公司","上海","201899 上海市嘉定区皇庆路333号2幢五层; 518101 广东省深圳市宝安区新安街道前进一路269号诺铂广场625室","上海","20"
"旌德县瀚海星云智能化技术研发有限公司","宣城市创道智能技术开发有限责任公司","安徽","242600 安徽省宣城市旌德县旌阳镇经济开发区新桥路12号","安徽","24"
"L 管理株式会社","罗集帝株式会社","日本","日本","日本","日本"
"施永兵; 成都信达智胜科技有限公司","江苏闻闻网络科技有限公司; 施永兵","江苏","210000 江苏省南京市雨花台区西春路1号创智大厦2层205-2室; 210000 江苏省南京市栖霞区石埠桥村河埂队64号","江苏","21"
"英业达(重庆)有限公司; 英业达股份有限公司","季秋; 英业达(重庆)有限公司; 英业达股份有限公司","台湾","150040 黑龙江省哈尔滨市动力区沿墙街13号32栋6单元3楼1号; 重庆市沙坪坝区西区二路66号","台湾","15"
"高级模拟技术有限公司","天工方案公司","美国","美国马萨诸塞州","美国","美国"
"湖南大学","湖南志凌云航空科技有限公司","湖南","415701 湖南省常德市桃源县陬市镇高湾村七组陬市工业园A区标准化厂房","湖南","41"
"汤姆逊许可公司; LG电子株式会社","意大利希思卫电子发展股份公司; 汤姆逊许可公司","韩国","意大利都灵市; 法国伊西莱穆利欧市","韩国","意大"
"淮阴工学院; 江苏卓易信息科技股份有限公司","淮阴工学院","江苏","223005 江苏省淮安市经济技术开发区枚乘东路1号","江苏","22"
"北京拓思德科技有限公司; 田雪松","田雪松; 北京拓思德科技有限公司","北京","100012 北京市朝阳区北苑家园绣菊园5楼4单元701号; 100083 北京市海淀区花园东路10号高德大厦十一层1108号","北京","10"
"欧芬诺有限责任公司","三星电子株式会社","韩国","韩国京畿道","韩国","韩国"
"黑龙江省能嘉教育科技有限公司","朱瑞聪","黑龙江","153000 黑龙江省伊春市乌马河区住址乌马河街红旗社区8组","黑龙","15"
"TCL通讯(宁波)有限公司","山东卡尔电气股份有限公司","浙江","264200 山东省威海市威海高区大连路58号","浙江","26"
"摩托罗拉解决方案英国有限公司; 摩托罗拉解决方案公司; 摩托罗拉移动有限责任公司","摩托罗拉解决方案公司; 摩托罗拉移动有限责任公司; 谷歌技术控股有限责任公司","英国","美国伊利诺伊州; 美国加利福尼亚州","英国","美国"
"汉中神灯生物科技有限公司","陕西竞业生物科技有限公司","陕西","710000 陕西省西安市高新区太白南路西万路口高山流水和城5-2-1003","陕西","71"
"武汉华中师大资产经营管理有限公司; 湖北长江盘古教育科技有限公司; 华中师范大学","湖北长江盘古教育科技有限公司; 武汉华中师大资产经营管理有限公司; 华中师范大学","湖北","430223 湖北省武汉市东湖开发区华师园路5号武汉华中师大科技园发展有限公司办公楼(2栋); 430000 湖北省武汉市洪山区珞喻路152号华中师范大学科技孵化器楼B座九楼; 430079 湖北省武汉市洪山区珞瑜路152号; 430000 湖北省武汉市珞喻路152号","湖北","43"
"北京农信互联科技集团有限公司","北京农信数智科技有限公司","北京","100080 北京市海淀区中关村大街27号16层1601室","北京","10"
"厦门信维通电子科技有限公司","广东金模智能科技有限公司","福建","523000 广东省东莞市东城街道伟丰路5号9栋301室","福建","52"
"四川佳能达医药贸易有限责任公司","四川好医生云医疗科技集团有限公司","四川","610041 四川省成都市高新区科园南路88号10栋4层403号","四川","61"
"广州慧思软件科技有限公司","重庆优乐租科技有限公司","广东","401320 重庆市巴南区鱼洞街道智云大道1580号3幢1单元2-1-自编号286","广东","40"
"广州明美电子有限公司","广州梁氏通讯电器有限公司","广东","510663 广东省广州市高新技术产业开发区科学城南云三路39号(1)栋首层、二层、三层","广东","51"
"上海雍敏信息科技有限公司; 厦门靠谱知识产权服务有限公司","厦门靠谱知识产权服务有限公司; 杭州鸿信智能工程有限公司","浙江","361000 福建省厦门市海沧区霞光东里85号501室; 310012 浙江省杭州市西湖区文一西路75号益乐工业园1号楼3楼","浙江","36"
"大连工业大学","山东凯美瑞轴承科技有限公司; 山东吉恩纳机械工程技术有限公司","辽宁","252600 山东省聊城市临清市唐园工业园(唐园镇驻地)","辽宁","25"
"威伯科有限公司","采埃孚商用车系统欧洲有限公司","德国","比利时布鲁塞尔","德国","比利"
"重庆邮电大学","青岛格兰德信用管理咨询有限公司","重庆","266000 山东省青岛市市南区宁夏路288号4号楼一层103室","重庆","26"
"压力分布系统公司","压力分布系统公司; 唯思塔奇有限公司","美国","美国加利福尼亚州","美国","美国"
"辽宁工程技术大学","西安科技大学","陕西","710054 陕西省西安市雁塔中路58号","陕西","71"
"深圳硅基智控科技有限公司","深圳硅基智能科技有限公司","广东","518000 广东省深圳市龙华区观澜街道新澜社区观光路1301-84号银星智界三期2号楼501","广东","51"
"有研亿金新材料有限公司","有研亿金新材料有限公司; 有研新材料股份有限公司","北京","102299 北京市昌平区超前路33号1幢1至3层01","北京","10"
"无锡军创惠澄科技服务有限公司","航澄(无锡)智能科技有限公司","江苏","214400 江苏省无锡市江阴市澄江中路159号A座1008室","江苏","21"
"上海思岚科技有限公司","思岚机器人(盐城)有限公司","上海","224008 江苏省盐城市盐南高新区人民南路5号盐城国际创投中心南楼2007-25室(CND)","上海","22"
"李艳明","武汉指舞科技有限责任公司","河南","430000 湖北省武汉市江夏区大桥新区武汉学院创新创业基地519室","河南","43"
"沈冬","西安云智未来电子科技有限公司","浙江","710000 陕西省西安市西咸新区沣西新城西部云谷二期3号楼15楼1510室","浙江","71"
"东莞市蓝之铂智能科技有限公司","团餐云(东莞)科技有限公司","广东","523000 广东省东莞市寮步镇横坑横西一路6号805室","广东","52"
"陈梓平","广东夏野日用电器有限公司","广东","515041 广东省汕头市嵩山路68号A栋一层111号","广东","51"
"李荣杰; 山东申普交通科技有限公司","安徽金达防爆电气有限公司; 李荣杰","山东","233000 安徽省蚌埠市淮上区淮上大道3131号; 255086 河北省沧州市吴桥县于集镇李百户村54号","山东","23"
"华为技术有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 江苏三晟信息科技有限公司","广东","510630 广东省广州市天河区五山路371号之一主楼2414-2416单元; 214516 江苏省泰州市靖江市西来镇花苑路建龙桥北侧","广东","51"
"广东野光源电子商务有限公司; 汕头市易普联科技有限公司","广东夏野日用电器有限公司; 广东野光源眼科技有限公司","广东","510150 广东省广州市荔湾区逢源路128号13层之一; 515057 广东省汕头市龙湖区珠津工业区珠津路30号厂房第六层","广东","51"
"武汉畅途网络科技有限公司","岳阳晶显科技有限公司","湖南","410400 湖南省岳阳市平江县天岳新区创新创业园三期四栋3楼","湖南","41"
"山东大学","山东高新通网络科技有限公司","山东","250101 山东省济南市高新区经十东路2000号汉峪金谷A3-5号楼2层203室","山东","25"
"华南理工大学","广州陆盛智能科技有限公司","广东","510705 广东省广州市黄埔区科丰路266号1001房","广东","51"
"文仁光","深圳市希顺有机硅科技有限公司","四川","518000 广东省深圳市光明新区塘家社区唐家南路A28号","四川","51"
"刘花成; 济南星睿信息技术有限公司","陕西合友网络科技有限公司; 刘花成","陕西","712000 陕西省咸阳市西咸新区沣西新城尚业路1309号总部经济园6号楼5层5-01室; 250000 山东省济南市历城区航运路","陕西","71"
"吴庆生","汕头市蓝驰有限公司","广东","515000 广东省汕头市龙湖区珠池路2号3幢208号房","广东","51"
"无锡国澳实业有限公司","无锡自然语言智能科技有限公司","江苏","江苏省无锡市中山路319-339号裙四楼","江苏","江苏"
"中国电子科技集团公司第四十八研究所","湖南烁科热工智能装备有限公司","湖南","410000 湖南省长沙市天心区新开铺路1025号微电子装备中心大楼1楼","湖南","41"
"胡福洲","深圳市质远科技有限公司","江西","518000 广东省深圳市宝安区松岗街道潭头社区第四工业区82号205","江西","51"
"北京天空卫士网络安全技术有限公司","北京天空卫士网络安全技术有限公司; 成都天空卫士网络安全技术有限公司","北京","100176 北京市大兴区北京经济技术开发区永昌北路3号3幢6层8660","北京","10"
"深圳卓越智联科技有限公司","深圳中科星源科技有限公司","广东","518000 广东省深圳市福田区福保街道福保社区福田保税区紫荆道2号顺通安科技厂房2栋三层3AB","广东","51"
"泛伺服公司; 惠普发展公司, 有限责任合伙企业; 惠普有限公司; 慧与发展有限责任合伙企业","惠普公司; 慧与发展有限责任合伙企业; 惠普发展公司, 有限责任合伙企业; OT专利托管有限责任公司","美国","美国德克萨斯州; 美国伊利诺伊州","美国","美国"
"陈信光; 兰迪帕特网络公司","空中城堡环球有限公司; 陈信光","美国","英属维京群岛; 美国加利福尼亚州","美国","英属"
"上海钢盾信息科技有限公司","上海钢盾网络安全技术有限公司","上海","200072 上海市静安区共和新路2993号B1","上海","20"
"清华大学","北京灵汐科技有限公司","北京","100036 北京市海淀区西三环中路10号望海楼B座二层200-30","北京","10"
"杭州翼兔网络科技有限公司","上海长沪新材料有限公司","浙江","200333 上海市普陀区曹杨路1467号","浙江","20"
"郝炜","山西百纳环科合同能源管理有限公司","山西","030006 山西省太原市高新区长治路288号523室","山西","03"
"奕力科技股份有限公司; 晨星半导体股份有限公司; 奕力科技(开曼)股份有限公司","奕力科技(开曼)股份有限公司; 奕力科技股份有限公司","开曼群岛","开曼群岛大开曼岛西湾路802号芙蓉道宏阁邮政信箱; 中国台湾新竹县竹北市台元二街1号10楼之1; 中国台湾新竹县","开曼","开曼"
"洛藏","青海洛藏数码科技有限公司","西藏","811799 青海省海南藏族自治州贵德县河西镇文化旅游产业园区","西藏","81"
"江苏信息职业技术学院","广州市灵智自动化系统控制有限公司无锡分公司","江苏","214001 江苏省无锡市勤学路52号","江苏","21"
"河北泊松信息科技有限公司; 福鼎卓越知识产权管理有限公司","福鼎卓越知识产权管理有限公司; 西安茶卡网络科技有限公司","河北","355200 福建省宁德市太姥山镇秦川路254号仙都苑2栋2梯504室; 710000 陕西省西安市沣东新城征和四路2168号自贸产业园4号楼2层4-2-6891室","河北","35"
"南通精腾信息科技有限公司","雷州市芳香科技有限公司","江苏","524000 广东省湛江市雷州市雷城南亭40号之七","江苏","52"
"深圳森阳环保材料科技有限公司","银川华信智信息技术有限公司","宁夏","750000 宁夏回族自治区银川市金凤区宁安大街490号IBI育成中心一期1号楼1405室","宁夏","75"
"PLC集团公司","阿尔玛公司","瑞士","德国柏林市席勒大街3号","瑞士","德国"
"北京大学; 北大方正集团有限公司; 北京方正电子政务信息科技有限公司","北京大学; 新方正控股发展有限责任公司; 北京方正电子政务信息科技有限公司","北京","100871 北京市海淀区颐和园路5号","北京","10"
"大卫·饱尔; 赛门·惠特; 世根卡控股有限公司","世根卡控股有限公司; 世根卡控股(香港)有限公司","香港","澳大利亚维多利亚; 中国香港","香港","澳大"
"DBA西方集团西方出版社","汤姆森环球资源公司","瑞士","瑞士祖格","瑞士","瑞士"
"东北电力科学研究院有限公司","东北电力科学研究院有限公司; 辽宁省电力有限公司电力科学研究院国家电网公司","辽宁","110006 辽宁省沈阳市和平区四平街39号","辽宁","11"
"广西交控智维科技发展有限公司","广西城通工程咨询有限责任公司","广西","530201 广西壮族自治区南宁市(广西)自由贸易试验区南宁片区金龙路27号B2栋2层203号房-263","广西","53"
"成都特迪顿科技有限公司","中益通信有限公司","四川","110000 辽宁省沈阳市浑南新区三义街2-19号(3-9-2)","四川","11"
"黑莓有限公司; QNX软件系统有限公司; 2236008安大略有限公司; 8758271加拿大有限公司","华为技术有限公司; 黑莓有限公司; 8758271加拿大有限公司; 2236008安大略有限公司","加拿大","广东省深圳市龙岗区坂田华为总部办公楼; 加拿大安大略省沃特卢市","加拿","广东"
"横琴国际知识产权交易中心有限公司; 华为技术有限公司","刘真; 横琴国际知识产权交易中心有限公司","广东","474150 河南省南阳市邓州市花洲街道办事处古城路80号; 519031 广东省珠海市横琴金融产业服务基地5号楼2-I","广东","47"
"泰州国安医疗用品有限公司","陈荣坤","福建","362000 福建省泉州市鲤城区江滨南路2255号建发珑璟","福建","36"
"宿迁学院","上海朗尚传感技术有限公司","江苏","201100 上海市闵行区剑川路940号B幢3层","江苏","20"
"威海海洋职业学院","龙图腾网科技(合肥)股份有限公司","山东","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","山东","23"
"大和管财株式会社; 富士通株式会社","联想(新加坡)私人有限公司; 富士通互联科技有限公司","日本","新加坡新加坡市; 日本神奈川县","日本","新加"
"努比亚技术有限公司; 盐城睿泰数字科技有限公司","盐城睿泰数字科技有限公司; 江苏睿泰数字传媒有限公司","江苏","224000 江苏省盐城市城南新区新都街道景观大道智慧谷创新科技大厦南楼8-9层(CND); 214000 江苏省无锡市滨湖区建筑西路777号A10幢5层","江苏","22"
"阿里巴巴集团控股有限公司","广州简悦信息科技有限公司","开曼群岛","广东省广州市天河区高普路38号602房603房","开曼","广东"
"广州读音智能科技有限公司","张强","广东","510000 广东省广州市南沙区黄阁镇乐天云谷3-105","广东","51"
"中山食安云科技有限公司","仲恺农业工程学院","广东","510000 广东省广州市海珠区纺织路东沙街24号","广东","51"
"北京联云格科技有限公司","深圳欧森隆高科有限公司","北京","518129 广东省深圳市龙华区民治街道民乐社区星河WORLD二期E栋809","北京","51"
"铜锤智能科技(苏州)有限公司","苏州德圣辉新能源科技有限公司","江苏","215000 江苏省苏州市高新区长江路556号5幢922室","江苏","21"
"广州华端科技有限公司","广州开云影像科技有限公司","广东","510000 广东省广州市天河区岑村红花岗西街66号B614室","广东","51"
"深圳东方酷音信息技术有限公司; 陈碧燕","陈碧燕; 三明市脉源数字文化创意有限公司","福建","361000 福建省龙岩市新罗区南城后门前路11号三华城市花园4幢407室; 365000 福建省三明市三元区绿岩新村92幢101室","福建","36"
"杭州微松环境科技有限公司; 浙江科技学院","浙江微松冷链科技有限公司; 浙江科技学院","浙江","311122 浙江省杭州市余杭区余杭街道圣地路九号二幢一楼","浙江","31"
"FOTONATION开曼有限公司; 派力肯影像公司","快图有限公司; FOTONATION开曼有限公司","美国","爱尔兰戈尔韦; 美国加利福尼亚","美国","爱尔"
"宁波大学; 湖州优研知识产权服务有限公司","湖州优研知识产权服务有限公司; 合肥众智软件有限公司","浙江","313000 浙江省湖州市南浔区南浔镇朝阳路666号南浔科技创业园一层1020室; 230000 安徽省合肥市高新区科学大道103号浙商大厦B座1801号","浙江","31"
"米克伦技术公司","朗德罗克研究有限责任公司","美国","美国纽约","美国","美国"
"深圳步步汇通科技有限公司; 深圳采集云数据科技有限公司","深圳采集云数据科技有限公司; 北京福乐云数据科技有限公司","广东","518000 广东省深圳市宝安区西乡街道水库路172号创富厂4栋3楼; 100162 北京市大兴区宏业东路2号院7号楼3层","广东","51"
"江门市固创科技有限公司","重庆固润科技发展有限公司","广东","400000 重庆市永川区星光大道999号1幢(重庆永川工业园区凤凰湖工业园内)","广东","40"
"文丽华; 武汉斗鱼网络科技有限公司","广东创元文化传播有限公司; 文丽华","湖北","518102 广东省深圳市宝安区西乡街道流塘社区新安四路198宝立方珠宝城B座L8-01-A03; 528000 广东省佛山市南海区九江镇江滨新区331号誉江华府誉峰1座402房","湖北","51"
"东芝医疗系统株式会社; 东芝医疗系统株式会社; 株式会社东芝","东芝医疗系统株式会社; 国立大学法人名古屋大学; 东芝医疗系统株式会社","日本","日本枥木","日本","日本"
"深圳爱易瑞科技有限公司","南陵旺科知识产权运营有限公司","安徽","241000 安徽省芜湖市南陵县经济开发区天竞创业孵化园A幢2018室","安徽","24"
"河南天眼查科技有限公司","北京金堤科技有限公司","河南","100086 北京市海淀区知春路65号院1号楼B座20层2001号","河南","10"
"深圳碧林技术有限公司","深圳市必联电子有限公司","广东","518000 广东省深圳市龙华区福城街道章阁社区大富路32号3栋501","广东","51"
"黄文青","山东交通职业学院","山东","261206 山东省潍坊市潍县中路8号","山东","26"
"宁波边缘物联科技有限公司","宁波高新区尤塔智能科技有限公司","浙江","315000 浙江省宁波市高新区聚贤路587弄15号5#楼028幢16-1-16","浙江","31"
"江苏艾德锐电子科技有限公司","安徽艾德锐电子科技有限公司","江苏","237000 安徽省六安市金寨经济开发区(现代产业园区)天堂湖路与金水路交叉口","江苏","23"
"泉州尚美生态园林工程有限公司","东莞市韩安特科技有限公司","福建","523000 广东省东莞市厚街镇厚街科技大道7号10号楼102室","福建","52"
"矩阵时光数字科技有限公司","中科天机安全(北京)网络技术有限公司","江苏","101108 北京市通州区西集镇网安园创新中心1号-154","江苏","10"
"北京工商大学; 重庆超级星科技有限公司","重庆超级星科技有限公司; 包头市鹿丰生物技术有限公司","北京","401120 重庆市渝北区仙桃街道数据谷中路107号; 014000 内蒙古自治区包头市昆区北沙梁白云路北段","北京","40"
"北京明略软件系统有限公司; 北京明源电科软件技术有限公司; 青岛明略软件技术开发有限公司","北京明源电科软件技术有限公司; 青岛明略软件技术开发有限公司; 明略软件系统(资阳)有限公司","山东","100023 北京市朝阳区黄厂南里1号院4号楼1至2层03; 266399 山东省青岛市胶州市胶州经济技术开发区长江路3号; 641399 四川省资阳市雁江区外环路西三段222号一栋8楼811号","山东","10"
"江苏丹耐刚玉材料有限公司","江苏丹耐新材料有限公司","江苏","212300 江苏省镇江市丹阳市丹北镇后巷镇西路","江苏","21"
"广州知容捷知识产权服务有限公司; 苏州爱能吉科技有限公司; 扬州英能吉电气自动化有限公司; 苏州大学; 铜陵易难信息科技有限公司","铜陵易难信息科技有限公司; 扬州英能吉电气自动化有限公司; 扬州智全智能机器人科技有限公司; 广州知容捷知识产权服务有限公司; 苏州爱能吉科技有限公司","江苏","244000 安徽省铜陵市铜陵开发区查壬村凤心七组; 225000 江苏省扬州市扬州高新技术产业开发区开发西路217号2609; 225000 江苏省扬州市邗江区甘泉街道公路集村AG创客汇308室; 511430 广东省广州市番禺区南村镇番禺大道北383号写字楼4栋1402房; 215163 江苏省苏州市高新区塔园路379号1102-2室","江苏","24"
"万马科技股份有限公司","杭州万马智能医疗科技有限公司","浙江","311300 浙江省杭州市临安区青山湖街道科技大道2159号2幢1009","浙江","31"
"上海三思电子工程有限公司; 上海三思科技发展有限公司; 嘉善三思光电技术有限公司; 三思光电科技(上海)有限公司; 上海三思科技发展有限公司; 嘉善三思光电技术有限公司; 三思光电科技(上海)有限公司; 浦江三思光电技术有限公司","上海三思电子工程有限公司; 上海三思科技发展有限公司; 嘉善三思光电技术有限公司; 浦江三思光电技术有限公司; 上海三思科技发展有限公司; 嘉善三思光电技术有限公司; 三思光电科技(上海)有限公司; 浦江三思光电技术有限公司","上海","201100 上海市闵行区疏影路1280号","上海","20"
"陈素玲; 孔凡朗; 李焦强; 郑增锋; 陈千千","深圳市华琪达科技有限公司; 陈素玲; 孔凡朗; 李焦强; 郑增锋","四川","518000 广东省深圳市南山区南头街道大汪山社区桃园路8号田厦国际中心B座1537(入驻深圳市源和顺商务秘书有限公司); 528400 广东省中山市火炬开发区孙文东路823号豪雅苑7号楼701房","四川","51"
"深圳市凌晨知识产权运营有限公司; 平安普惠企业管理有限公司","深圳中海润合信息科技有限公司; 深圳市凌晨知识产权运营有限公司","广东","518131 广东省深圳市龙华区民治街道民治社区金华大厦1508-1514(一照多址企业); 518000 广东省深圳市龙华区大浪街道陶元社区鹊山云峰路3号49栋909","广东","51"
"广州市鑫广飞信息科技有限公司","深圳画版文化有限公司","广东","518107 广东省深圳市光明新区光明街道观光路华强创意产业园3栋B座3层","广东","51"
"上海仁静信息技术有限公司; 上海谦问万答吧云计算科技有限公司","北京字节跳动网络技术有限公司; 上海仁静信息技术有限公司","北京","100041 北京市石景山区实兴大街30号院3号楼2层B-0035房间; 200331 上海市普陀区真南路2528号1幢3层3835室","北京","10"
"奥林巴斯株式会社","仪景通株式会社","日本","日本长野县","日本","日本"
"武汉任驰能源科技开发有限公司; 蔡涛; 郭忠琦; 屈均伟; 张建军","蔡涛; 郭忠琦; 屈均伟; 张建军; 武汉高屋科技发展有限公司","湖北","430000 湖北省武汉市洪山区珞喻路1037号; 430000 武汉东湖开发区光谷创业街特1幢1单元2703室","湖北","43"
"湖北南邦创电科技有限公司","湖北南邦红外技术有限公司","湖北","430000 湖北省武汉市硚口区仁寿路148号3-106","湖北","43"
"北京智芯微电子科技有限公司; 国家电网公司; 国网信息通信产业集团有限公司","北京智芯微电子科技有限公司; 国家电网公司; 国网信息通信产业集团有限公司; 国网浙江省电力公司","北京","100192 北京市海淀区西小口路66号中关村东升科技园A区3号楼","北京","10"
"南京邮电大学","南京万芯动联智能科技有限公司","江苏","210000 江苏省南京市秦淮区中山东路2002号","江苏","21"
"青岛有容信息科技有限公司","青岛有容发展有限公司","山东","266555 山东省青岛市黄岛区峨眉山路396号19号楼217室","山东","26"
"杨杰","广东和顺物业管理有限公司","广东","510000 广东省广州市天河区天府路233号1917房","广东","51"
"全球能源互联网研究院有限公司; 国网辽宁省电力有限公司; 国家电网有限公司","全球能源互联网研究院有限公司; 国网辽宁省电力有限公司; 国家电网有限公司; 国网辽宁省电力有限公司信息通信分公司","北京","102209 北京市昌平区未来科技城滨河大道18号","北京","10"
"广州橡木林信息技术有限公司","上海红馨建设(集团)有限公司","广东","200080 上海市虹口区四平路421弄107号(集中登记的)","广东","20"
"华为技术有限公司; 广东高航知识产权运营有限公司","广东高航知识产权运营有限公司; 广州世胜信息科技股份有限公司","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 510000 广东省广州市海珠区工业大道北路67号四号楼101室(仅限办公用途)","广东","51"
"南京利丰知识产权代理事务所(特殊普通合伙)苏州分所; 南京邮电大学","南通数港信息科技有限公司; 南京利丰知识产权代理事务所(特殊普通合伙)苏州分所","江苏","226000 江苏省南通市经济技术开发区保税区B区保税七路8号; 215000 江苏省苏州市工业园区仁爱路99号西交科创园A3-206","江苏","22"
"广州杰赛科技股份有限公司","广州杰赛通信规划设计院有限公司","广东","510700 广东省广州市黄埔区云庆路56号C栋3楼","广东","51"
"韩华航空航天公司; 韩华迪纷斯株式会社; 韩华泰科株式会社","韩华泰科株式会社; 韩华迪纷斯株式会社; 韩华兰德系统株式会社; 韩华航空航天公司","韩国","韩国京畿道城南市; 韩国庆尚南道昌原市","韩国","韩国"
"智业家(北京)科技发展有限公司","汉锦科技(北京)有限公司","北京","102300 北京市门头沟区石龙经济开发区永安路20号3号楼A-6980室","北京","10"
"黄明兴","万承精密电子(重庆)有限公司","安徽","402760 重庆市璧山区璧泉街道剑山路106号","安徽","40"
"哈尔滨工业大学(威海)","青岛博瑞福田智能门窗科技有限公司","山东","266000 山东省青岛市高新区华东路以东","山东","26"
"中国科学院微电子研究所","北京中科微投资管理有限责任公司","北京","100010 北京市东城区大取灯胡同2号4号楼1层108室","北京","10"
