主体ID,degree,in_degree,out_degree,betweenness,eigenvector,k_core
北京科东电力控制系统有限责任公司; 南瑞集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 南瑞集团有限公司; 国网上海市电力公司; 国家电网有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国家电网公司运行分公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国网山东省电力公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国网江苏省电力公司徐州供电公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网冀北电力有限公司管理培训中心; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网北京市电力公司顺义供电公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网四川省电力公司,3.4656639345682646e-05,2.5992479509261986e-05,8.664159836420662e-06,0.0,6.534468920127312e-05,1
国网新疆电力公司巴州供电公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网甘肃省电力公司天水供电公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网甘肃省电力公司金昌供电公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网电力科学研究院有限公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网电力科学研究院有限公司; 北京科东电力控制系统有限责任公司; 国网福建省电力有限公司; 国家电网有限公司技术学院分公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网电动汽车服务有限公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网福建省电力有限公司; 北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 北京电力交易中心有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科东电力控制系统有限责任公司; 北京电力交易中心有限公司; 华北电力大学,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 南京南瑞集团公司; 国网河北省电力公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
国家电网公司; 南京南瑞集团公司; 北京科东电力控制系统有限责任公司; 国网河北省电力公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国家电网公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
北京科东电力控制系统有限责任公司; 国家电网公司; 国网江苏省电力有限公司电力科学研究院,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国家电网公司; 北京科东电力控制系统有限责任公司; 国网山东省电力公司青岛供电公司; 南京南瑞集团公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国家电网公司华中分部,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科东电力控制系统有限责任公司; 国网河北省电力有限公司; 国网甘肃省电力公司信息通信公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
国家电网有限公司; 南瑞集团有限公司; 北京科东电力控制系统有限责任公司; 国网河北省电力有限公司; 国网甘肃省电力公司信息通信公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国网浙江省电力有限公司; 国家电网公司华中分部,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科东电力控制系统有限责任公司; 国网浙江省电力有限公司; 国家电网公司华中分部; 南瑞集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 国网辽宁省电力有限公司鞍山供电公司; 国网冀北电力有限公司电力科学研究院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
国家电网公司; 北京科东电力控制系统有限责任公司; 国网辽宁省电力有限公司鞍山供电公司; 国网冀北电力有限公司电力科学研究院,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科东电力控制系统有限责任公司; 湖南省电力公司调度通信局,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
北京科东电力控制系统有限责任公司; 国家电网公司; 国网湖南省电力公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
国网湖南省电力公司; 国家电网公司北京科东电力控制系统有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科云时代信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
锐仕方达人才科技集团有限公司,3.4656639345682646e-05,3.4656639345682646e-05,0.0,0.0,8.597985421220149e-05,1
北京科启未来科技发展有限公司; 北京航空航天大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京领动国创科技有限公司; 北京科启未来科技发展有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科安数图科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
内蒙古科安数图科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学,0.00032923807378398514,1.7328319672841323e-05,0.00031190975411114384,0.0,4.4709524190344765e-05,2
中咨数据有限公司; 中咨公路养护检测技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
中科云诊(河南)医疗科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
中金育能科技集团有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0001478853492449865,1
北京中科智上科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京云迹科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0001478853492449865,1
北京佳润洁环保技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京凯来美气候科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京北科国威制造科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京微讯富通科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京暖流科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 中交广州航道局有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 中国国家铁路集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 北京科技大学顺德研究生院,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 宁夏回族自治区遥感调查院(高分辨率对地观测系统宁夏数据与应用中心),8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 湖南华菱涟源钢铁有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 航天物联网技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京阿隆科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京驱光科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
卓世科技(海南)有限公司,3.4656639345682646e-05,3.4656639345682646e-05,0.0,0.0,0.00018915567926684323,1
埃特曼(北京)半导体技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
大族激光智能装备集团有限公司; 北京科技大学,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
天津市天安博瑞科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
山东日照山森数控设备有限公司; 山东山森数控技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
山东瑞亚世鑫智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
广东相控信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
杭州迦尔科技有限公司; 北京科技大学,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
桂林珩源科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
江西悦安新材料股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
浙江倚宿网络技术有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0001478853492449865,1
湖南万般上品信息技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
湖南易能生物医药有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
蜂鸟创新(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
青岛东坤蔚华数智能源科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
鲁班(北京)电子商务科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00012725018423405816,1
北京科技大学; 上海文栎科技中心,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海文栎科技中心; 罕森智能科技(上海)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学; 北京时代之峰科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科技大学; 北京时代凌云智测科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学; 北京理工大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京明易达科技股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学; 南京北科迪悦科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科技大学; 南昌敏顺科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南昌敏顺科技有限公司; 鹰潭市智汇物联网应用研究院有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学; 博智安全科技股份有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
江苏博智软件科技股份有限公司; 中关村科技租赁股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
江苏博智软件科技股份有限公司; 博智信安(南通)科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京科技大学; 浙江倚宿网络技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
浙江倚宿网络技术有限公司; 深圳倚宿科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学; 重庆巨能建设(集团)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
重庆巨能建设(集团)有限公司; 北京科技大学,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科技大学顺德创新学院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科技大学; 北京科技大学顺德创新学院,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科杰信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科杰科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科泰世纪科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科电亿网互联网科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
内蒙古科电数据服务有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0002510611742996283,1
北京科纬科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
成都凌亚科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京科胜永昌软件有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科胜伟达石油科技股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科艺有容科技有限责任公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京春天影视科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科艺有容科技有限责任公司; 浙江凡聚科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
浙江凡聚科技有限公司; 北京科艺有容科技有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科莱普云技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广州莱德璞检测技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科行天下科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
天津科行云科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科讯嘉联科技有限公司; 科讯嘉联信息技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
科讯嘉联信息技术有限公司; 北京科讯嘉联科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科诺伟业科技股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
科诺伟业风能设备(北京)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科迈启元科技有限公司; 北京科迈玄机医疗科技有限公司; 北京航空航天大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科迈玄机医疗科技有限公司; 北京科迈启元科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京科迈玄机医疗科技有限公司; 北京科迈启元科技有限公司; 北京航空航天大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京科迈启元科技有限公司; 北京科迈玄机医疗科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京秒针人工智能科技有限公司; 精硕科技(北京)股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
西安数据如金信息科技有限公司; 北京秒针人工智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京秦圣机器人科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
山东沐点智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京积水潭医院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京税恒科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广东源恒软件科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京稳力科技有限公司; 稳力(广东)科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
稳力(广东)科技有限公司; 北京稳力科技有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
北京稻壳互联数据科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京稼敏禾安科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
郑启燕,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空中信使信息技术有限公司; 北京闪联互动网络科技有限责任公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京新锐互联科技有限公司; 北京空中信使信息技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空中信使信息技术有限公司; 无锡乐漾网络科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
无锡乐漾网络科技有限公司; 北京十荟科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空地时代科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江苏医视界教育科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空天智慧技术有限公司; 北京电子工程总体研究所; 北京航空航天大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京空天智慧技术有限公司; 北京电子工程总体研究所; 北京创奇视界科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空天智慧技术有限公司; 北京航空航天大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京创奇视界科技有限公司; 北京空天智慧技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空间机电研究所,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
北京空间机电研究所; 民政部国家减灾中心,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京航天创智科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京空间飞行器总体设计部,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京空间飞行器总体设计部; 中国长城工业集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京突破电气有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京突破智能科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京立华莱康平台科技有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
东莞立华海威网联科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
华电众信(北京)技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京立思辰安科技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
杭州立思辰安科科技有限公司,2.5992479509261986e-05,2.5992479509261986e-05,0.0,0.0,6.534468920127312e-05,1
北京立思辰新技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京辰光融信技术有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京立思辰新技术有限公司; 杭州立思辰安科科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京立思辰新技术有限公司; 杭州谷逸网络科技有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
北京立思辰新技术有限公司; 杭州谷逸网络科技有限公司; 国家计算机网络与信息安全管理中心,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京立思辰计算机技术有限公司; 北京立思辰新技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京立思辰计算机技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京立思辰计算机技术有限公司; 北京立思辰新技术有限公司; 沈阳立思辰科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京立思辰计算机技术有限公司; 北京立思辰新技术有限公司沈阳立思辰科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京立达政通科技集团有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京空港云天智慧城市科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京童乐丰华科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
科莱德(惠州)电子有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京第九实验室科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
歌尔股份有限公司,6.064911885494463e-05,1.7328319672841323e-05,4.3320799182103306e-05,0.0,0.0013791168615637115,2
北京第九实验室科技有限公司; 北京小鸟听听科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京小鸟听听科技有限公司; 小鸟创新(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京第五力科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京裕睿投资管理有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京第五力科技有限公司; 王欲晓,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京裕睿投资管理有限公司; 王欲晓,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京第四范式科技有限公司; 第四范式(北京)技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京数据项素智能科技有限公司; 北京第四范式科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京筑梦园科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京虾喜科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京筹策科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广州优策科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
北京筹策科技有限公司; 天津伊翔运达网络科技有限公司; 刘震; 深圳市神策网络科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中禾金兑(珠海)科技有限公司; 刘震; 深圳市神策网络科技有限公司; 北京筹策科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京简令智慧科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
安徽东方风景建设有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京简易科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南京品兴科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0005433926786211134,1
北京简约纳电子有限公司,2.5992479509261986e-05,8.664159836420662e-06,1.7328319672841323e-05,0.0,0.00022010842678323573,1
苏州简约纳电子有限公司,2.5992479509261986e-05,8.664159836420662e-06,1.7328319672841323e-05,0.0,0.00022010842678323573,1
西安太速电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00022010842678323573,1
北京简约纳电子有限公司; 中科数金(河南)科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中科数金(河南)科技有限公司; 同橙美仓(河南)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京简约纳电子有限公司; 福鼎卓越知识产权管理有限公司,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
福鼎卓越知识产权管理有限公司; 北京海瑞旭航科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
福鼎卓越知识产权管理有限公司; 四川众成鑫富通信科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京算通数字技术研究中心有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
博云视觉(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京算通数字技术研究中心有限公司; 联合信源数字音视频技术(北京)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
联合信源数字音视频技术(北京)有限公司; 友联互通多媒体通讯科技(北京)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京算通数字技术研究中心有限公司; 联合信源数字音视频技术(北京)有限公司; 友联互通多媒体通讯科技(北京)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
联合信源数字音视频技术(北京)有限公司; 友联互通多媒体通讯科技(北京)有限公司; 北京信友达视讯技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京米弘科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
互联智业(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京米文动力科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
无锡盈创泰克科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京粉笔蓝天科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京粉笔上岸科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京精密机电控制设备研究所,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
航天泰心科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
