主体ID,degree,in_degree,out_degree,betweenness,eigenvector,k_core
中投建设集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
徐挺; 中兴通讯股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南通山崎设备制造有限公司; 徐挺,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐敏,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
安徽咪鼠科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐敬,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐敬; 胡莹莹,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
多林科技(武汉)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
徐敬媛,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
胡侠,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐文伟,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海卡树信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐文华,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市易联达商用设备有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐文祥,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
湖南泓达科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐文耀,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
陕西春禾教育研究开发有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐新华,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市茂润电气有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐明,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中创云牧科技咨询(北京)股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐明德,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐沛慈,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐晓哲; 王海磊,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐晓彬,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中智云数源(北京)科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐晓晖,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐晨,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
宁波芯然科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐晨旭,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
华奥系科技(汕头)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐晶,2.5992479509261986e-05,0.0,2.5992479509261986e-05,0.0,3.4391941684880583e-06,1
六安木子可科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐更宣,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广东科信智能系统工程有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐月凤,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
西安曜日科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐月苗,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
徐朝荣,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广州市旭龙条码设备有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐杰,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海足书信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐梦兰,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
康毅系统整合股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐欣,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
湖南啄木鸟软件科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,7.566227170673729e-05,1
徐欣; 孙兆林; 李清江; 吴佳; 湖南源科高新技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
湖南源科高新技术有限公司; 湖南源科创新科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐步陆,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海国增知识产权服务有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐永贵; 陈永平; 吕莎莎; 宗延雷; 郑波,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
淄博师范高等专科学校,2.5992479509261986e-05,2.5992479509261986e-05,0.0,0.0,6.534468920127312e-05,1
徐永贵; 陈永平; 宗延雷; 郑波; 吕莎莎,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐永贵; 陈永平; 郑波; 吕莎莎; 宗延雷,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐汇丰,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京爱诺信泰生物医学信息技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
航天云网科技发展有限责任公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,7.566227170673729e-05,1
徐泳,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
高立勇,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐洪恩; 嘉兴佰恩智智能科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
嘉兴佰恩智智能科技有限公司; 上海佰恩智电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐洪英,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
内蒙古电子信息职业技术学院,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐洪记,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
佛山中盈盛达小额贷款有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐洪锡,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
纳比科公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐海明; 中科院合肥技术创新工程院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
安徽中科新萝智慧城市信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐海燕,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
林沧,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐海英,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐海龙; 余刚,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中国人民解放军空军工程大学; 徐海龙,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐涌,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广州心语心伴互联网信息服务有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐涛; 赵宏峰,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
赵宏峰,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐淡芬,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市北链科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐渊; 周清海,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市繁维科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐溶晴,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
甘肃五泉农业科技有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐漫洋,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海挚达科技发展股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐煊旺,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
合肥至诚电子技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐玉芝,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
山东聊城中泰表业有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐玉锁,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市远望谷信息技术股份有限公司,2.5992479509261986e-05,8.664159836420662e-06,1.7328319672841323e-05,0.0,2.407435917941641e-05,1
徐玉麟,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐玉麟郑开颜邓伟强; 郑开颜邓伟强; 徐玉麟,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐琳,2.5992479509261986e-05,0.0,2.5992479509261986e-05,0.0,3.4391941684880583e-06,1
上海聚石信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
东莞市友杰电子有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
深圳市银联金融网络有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐琳; 长沙摩智云计算机科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
长沙摩智云计算机科技有限公司; 湖南多行云计算机科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐瑞刚,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京周泰文化发展有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐睿; 北京百知教育科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中国银河资产管理有限责任公司; 徐睿,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐硕琴,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海驭麟科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐碧波,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
武汉央恰布科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
武汉甜猫科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐磊,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中国人民解放军联勤保障部队第九六〇医院,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐礼文; 华为技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
陈玲; 徐礼文,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐秀莹,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
曼特亚克公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐秋生; 华为技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
陈永芳; 徐秋生,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐立中; 樊棠怀丁晓峰王慧斌严锡君; 江苏瑞奇自动化有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
江苏瑞奇自动化有限公司; 海安汇珏网络通信设备有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐素香,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐绍衡,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
泰州市虹雨电工器材有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐继文,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
哈尔滨灵翰智能技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐耀雄,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市世纪安软信息技术有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐腾腾; 无锡三聚阳光知识产权服务有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
无锡三聚阳光知识产权服务有限公司; 华新企财(北京)科技集团有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐航,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
宿州赛尔沃德物联网科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐良雨; 周华; 林加缪; 周华林加则,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
林加缪; 林加则; 周华; 杭州博联智芯科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐芝香,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
浙江连信科技有限公司,2.5992479509261986e-05,8.664159836420662e-06,1.7328319672841323e-05,0.0,2.407435917941641e-05,1
徐萍; 重庆嘎娃娃科技有限公司; 沈友观; 苏州睿澎诚科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
沈友观; 苏州睿澎诚科技有限公司; 重庆嘎娃娃科技有限公司; 陕西众志电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐蒙蒙,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
陕西旭鑫啸网络科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐蒙蒙; 广州市一十信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广州市一十信息科技有限公司; 肇庆市星动传说自动化技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐蔚,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
陈瑞,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,2.407435917941641e-05,1
徐蔚; 上海马可思网络技术有限公司; 中财国信科技(深圳)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
上海马可思网络技术有限公司; 中财国信科技(深圳)有限公司; 徐蔚; 江苏凌空网络股份有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐蔚; 中财国信科技(深圳)有限公司; 上海马可思网络技术有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐蔚海; 北京悦琦创通科技有限公司; 中国医学科学院北京协和医院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
中国医学科学院北京协和医院; 北京悦琦创通科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐薇,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
武汉泰达光电科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐虹柯,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐贵力,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南京补天科技实业有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐赈皓,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐庸畅,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐超,1.7328319672841323e-05,0.0,1.7328319672841323e-05,0.0,3.4391941684880583e-06,1
东莞市音朗电子有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
北京瑞通时代科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐超龙; 南京邮电大学,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
杭州汤米智能科技有限公司; 徐超龙,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐辉,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
沈阳加盛维机械有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐辉; 言成泰科技企业孵化器(山东)有限公司; 山东宸明健康科技有限公司; 烟台翰宁信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
言成泰科技企业孵化器(山东)有限公司; 山东宸明健康科技有限公司; 烟台翰宁信息科技有限公司; 徐辉,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐进志; 徐妍; 史红伟,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
哈尔滨医科大学; 徐进志; 徐妍; 史红伟,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐连岐; 徐建凯; 刘国生; 李文芹; 顾海明,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
沧州顺泰机箱有限公司; 徐连岐; 徐建凯; 刘国生; 李文芹,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐连英; 嘉兴尚坤科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
广东宏大欣电子科技有限公司; 徐连英,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐通,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
淮安信息职业技术学院,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
徐金,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
杭州金翊科技咨询有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐锐,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徐长金,2.5992479509261986e-05,0.0,2.5992479509261986e-05,0.0,3.4391941684880583e-06,1
东莞市鑫语电子科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
山东深信节能环保科技有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,0.0001994732617723074,1
澳润(山东)药业有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐长金; 杭州追猎科技有限公司; 东强,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
东强; 恩平市方格音响科技有限公司; 杭州追猎科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐际童,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京至诚安邦信息技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐雷; 罗德汉森(北京)国际建设有限公司; 王维洁; 袁建功; 王维勤; 潘瑛,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
王维洁; 袁建功; 王维勤; 潘瑛; 罗德汉森(北京)国际建设有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐震; 鲁鹏,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
鲁鹏; 徐震,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐颂,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
珠海市采薇科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐骏善; 王富山,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南京千岸信息科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐鹏飞,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
南京论之语网络技术有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徐鹏飞; 云账户技术(天津)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
云账户技术(天津)有限公司; 云账户数字科技(天津)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
徕卡显微系统科技(苏州)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
徕卡显微系统(德国)有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
得利在线信息技术(北京)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
倪毅,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
得力士媒体集团有限责任公司; 得力士媒体创新服务公司; 德力士媒体创新服务公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
得力士媒体创新服务公司; 德力士媒体创新服务公司; 得力士数字分销公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
得道健康管理有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
得道车联网络科技(上海)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
重庆得润汽车电子研究院有限公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
得麦股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
御想博彩技术(香港)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
博彩伙伴国际有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
循音智能科技(上海)有限公司; 上海交通大学医学院附属新华医院,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
北京鹰瞳科技发展股份有限公司; 循音智能科技(上海)有限公司; 上海交通大学医学院附属新华医院,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微专利有限责任公司; 维夫尔利·霍尔丁公司; 奥里金系统公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
玫瑰红软件有限公司; 奥里金系统公司; 微专利有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微云医疗科技江苏有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
深圳市优云医疗科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微传智能科技(常州)有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
微位(深圳)网络科技有限公司,1.7328319672841323e-05,8.664159836420662e-06,8.664159836420662e-06,0.0,7.566227170673729e-05,1
广东省微位数字身份科技有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,0.00014444615507649844,1
微功率科技股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
阿克西斯股份公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微型支付公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
数字河公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微家实业(上海)有限公司; 源舰(上海)数据科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
源舰(上海)数据科技有限公司; 上海灏领科技集团有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微山同在电子信息科技有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
杭州小一文化有限公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微差通信公司; 皇家飞利浦电子股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
微软技术许可有限责任公司; 微差通信公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微差通信奥地利有限责任公司; 微差通信公司; 皇家飞利浦电子股份有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
微差通信公司; 微软技术许可有限责任公司; 微差通信奥地利有限责任公司,8.664159836420662e-06,8.664159836420662e-06,0.0,0.0,2.407435917941641e-05,1
微差通信奥地利有限责任公司; 皇家菲利浦电子有限公司,8.664159836420662e-06,0.0,8.664159836420662e-06,0.0,3.4391941684880583e-06,1
微差通信公司; 微差通信奥地利有限责任公司,1.7328319672841323e-05,1.7328319672841323e-05,0.0,0.0,4.4709524190344765e-05,1
