"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"中兴通讯股份有限公司","杨义成","广东","132602 吉林省吉林市舒兰市吉舒街丰庆委十四组","广东","13"
"钟祥博谦信息科技有限公司","桐乡市诺创信息科技有限公司","湖北","314500 浙江省嘉兴市桐乡市乌镇镇子夜路77号3楼333室","湖北","31"
"林暄智陈庆鸿; 陈国星","华虹精密股份有限公司","台湾",NA,"台湾","Unknown"
"易特智行科技(广州)有限公司; 易特智行科技(张家口)有限公司","易特智行科技(张家口)有限公司; 易特氢智科技(广州)有限公司","河北","075001 河北省张家口市经济开发区南山经济开发区经一路东侧3楼8352房; 510000 广东省广州市海珠区琶洲大道178号1201室(部位 : 自编1202)","河北","07"
"朵漫(佛山)品牌管理传媒有限公司; 张立伟; 于乐辰","张立伟; 于乐辰; 西安腾势坤元科技发展有限公司","广东","710100 陕西省西安市长安区锦业二路90号9栋2单元3层302号; 710000 陕西省西安市碑林区永宁路大话南门5号楼一单元11803室","广东","71"
"北京中电飞华通信股份有限公司; 国家电网有限公司; 北京国电通网络技术有限公司","北京中电普华信息技术有限公司; 国家电网有限公司; 北京中电飞华通信股份有限公司; 北京国电通网络技术有限公司; 国家电网公司","北京","100192 北京市海淀区清河小营东路15号科研楼710室; 100070 北京市丰台区航丰路1号时代财富天地大厦28层","北京","10"
"湖北用芯物联科技有限公司","深圳市融智兴科技有限公司","湖北","518000 广东省深圳市龙华新区观澜凹背社区大富工业区9号金豪创业园F栋二.三楼","湖北","51"
"无锡曼莱特科技合伙企业(有限合伙); 慕福奇","上海北通导控科技发展有限公司; 无锡曼莱特科技合伙企业(有限合伙)","重庆","200000 上海市杨浦区江浦路1380号332幢; 214000 江苏省无锡市经济开发区高浪东路999号-8-D1-902-21","重庆","20"
"广州飞宇智能科技有限公司","广州伊隆科技有限公司","广东","510725 广东省广州市黄埔区黄埔东路3889号1308铺-G2","广东","51"
"河海大学常州校区; 上海极臻三维设计有限公司","上海极臻三维设计有限公司; 上海汲臻智能科技有限公司","江苏","201600 上海市松江区莘砖公路668号双子楼B103-1; 201612 上海市松江区新桥镇莘砖公路668号2304室-1","江苏","20"
"太平洋水处理工程有限公司","贾伯林","江苏","226000 江苏省南通市崇川区新桃园3幢602室","江苏","22"
"刘昌宏","重庆中烟工业有限责任公司","重庆","400060 重庆市南岸区南坪东路2号","重庆","40"
"郭明松","上海松尚网络科技有限公司","上海","201207 上海市浦东新区张江高科技园区海趣路218号1206室","上海","20"
"千兆科技(深圳)有限公司","深圳市迅雷网文化有限公司","广东","518000 广东省深圳市南山区高新园北环大道9018号大族创新大厦A区4层401","广东","51"
"翼胜管理顾问有限公司; TCL通讯科技控股有限公司; 中国香港应用科技研究院有限公司","TCL通讯科技控股有限公司; 翼胜管理顾问有限公司","香港","中国香港九龙尖沙咀广东道33号中港城第3座19楼1910-12A室; 英属维尔京群岛托托拉岛罗德镇威克汉姆1号礁OMC室","香港","中国"
"广州安望信息科技有限公司","深圳软通动力信息技术有限公司","广东","518019 广东省深圳市罗湖区东晓街道布吉路1028号中设广场A栋2-24层","广东","51"
"曹敏清","南京思伯特企业管理咨询有限公司","广东","211100 江苏省南京市江宁区天元东路58号致远大厦6楼629室(江宁高新园)","广东","21"
"武汉科技大学; 湖州信倍连网络科技有限公司","湖州信倍连网络科技有限公司; 江苏润云数字科技有限公司","湖北","313000 浙江省湖州市吴兴区高新区七幸路656号1幢1-C; 212000 江苏省镇江市润州区东方伟业广场2号楼310室","湖北","31"
"塔普思科技公司","珠海兴芯存储科技有限公司","广东","广东省珠海市高新区金唐路1号港湾1号科创园湾9栋B区四层403室","广东","广东"
"江苏彰旗物联网科技有限公司","江苏铂原信息技术有限公司","江苏","214434 江苏省无锡市江阴市澄江中路159号A座9楼整层","江苏","21"
"杭州十尾网络科技有限公司","乐荐健康科技集团有限公司","浙江","100020 北京市朝阳区光华路8号17幢三层A308房间","浙江","10"
"深圳矽感科技有限公司; 武汉矽感科技有限公司","武汉矽感科技有限公司; 武汉矽感数码有限公司","湖北","430023 湖北省武汉市东西湖区三店农场二大队","湖北","43"
"METROPCS无线公司","T移动美国公司","美国","美国华盛顿州","美国","美国"
"王介生","北京凯平艾森信息技术有限公司","北京",NA,"北京","Unknown"
"李莹莹; 尤红建","北京市遥感信息研究所","北京","100011 北京市朝阳区外馆斜街6号院","北京","10"
"付国海","合肥荣事达电子电器集团有限公司","安徽","230000 安徽省合肥市长丰双凤经济开发区","安徽","23"
"精硕科技(北京)股份有限公司; 恩亿科(北京)数据科技有限公司","恩亿科(北京)数据科技有限公司; 上海明略人工智能(集团)有限公司","北京","100000 北京市海淀区西小口路66号东升科技园·北领地D-1楼1层136A(东升地区); 200030 上海市徐汇区云锦路701号29、30、31、32层","北京","10"
"北京优纳科技有限公司","武汉优云智能医疗科技有限公司","北京","430000 湖北省武汉市东湖新技术开发区高新大道818号武汉高科医疗器械园B区22号楼3层1号、2号、3号301和2层2号","北京","43"
"北京科东电力控制系统有限责任公司; 国网辽宁省电力有限公司鞍山供电公司; 国网冀北电力有限公司电力科学研究院","国家电网公司; 北京科东电力控制系统有限责任公司; 国网辽宁省电力有限公司鞍山供电公司; 国网冀北电力有限公司电力科学研究院","北京","100031 北京市西城区西长安街86号","北京","10"
"杭州市第一人民医院","宁波君瑞康复技术有限公司","浙江","315299 浙江省宁波市招宝山街道威海路388号","浙江","31"
"韶关西氪信息技术有限公司","南宁市尚汇电子科技有限公司","广东","530000 广西壮族自治区南宁市中国(广西)自由贸易试验区南宁片区坛兴路27号魅力之城11号楼二十层2006号","广东","53"
"诸暨掌云网络科技有限公司","常州赛华汉诚电子有限公司","浙江","213165 江苏省常州市武进区礼嘉镇坂上坂新路8号","浙江","21"
"燕山大学","深蓝信息技术(唐山)股份有限公司","河北","064400 河北省唐山市迁安市荣茂大厦6楼","河北","06"
"韩铮; 泽普互动(北京)科技有限公司; 泽普互动(天津)科技有限公司","泽普互动(北京)科技有限公司; 泽普互动(天津)科技有限公司; 北京顺源开华科技有限公司","天津","100101 北京市朝阳区慧忠里103号洛克时代中心B1010; 300300 天津市天津空港经济区保航路1号航空产业支持中心645JJ72房间; 100000 北京市海淀区东北旺西路8号院23号楼2层206-2号","天津","10"
"重庆邮电大学","未来(重庆)科技有限公司","重庆","400000 重庆市长寿区渡舟街道果园村6组","重庆","40"
"浪潮通用软件有限公司; 山东浪潮通软信息科技有限公司","浪潮城市服务科技有限公司; 浪潮通用软件有限公司","山东","250100 山东省济南市高新区浪潮路1036号S01楼8层; 250000 山东省济南市浪潮路1036号","山东","25"
"深圳市英旺微电子有限公司","陆志春","广东","广东省深圳市南山区深南大道10128号南山软件园大厦西塔楼2003、2004室","广东","广东"
"广东小明空间网络科技有限公司","湖北基业长青新材料有限公司","湖北","441534 湖北省襄阳市南漳县九集镇经济开发区白马山村","湖北","44"
"东莞温思帝寝具科技有限公司; 宁波雅露斯智能家居有限公司","宁波雅露斯智能家居有限公司; 苏州雅露斯智能家居有限公司","广东","315800 浙江省宁波市北仑区梅山盐场1号办公楼十八号378室; 215000 江苏省苏州市吴江区盛泽镇西二环路1188号10号楼109室","广东","31"
"章文春","上海百出信息科技有限公司","浙江","200000 上海市崇明区长兴镇江南大道1333弄11号楼(临港长兴科技园)","浙江","20"
"安徽师范大学","成都尧它大数据有限公司","安徽","610000 四川省成都市金牛高新技术产业园区天龙大道1333号6栋3层7号","安徽","61"
"北京逸智联科技有限公司; 韩少卿","武汉利楚商务服务有限公司; 北京逸智联科技有限公司","湖北","430080 湖北省武汉市青山区和平大道1540号钰龙时代中心第17-26层2501-2512室; 102488 北京市房山区良乡凯旋大街建设路18号-D1948","湖北","43"
"英特尔德国有限责任公司; 英特尔公司","英特尔公司; 苹果公司","德国","美国加利福尼亚州","德国","美国"
"北京航空航天大学","南通图加智能科技有限公司","北京","226000 江苏省南通市开发区广州路42号452室","北京","22"
"英业达股份有限公司","深圳市鑫达辉软性电路科技有限公司","台湾","广东省深圳市坪山新区坑梓秀新社区新村工业区","台湾","广东"
"徐梦兰","康毅系统整合股份有限公司","台湾",NA,"台湾","Unknown"
"张正","中山友电电子有限公司","广东","528463 广东省中山市三乡镇雍陌村前洋一路20号","广东","52"
"深圳市齐创美科技有限公司; 浙江工业大学","上海净邻网络科技有限公司; 深圳市齐创美科技有限公司","浙江","200030 上海市徐汇区天钥桥路329号708-100室; 518101 广东省深圳市宝安区新安二路TATA公寓H栋109B","浙江","20"
"北京航空航天大学","北京蓝威技术有限公司","北京","100191 北京市海淀区学院路35号世宁大厦1008","北京","10"
"哈尔滨工业大学","哈尔滨工业大学; 南京中电芯谷高频器件产业技术研究院有限公司","黑龙江","150001 黑龙江省哈尔滨市南岗区西大直街92号","黑龙","15"
"诺基亚公司; 维睿格公司","维睿格公司; 维睿格基础设施公司","芬兰","美国纽约","芬兰","美国"
"重庆邮电大学","佛山中采投资科技有限公司","重庆","528200 广东省佛山市禅城区文华北路223号之一栋5层523单元","重庆","52"
"深圳市法兰智联股份有限公司","深圳市法兰文化产业有限公司","广东","518000 广东省深圳市龙岗区坂田街道新雪社区金鹏工业区乙栋厂房备注(16号厂房301)","广东","51"
"同方知网(北京)技术有限公司; 《中国学术期刊(光盘版)》电子杂志社有限公司; 同方知网数字出版技术股份有限公司","同方知网数字出版技术股份有限公司; 《中国学术期刊(光盘版)》电子杂志社有限公司; 同方知网(北京)技术有限公司","北京","100192 北京市海淀区西小口路66号中关村东升科技园B-2号楼二层B201-B203、B205-B210室(东升地区); 100192 北京市海淀区西小口路66号东升科技园北领地A2楼","北京","10"
"宁波金风绿能能源有限公司","北京天润新能投资有限公司","北京","100020 北京市朝阳区安定路5号院3号楼第22层06单元","北京","10"
"池州市贵鸿信息技术有限公司; 黑龙江禹桥科技开发有限公司","卓尔德数字科技(苏州)有限公司; 池州市贵鸿信息技术有限公司","江苏","215500 江苏省苏州市常熟世茂·商务中心广场A幢2004; 247100 安徽省池州市贵池区清溪街道站前区站前路池州徽商城25幢102、102复式一、102复式二","江苏","21"
"尹兵","上海星地通讯工程研究所","上海","201821 上海市嘉定区嘉定工业开发区叶城路1288号","上海","20"
"芯华章科技股份有限公司","芯华章科技(北京)有限公司","江苏","100015 北京市朝阳区东直门外西八间房万红西街2号21幢一层D座D1001","江苏","10"
"国网浙江省电力有限公司电力科学研究院; 国网浙江省电力有限公司; 北京中恒博瑞数字电力科技有限公司","国网浙江省电力有限公司电力科学研究院; 国网浙江省电力有限公司","浙江","310014 浙江省杭州市拱墅区朝晖八区华电弄1号","浙江","31"
"广东电网有限责任公司电力科学研究院; 广东电科院能源技术有限责任公司","广东电科院能源技术有限责任公司","广东","510000 广东省广州市越秀区西华路捶帽新街1-3号华业大厦附楼501-503室","广东","51"
"科学出版社成都有限责任公司","四川旅游学院; 科学出版社成都有限责任公司","四川","610100 四川省成都市龙泉驿区红岭路459号","四川","61"
"长江大学","武汉兴讯宽科技有限公司","湖北","430074 湖北省武汉市洪山区邮科院路88号烽火创新谷1号楼5楼10区A-015号","湖北","43"
"广东华博企业管理咨询有限公司; 鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","国网上海市电力公司; 广东华博企业管理咨询有限公司","广东","200002 上海市浦东新区源深路1122号; 510640 广东省广州市天河区金颖路1号1106自编之二房","广东","20"
"王龙","贵州自留地科技有限责任公司","贵州","550081 贵州省贵阳市观山湖区林城西路摩根中心B座第10层B-10-072","贵州","55"
"皇家飞利浦有限公司","皇家飞利浦有限公司; 芝加哥大学","荷兰","荷兰艾恩德霍芬","荷兰","荷兰"
"海南大学","海南慧邻科技有限公司","海南","570100 海南省海口市美兰区人民大道45号侨达花园B1座第15层1503房","海南","57"
"浪潮软件集团有限公司; 山东健康医疗大数据有限公司","浪潮软件股份有限公司","山东","250100 山东省济南市高新区浪潮路1036号","山东","25"
"易卡诺技术有限公司; 印度技术研究院","伊卡诺斯通信公司; 印度技术研究院","美国","美国加利福尼亚州","美国","美国"
"海信电子科技(武汉)有限公司","VIDAA(荷兰)国际控股有限公司","荷兰","荷兰戴文市英派克特大街83号","荷兰","荷兰"
"朱亚光","上海和汇安全用品有限公司; 朱亚光","上海","201401 上海市奉贤区西渡街道奉金路288号","上海","20"
"艾威盖特有限公司","内特林克兹科技企业有限公司","澳大利亚","澳大利亚新南威尔士州悉尼","澳大","澳大"
"广州知弘科技有限公司","广东易积网络股份有限公司","广东","510665 广东省广州市天河区建中路48-50号第三层之一","广东","51"
"深圳市飘飘宝贝有限公司","深圳市六六六国际旅行社有限公司","广东","518000 广东省深圳市南山区粤海街道大冲社区大冲商务中心(二期)1栋1号楼17D","广东","51"
"奥菲(泰州)光电传感技术有限公司","安徽诺乐知识产权服务有限公司","安徽","234000 安徽省宿州市宿马园区科创大厦11层013室","安徽","23"
"南京林业大学","上海形宙数字技术有限公司","江苏","200233 上海市松江区九亭镇九新公路339号1幢14层","江苏","20"
"匡新华","深圳阿比特科技有限公司","广东","518000 广东省深圳市宝安区福海街道和平社区重庆路美盛工业园A栋厂房","广东","51"
"田纯静","西安卓华联盛科技有限公司","海南","710075 陕西省西安市高新区鱼化街办软件新城天谷八路156号云汇谷C2栋18楼","海南","71"
"祝晓鹏","新疆量子通信技术有限公司","新疆","830002 新疆维吾尔自治区乌鲁木齐市沙依巴克区文化宫路59号吉祥苑小区1栋B座805室","新疆","83"
"腾讯科技(深圳)有限公司; 腾讯科技(北京)有限公司","腾讯科技(北京)有限公司; 深圳市雅阅科技有限公司","广东","100089 北京市海淀区海淀大街38号银科大厦16层1601-1608室; 518000 广东省深圳市宝安区新安街道海滨社区宝兴路6号海纳百川总部大厦A座14层1402","广东","10"
"青岛有容信息科技有限公司","青岛有容发展有限公司","山东","266555 山东省青岛市黄岛区峨眉山路396号19号楼217室","山东","26"
"池州易创电子科技有限公司","东至县文元瓷砖加工厂","安徽","247100 安徽省池州市东至县尧渡镇徐村洪村组","安徽","24"
"许堪枪","科寻科汇(上海)科技服务有限公司","河南","200000 上海市闵行区申昆路2377号4幢901-1138室","河南","20"
"武汉迈威光电技术有限公司","武汉迈威通信有限公司","湖北","430073 湖北省武汉市东湖新技术开发区光谷大道58号关南福星医药园6栋9层08室","湖北","43"
"李冬","北京嘉年华业科技有限公司","北京","100080 北京市海淀区海淀南路19号第九层9009室","北京","10"
"陕西心像信息科技有限公司","天津市住房和城乡建设综合行政执法总队","陕西","300202 天津市河西区陈塘庄街道郁江道与内江路交口安融大厦1号楼","陕西","30"
"苏宇航","中诚工程建设管理(苏州)股份有限公司","江苏","215010 江苏省苏州市高新区潇湘路99号1幢101室5-8F、19F","江苏","21"
"深圳立专技术转移中心有限公司; 重庆邮电大学","北京创联云睿科技有限公司; 深圳立专技术转移中心有限公司","重庆","100000 北京市朝阳区将台乡酒仙桥北路乙10号院2号楼星地中心B座5层513室; 518000 广东省深圳市龙华区大浪街道高峰社区华荣路39号科源商务大厦康瑞时代广场509","重庆","10"
"扬州大学","苏州方石科技有限公司","江苏","215000 江苏省苏州市相城区高铁新城青龙港路286号长三角国际研发社区启动区11#102室","江苏","21"
"努比亚技术有限公司; 枣庄柳泉通信科技有限公司","枣庄柳泉通信科技有限公司; 山东大运河投资运营有限公司","广东","277400 山东省枣庄市台儿庄经济开发区广进路西侧台中路北侧科创园3层322室; 277400 山东省枣庄市台儿庄区兰祺路275号","广东","27"
"深圳市贝多福科技有限公司","深圳市标盛科技投资有限公司","广东","518000 广东省深圳市南山区西丽街道同沙路168号凯达尔集团中心大厦A座21楼2104","广东","51"
"国网信息通信有限公司; 北京邮电大学中国电力科学研究院; 国家电网有限公司; 北京邮电大学; 中国电力科学研究院有限公司","国家电网公司; 国网信息通信有限公司北京邮电大学中国电力科学研究院; 国家电网有限公司; 国家电网有限公司信息通信分公司; 北京邮电大学; 中国电力科学研究院有限公司","北京","100031 北京市西城区西长安街86号","北京","10"
"华为技术有限公司; 广东高航知识产权运营有限公司; 张明芳","广东高航知识产权运营有限公司; 张明芳; 江苏恒源金属材料有限公司","广东","510640 广东省广州市天河区五山路中公教育大厦371-1号2401单元; 061000 河北省沧州市献县韩村镇邵束州村469号; 221325 江苏省徐州市邳州市陈楼镇大孙街东白合路南侧","广东","51"
"张振华","江苏朗明智能科技有限公司","江苏",NA,"江苏","Unknown"
"合肥万古网络科技有限公司","雷音云计算(山东)有限公司","山东","250000 山东省济南市中国(山东)自由贸易试验区济南片区新泺大街1166号奥盛大厦2-2511","山东","25"
"NXP股份有限公司; 台湾积体电路制造股份有限公司","耐智亚有限公司; 台湾积体电路制造股份有限公司","荷兰","荷兰艾恩德霍芬","荷兰","荷兰"
"广东智江网络有限公司","江西蔚乐科技有限公司","江西","344000 江西省抚州市南城县校具产业园C7栋厂房","江西","34"
"青岛尚慧信息技术有限公司","国网内蒙古东部电力有限公司兴安供电公司","内蒙古","137400 内蒙古自治区兴安盟乌兰浩特市陵园路79号","内蒙","13"
"吉林大学","吉林大学; 吉林省驭功智能科技有限责任公司","吉林","130000 吉林省长春市前进大街2699号","吉林","13"
"电子科技大学","成都尘芯物联科技有限公司","四川","610000 四川省成都市高新区世纪城南路599号D区5幢-1层A05号","四川","61"
"河南科技大学","河南群智信息技术有限公司","河南","471000 中国(河南)自由贸易试验区洛阳片区涧西区龙裕路洛阳国家大学科技园3-1号楼202室","河南","47"
"宁波富万信息科技有限公司","深圳前海大数金融服务有限公司","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"北京喜禽药业有限公司","北京生泰尔科技股份有限公司","北京","102600 北京市大兴区中关村科技园区大兴生物医药产业基地永大路44号","北京","10"
"李国平","深圳市普特斯科技有限公司","四川","518000 广东省深圳市光明新区公明街道合水口村文阁路中裕绿色高新产业园B栋9楼C区","四川","51"
"成都虹昇光电科技有限公司","四川海图电子科技有限公司","四川","610041 四川省成都市高新区天华路299号英郡一期","四川","61"
"李嘉豪","捷飞有限公司","台湾",NA,"台湾","Unknown"
"北京凡达讯科技有限公司","广州奥翼电子科技有限公司","北京","511458 广东省广州市南沙区西部工业区伟立路3号B栋一层、二层","北京","51"
"李晓明","广州融声信息科技有限公司","广东","510000 广东省广州市东圃二马路67号大埔商贸园8号楼228室","广东","51"
"英业达股份有限公司","史慧玉","台湾","天津市南开区冶金路泾水园10号楼2门601号","台湾","天津"
"幻视互动(北京)科技有限公司","江苏洪旭德生科技有限公司","江苏","212310 江苏省镇江市丹阳市开发区杏虎路","江苏","21"
"北京华旗资讯数码科技有限公司; 北京华旗数码技术实验室有限责任公司","爱国者数码科技有限公司","北京","100080 北京市海淀区北四环西路58号理想国际大厦11层","北京","10"
"马铁军","无锡臻永科技有限公司","江苏","214000 江苏省无锡市梁溪区南湖大道855号801-02室","江苏","21"
"深圳迈辽技术转移中心有限公司; 中兴通讯股份有限公司","深圳深略智慧信息服务有限公司; 深圳迈辽技术转移中心有限公司","广东","518000 广东省深圳市福田区福田街道彩田路彩虹新都海鹰大厦23F; 518000 广东省深圳市龙华新区大浪街道龙胜社区腾龙路淘金地电子商务孵化基地展滔商业广场E座706","广东","51"
"南通锡鼎智能科技有限公司","上海锡鼎智能科技有限公司","江苏","201599 上海市金山区朱泾镇临源街750号5幢293F","江苏","20"
"黄华秋","江西信光新材料科技有限公司","广东","334000 江西省上饶市上饶经济技术开发区一经路2号","广东","33"
"田广礼","武汉兴火源科技有限责任公司","湖北","430070 湖北省武汉市东湖新技术开发区佳园路45号1栋7楼101号","湖北","43"
"郭其秀","绿华能源(福建)有限公司","福建","350000 福建省福州市台江区后洲街道玉环路10号中亭街改造利生苑1#楼4层09室","福建","35"
"廖原; 张春梅","北京博大光通国际半导体技术有限公司","北京","100176 北京市经济技术开发区景园北街2号52-1号楼701室","北京","10"
"浙江商业职业技术学院","杭州昀至科技有限公司","浙江","310000 浙江省杭州市萧山区宁围街道民和路483号302室杭州市信息安全产业园343","浙江","31"
"南相浩; 李维刚","晋商博创(北京)科技有限公司","北京","100070 北京市丰台区南三环西路91号院1号楼2单元2007室","北京","10"
"东莞市艾米科技有限公司","信阳市谷麦光电子科技有限公司","广东","464000 河南省信阳市羊山新区新申街道办事处富强路1号","广东","46"
"西安华域网络文化发展有限公司","何鹏飞","陕西","710000 陕西省西安市雁塔区瑞禾村1号","陕西","71"
"西安交通大学","陕西宇阳石油科技工程有限公司","陕西","陕西省西安市经开区长和国际F座7层","陕西","陕西"
"美普思技术有限公司; 想象技术有限公司","美普思技术有限责任公司; 哈罗软件有限公司","英国","美国加利福尼亚州; 英国赫特福德郡","英国","美国"
"辽宁佳业中天科技有限公司","辽宁英典科技有限公司","辽宁","125000 辽宁省葫芦岛市高新技术产业开发区创客空间701室","辽宁","12"
"盐城禅图智能科技有限公司","郑州信息科技职业学院","河南","450000 河南省郑州市郑东新区文苑北路龙子湖高校园区","河南","45"
"合肥九州龙腾科技成果转化有限公司; 重庆理工大学","常州便捷网络科技有限公司; 合肥九州龙腾科技成果转化有限公司","重庆","213000 江苏省常州市武进区常武中路18号常州科教城天润科技大厦B座605; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","重庆","21"
"龙岩逸狼网络科技有限公司","浪潮通信技术有限公司","福建","266000 山东省青岛市城阳区丹山工业园湘潭路2号","福建","26"
"南京医睿科技有限公司; 南京懿医云大数据科技有限公司","医渡云(北京)技术有限公司","北京","100191 北京市海淀区花园北路35号9号楼8层801","北京","10"
"联州(上海)信息科技有限公司","上海科络达云软件技术有限公司","上海","200235 上海市徐汇区南宁路970号2104单元","上海","20"
"北京罗宾逊科技有限公司","阿帕数字技术有限公司","北京","276000 山东省临沂市高新区应用科学城B座8楼","北京","27"
"浙江工业大学; 日照华圣机械制造有限公司; 深圳市承泽信息科技有限公司; 日照朝一科技创新发展有限公司","深圳市承泽信息科技有限公司; 日照朝一科技创新发展有限公司; 日照华圣机械制造有限公司; 日照新睿招商发展有限公司","浙江","518114 广东省深圳市龙岗区南湾街道南岭村社区南新街29号1983创意小镇A1栋3A12; 276800 山东省日照市经济技术开发区太原路71-8号; 276805 山东省日照市涛雒镇工业园; 276800 山东省日照市高新区高新七路电子信息产业园8号研发楼","浙江","51"
"北京金晟达生物电子科技有限公司","安徽金晟达生物电子科技有限公司","北京","安徽省马鞍山市经济技术开发区阳湖路398号富马智赢科技园1栋研发楼","北京","安徽"
"日立民用电子株式会社; 麦克赛尔株式会社; 株式会社日立制作所; 日立麦克赛尔株式会社","日立麦克赛尔株式会社; 麦克赛尔控股株式会社; 日立民用电子株式会社; 麦克赛尔株式会社","日本","日本大阪府; 日本京都府; 日本东京都","日本","日本"
"北京拓盛电子科技有限公司","北京迅普科技有限公司","北京","100120 北京市西城区六铺炕二区甲41楼","北京","10"
"中国水电工程顾问集团有限公司; 北京清易德科技有限公司","中电建新能源集团股份有限公司; 北京清玉德科技有限公司","北京","102600 北京市大兴区宏业东路1号院28号楼1层101","北京","10"
"济南凌佳科技有限公司; 蔡立","蔡立; 宁波锐智汇峰智能科技有限公司","山东","264000 山东省烟台市芝罘区前进路21号内7号; 315403 浙江省宁波市余姚市经济开发区城东新区冶山路","山东","26"
"上海掌门科技有限公司; 酷盛(天津)科技有限公司","酷盛(天津)科技有限公司; 上海掌门科技有限公司; 上海连尚网络科技有限公司","上海","300450 天津市海滨新区天津生态城动漫中路126号动漫大厦B1区二层201-243; 201203 上海市浦东新区张衡路666弄1号7楼; 201306 上海市浦东新区泥城镇新城路2号24幢N2025室","上海","30"
"苏州科美信息技术有限公司","苏州科美存储技术有限公司","江苏","215000 江苏省苏州市姑苏区白洋湾街道朱家湾街8号5幢401室","江苏","21"
"武汉珞信科技有限公司","武汉珞信科技有限公司; 武汉大学","湖北","430000 湖北省武汉市东湖新技术开发区光谷大道58号","湖北","43"
"绍兴中芯集成电路制造股份有限公司","芯联动力科技(绍兴)有限公司","浙江","312000 浙江省绍兴市越城区皋埠街道人民东路1433号1号楼203-18室","浙江","31"
"恒大法拉第未来智能汽车(广东)有限公司; 乐视控股(北京)有限公司; 乐卡汽车智能科技(北京)有限公司; 乐视汽车(北京)有限公司","法法汽车(中国)有限公司; 乐视汽车(北京)有限公司; 恒大法拉第未来智能汽车(广东)有限公司","北京","100015 北京市朝阳区酒仙桥北路7号74幢001; 100026 北京市朝阳区姚家园路105号3号楼8层909; 511458 广东省广州市南沙区海滨路171号9楼","北京","10"
"黄杰","中天科技(清远)有限公司","广东","511500 广东省清远市高新技术产业开发区创业一路6号A6栋7层701-03号","广东","51"
"南京邮电大学","江苏拓邮信息智能技术研究院有限公司","江苏","210000 江苏省南京市雨花台区宁双路19号云密城10号楼10楼先锋创业087","江苏","21"
"特斯联科技集团有限公司","深圳特斯联智能科技有限公司","广东","518066 广东省深圳市前海深港合作区南山街道兴海大道3048号前海自贸大厦2601","广东","51"
"李想","西安红胜火智能科技有限公司","广东","710000 陕西省西安市高新区高新六路52号立人科技园C座10401-198室","广东","71"
"广东威博新能源供暖供水设备有限公司","安徽威博新能源供暖供水设备有限公司","广东","243000 安徽省马鞍山市经济技术开发区银黄西路500号","广东","24"
"中测智联(深圳)科技有限公司","湖南天裕华运智能科技有限公司","广东","423000 湖南省郴州市临武县工业园区电子电器标准厂房7栋","广东","42"
"常州多维信息科技有限公司","厦门德威智联科技有限公司","江苏","361000 福建省厦门市厦门火炬高新区信息光电园金丰大厦307A室","江苏","36"
"今日天鸿(天津)医疗卫生科技有限公司","北京今日天鸿医疗器械制造有限公司","天津","102629 北京市大兴区中关村科技园区大兴生物医药产业基地天贵街3号院3号楼2层201室","天津","10"
"石家庄铁道大学","唐山华达轨道交通装备有限责任公司","河北","063000 河北省唐山市丰润区厂前路1号","河北","06"
"南京大学","山东中创软件工程股份有限公司","江苏","250014 山东省济南市千佛山东路41-1号","江苏","25"
"盐城诺维信息科技有限公司","建湖世拓数字科技有限公司","江苏","224700 江苏省盐城市建湖县高新区智慧产业园A区A3楼302","江苏","22"
"北京购阿购技术服务有限公司","北京数衍科技有限公司","北京","100102 北京市朝阳区利泽中园106号楼1层101B号房间","北京","10"
"姜瀚崴","济南佰福康物联网技术有限公司","山东","250101 山东省济南市高新区汇展香格里拉北塔2644号","山东","25"
"左丙丽","上海聚慕医疗器械有限公司","上海","201401 上海市奉贤区奉金路469号2幢2004室","上海","20"
"华南农业大学","广东富汇电子科技有限公司","广东","510000 广东省广州市白云区黄石街江夏东一路83-87号工业区之83号楼204房(自主申报)","广东","51"
"联合闭锁塑料有限公司; 奥布里斯特封闭瑞士有限公司; GCL国际有限公司","GCL国际有限公司; 联合闭锁塑料有限公司; 刮拉瓶盖股份公司","瑞士","卢森堡卢森堡; 英国苏格兰; 意大利亚历山德里亚省","瑞士","卢森"
"李观春","沅陵县品诺鼎电子科技有限公司","湖南","419600 湖南省怀化市沅陵县城沅陵大道工业集中区内","湖南","41"
"杭州昂润科技有限公司; 肖蕾; 杭州德豪环保材料有限公司","杭州德豪环保材料有限公司; 杭州昂润科技有限公司; 宁波华测电子科技有限公司","浙江","311106 浙江省杭州市余杭区塘栖镇塘康路268号; 310019 浙江省杭州市江干区九盛路9号24幢1楼1093室; 315000 浙江省宁波市宁波南部滨海新区南滨北路模具产业园8幢803二楼","浙江","31"
"万维云视(上海)数码科技有限公司","上海云视科技股份有限公司","上海","201899 上海市嘉定区嘉定镇博乐路70号10幢2008室","上海","20"
"江苏比目鱼数字科技有限公司; 佛山市幻云科技有限公司","深圳比目鱼平方科技有限公司; 江苏比目鱼家居用品有限公司","广东","518000 广东省深圳市南山区粤海街道海珠社区南海大道2710号保利城花园3#、4#楼会所; 226000 江苏省南通市港闸区江海佳苑19幢2002室(B2001、2002、2003、2004)","广东","51"
